"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.base.CurrencyConversionLine.rwc";"com.axelor.apps.base.db.CurrencyConversionLine";"x";"x";"x";;;;;"role.base.rwc"
"perm.base.Wizard.rwcde";"com.axelor.apps.base.db.Wizard";"x";"x";"x";"x";"x";;;"role.base.rwc"
"perm.base.Product.rwcde";"com.axelor.apps.base.db.Product";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.App.rwcde";"com.axelor.apps.base.db.App";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppBpm.rwcde";"com.axelor.apps.base.db.AppBpm";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Region.rwcde";"com.axelor.apps.base.db.Region";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppSale.rwcde";"com.axelor.apps.base.db.AppSale";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.TemplateContextLine.rwcde";"com.axelor.apps.base.db.TemplateContextLine";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppProduction.rwcde";"com.axelor.apps.base.db.AppProduction";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ImportConfiguration.rwcde";"com.axelor.apps.base.db.ImportConfiguration";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Company.rwcde";"com.axelor.apps.base.db.Company";"x";"x";"x";"x";"x";"self.parent in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.Canton.rwcde";"com.axelor.apps.base.db.Canton";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ProductVariantValue.rwcde";"com.axelor.apps.base.db.ProductVariantValue";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Currency.rwcde";"com.axelor.apps.base.db.Currency";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppPurchase.rwcde";"com.axelor.apps.base.db.AppPurchase";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppAccount.rwcde";"com.axelor.apps.base.db.AppAccount";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Unit.rwcde";"com.axelor.apps.base.db.Unit";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Bank.rwcde";"com.axelor.apps.base.db.Bank";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Source.rwcde";"com.axelor.apps.base.db.Source";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.SequenceVersion.rwcde";"com.axelor.apps.base.db.SequenceVersion";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ProductVariantAttr.rwcde";"com.axelor.apps.base.db.ProductVariantAttr";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ShippingCoef.rwcde";"com.axelor.apps.base.db.ShippingCoef";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.AppTraining.rwcde";"com.axelor.apps.base.db.AppTraining";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.CalendarConfiguration.rwcde";"com.axelor.apps.base.db.CalendarConfiguration";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Department.rwcde";"com.axelor.apps.base.db.Department";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AddressExport.rwcde";"com.axelor.apps.base.db.AddressExport";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppMarketing.rwcde";"com.axelor.apps.base.db.AppMarketing";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppPurchaseRequest.rwcde";"com.axelor.apps.base.db.AppPurchaseRequest";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.EventsPlanningLine.rwcde";"com.axelor.apps.base.db.EventsPlanningLine";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Language.rwcde";"com.axelor.apps.base.db.Language";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Querie.rwcde";"com.axelor.apps.base.db.Querie";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Territory.rwcde";"com.axelor.apps.base.db.Territory";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.PartnerPriceList.rwcde";"com.axelor.apps.base.db.PartnerPriceList";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AlarmEngine.rwcde";"com.axelor.apps.base.db.AlarmEngine";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppBusinessProject.rwcde";"com.axelor.apps.base.db.AppBusinessProject";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppExpense.rwcde";"com.axelor.apps.base.db.AppExpense";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ProductFamily.rwcde";"com.axelor.apps.base.db.ProductFamily";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppSupplychain.rwcde";"com.axelor.apps.base.db.AppSupplychain";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ImportHistory.rwcde";"com.axelor.apps.base.db.ImportHistory";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.RoutingActionCreateLine.rwcde";"com.axelor.apps.base.db.RoutingActionCreateLine";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Alarm.rwcde";"com.axelor.apps.base.db.Alarm";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AdjustHistory.rwcde";"com.axelor.apps.base.db.AdjustHistory";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppStock.rwcde";"com.axelor.apps.base.db.AppStock";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Sequence.rwcde";"com.axelor.apps.base.db.Sequence";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.Year.rwcde";"com.axelor.apps.base.db.Year";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.Period.rwcde";"com.axelor.apps.base.db.Period";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AlarmEngineBatch.rwcde";"com.axelor.apps.base.db.AlarmEngineBatch";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppAppraisal.rwcde";"com.axelor.apps.base.db.AppAppraisal";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.BankDetails.rwcde";"com.axelor.apps.base.db.BankDetails";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppExtraHours.rwcde";"com.axelor.apps.base.db.AppExtraHours";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.CancelReason.rwcde";"com.axelor.apps.base.db.CancelReason";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppBankPayment.rwcde";"com.axelor.apps.base.db.AppBankPayment";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ProductVariantConfig.rwcde";"com.axelor.apps.base.db.ProductVariantConfig";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AlarmMessage.rwcde";"com.axelor.apps.base.db.AlarmMessage";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.MailBatch.rwcde";"com.axelor.apps.base.db.MailBatch";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.AppBudget.rwcde";"com.axelor.apps.base.db.AppBudget";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.CalendarManagement.rwcde";"com.axelor.apps.base.db.CalendarManagement";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.City.rwcde";"com.axelor.apps.base.db.City";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.WeeklyPlanning.rwcde";"com.axelor.apps.base.db.WeeklyPlanning";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Country.rwcde";"com.axelor.apps.base.db.Country";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.PartnerAddress.rwcde";"com.axelor.apps.base.db.PartnerAddress";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.IndustrySector.rwcde";"com.axelor.apps.base.db.IndustrySector";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.PriceListLine.rwcde";"com.axelor.apps.base.db.PriceListLine";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.PriceList.rwcde";"com.axelor.apps.base.db.PriceList";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppInvoice.rwcde";"com.axelor.apps.base.db.AppInvoice";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.IndicatorGeneratorGrouping.rwcde";"com.axelor.apps.base.db.IndicatorGeneratorGrouping";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ICalendarEvent.rwcde";"com.axelor.apps.base.db.ICalendarEvent";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppLeave.rwcde";"com.axelor.apps.base.db.AppLeave";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppQuality.rwcde";"com.axelor.apps.base.db.AppQuality";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.TradingNamePrintingSettings.rwcde";"com.axelor.apps.base.db.TradingNamePrintingSettings";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.Keyword.rwcde";"com.axelor.apps.base.db.Keyword";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ProductMultipleQty.rwcde";"com.axelor.apps.base.db.ProductMultipleQty";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.UnitConversion.rwcde";"com.axelor.apps.base.db.UnitConversion";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Blocking.rwcde";"com.axelor.apps.base.db.Blocking";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppBase.rwcde";"com.axelor.apps.base.db.AppBase";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.StopReason.rwcde";"com.axelor.apps.base.db.StopReason";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Address.rwcde";"com.axelor.apps.base.db.Address";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.CompanyDepartment.rwcde";"com.axelor.apps.base.db.CompanyDepartment";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.PartnerList.rwcde";"com.axelor.apps.base.db.PartnerList";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Routing.rwcde";"com.axelor.apps.base.db.Routing";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppCrm.rwcde";"com.axelor.apps.base.db.AppCrm";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppRecruitment.rwcde";"com.axelor.apps.base.db.AppRecruitment";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ProductVariant.rwcde";"com.axelor.apps.base.db.ProductVariant";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppCashManagement.rwcde";"com.axelor.apps.base.db.AppCashManagement";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.BirtTemplate.rwcde";"com.axelor.apps.base.db.BirtTemplate";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.PickListEntry.rwcde";"com.axelor.apps.base.db.PickListEntry";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ICalendar.rwcde";"com.axelor.apps.base.db.ICalendar";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppFleet.rwcde";"com.axelor.apps.base.db.AppFleet";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.BankAddress.rwcde";"com.axelor.apps.base.db.BankAddress";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Duration.rwcde";"com.axelor.apps.base.db.Duration";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppPortal.rwcde";"com.axelor.apps.base.db.AppPortal";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.BaseBatch.rwcde";"com.axelor.apps.base.db.BaseBatch";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.TemplateRuleLine.rwcde";"com.axelor.apps.base.db.TemplateRuleLine";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AdvancedExportLine.rwcde";"com.axelor.apps.base.db.AdvancedExportLine";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.GeographicalArea.rwcde";"com.axelor.apps.base.db.GeographicalArea";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.IndicatorGenerator.rwcde";"com.axelor.apps.base.db.IndicatorGenerator";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.RoutingRule.rwcde";"com.axelor.apps.base.db.RoutingRule";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.TemplateRule.rwcde";"com.axelor.apps.base.db.TemplateRule";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppHelpdesk.rwcde";"com.axelor.apps.base.db.AppHelpdesk";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ProductCategory.rwcde";"com.axelor.apps.base.db.ProductCategory";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Partner.rwcde";"com.axelor.apps.base.db.Partner";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.TradingName.rwcde";"com.axelor.apps.base.db.TradingName";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AdvancedExport.rwcde";"com.axelor.apps.base.db.AdvancedExport";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppProject.rwcde";"com.axelor.apps.base.db.AppProject";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.PrintingSettings.rwcde";"com.axelor.apps.base.db.PrintingSettings";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.base.rwcde"
"perm.base.BarcodeTypeConfig.rwcde";"com.axelor.apps.base.db.BarcodeTypeConfig";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.RoutingAction.rwcde";"com.axelor.apps.base.db.RoutingAction";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.TemplateContext.rwcde";"com.axelor.apps.base.db.TemplateContext";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.DayPlanning.rwcde";"com.axelor.apps.base.db.DayPlanning";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppEmployee.rwcde";"com.axelor.apps.base.db.AppEmployee";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.BirtTemplateParameter.rwcde";"com.axelor.apps.base.db.BirtTemplateParameter";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.RoutingActionCreate.rwcde";"com.axelor.apps.base.db.RoutingActionCreate";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppTimesheet.rwcde";"com.axelor.apps.base.db.AppTimesheet";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.AppContract.rwcde";"com.axelor.apps.base.db.AppContract";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.EventsPlanning.rwcde";"com.axelor.apps.base.db.EventsPlanning";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.Batch.rwcde";"com.axelor.apps.base.db.Batch";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.PartnerCategory.rwcde";"com.axelor.apps.base.db.PartnerCategory";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.ICalendarUser.rwcde";"com.axelor.apps.base.db.ICalendarUser";"x";"x";"x";"x";"x";;;"role.base.rwcde"
"perm.base.CurrencyConversionLine.rwcde";"com.axelor.apps.base.db.CurrencyConversionLine";"x";"x";"x";"x";"x";;;"role.base.rwcde"
