importId;name_fr_FR;code_fr_FR;name_en_EN;description_fr_FR;description_en_EN;productCategory.code;productFamily.code;productTypeSelect;procurementMethodSelect;isRawMaterial;unit.code;productTypeSelect;salePrice;saleCurrency.code;purchasePrice;purchaseCurrency.code;startDate;endDate
163;Casque H Mavic Syncro Gris;EQH-PROTH-0163;;;;EQH;PROTH;storable;buy;false;PCE;storable;115;EUR;85.1;EUR;2013-01-01;
164;Casque H Mavic Plasma SLR Jaune;EQH-PROTH-0164;;;;EQH;PROTH;storable;buy;false;PCE;storable;200;EUR;140;EUR;2013-01-01;
165;Casque H Giro Feature Blanc;EQH-PROTH-0165;;;;EQH;PROTH;storable;buy;false;PCE;storable;88.9;EUR;73.787;EUR;2013-01-01;
166;Casque H Giro Feature Gris;EQH-PROTH-0166;;;;EQH;PROTH;storable;buy;false;PCE;storable;88.9;EUR;76.454;EUR;2013-01-01;
167;Casque H Bell Lumen Blanc;EQH-PROTH-0167;;;;EQH;PROTH;storable;buy;false;PCE;storable;51;EUR;39.27;EUR;2013-01-01;
168;Casque H Bell Lumen Bleu;EQH-PROTH-0168;;;;EQH;PROTH;storable;buy;false;PCE;storable;51;EUR;35.7;EUR;2013-01-01;
169;Casque H Bell Lumen Rouge;EQH-PROTH-0169;;;;EQH;PROTH;storable;buy;false;PCE;storable;51;EUR;40.8;EUR;2013-01-01;
170;Gants F Mavic HC Blc/Rouge;EQH-GTSH-0170;;;;EQH;GTSH;storable;buy;false;PCE;storable;35;EUR;26.95;EUR;2013-01-01;
171;Gants F  Classique Noirs;EQH-GTSH-0171;;;;EQH;GTSH;storable;buy;false;PCE;storable;12;EUR;8.52;EUR;2013-01-01;
172;Gants F  Classique Blancs;EQH-GTSH-0172;;;;EQH;GTSH;storable;buy;false;PCE;storable;12;EUR;10.08;EUR;2013-01-01;
173;Gants F  Classique Gris clair;EQH-GTSH-0173;;;;EQH;GTSH;storable;buy;false;PCE;storable;12;EUR;9.6;EUR;2013-01-01;
174;Maillot MC F  Route  Blanc;TXTF-HTF-0174;;;;TXTF;HTF;storable;buy;false;PCE;storable;28;EUR;19.88;EUR;2013-01-01;
175;Maillot MC F  Route  Rose;TXTF-HTF-0175;;;;TXTF;HTF;storable;buy;false;PCE;storable;28;EUR;25.2;EUR;2013-01-01;
176;Maillot MC F  Route Bleu ciel;TXTF-HTF-0176;;;;TXTF;HTF;storable;buy;false;PCE;storable;28;EUR;23.52;EUR;2013-01-01;
177;Maillot MC F  Route Gris clair;TXTF-HTF-0177;;;;TXTF;HTF;storable;buy;false;PCE;storable;28;EUR;22.96;EUR;2013-01-01;
178;Maillot ML F  Route Noir;TXTF-HTF-0178;;;;TXTF;HTF;storable;buy;false;PCE;storable;35;EUR;31.5;EUR;2013-01-01;
179;Maillot MC F  VTT Bleu ciel;TXTF-HTF-0179;;;;TXTF;HTF;storable;buy;false;PCE;storable;30;EUR;21.9;EUR;2013-01-01;
180;Maillot MC F  VTT Gris foncÃ©;TXTF-HTF-0180;;;;TXTF;HTF;storable;buy;false;PCE;storable;30;EUR;21;EUR;2013-01-01;
181;CaleÃ§on court F  Route Noir;TXTF-BASF-0181;;;;TXTF;BASF;storable;buy;false;PCE;storable;45;EUR;36;EUR;2013-01-01;
182;CaleÃ§on court F  Route Gris;TXTF-BASF-0182;;;;TXTF;BASF;storable;buy;false;PCE;storable;45;EUR;36.9;EUR;2013-01-01;
183;CaleÃ§on court F  Route Noir;TXTF-BASF-0183;;;;TXTF;BASF;storable;buy;false;PCE;storable;55;EUR;41.8;EUR;2013-01-01;
184;CaleÃ§on court F  Route Bleu foncÃ©;TXTF-BASF-0184;;;;TXTF;BASF;storable;buy;false;PCE;storable;55;EUR;48.4;EUR;2013-01-01;
185;Chaussettes F Mavic Race Jaune;TXTF-CHTF-0185;;;;TXTF;CHTF;storable;buy;false;PCE;storable;10;EUR;9;EUR;2013-01-01;
186;Chaussettes F Mavic Race Blanche;TXTF-CHTF-0186;;;;TXTF;CHTF;storable;buy;false;PCE;storable;10;EUR;8.2;EUR;2013-01-01;
187;Chaussettes F Mavic Race Noir;TXTF-CHTF-0187;;;;TXTF;CHTF;storable;buy;false;PCE;storable;10;EUR;7.8;EUR;2013-01-01;
188;Chaussettes F  100% Cotton Jaune;TXTF-CHTF-0188;;;;TXTF;CHTF;storable;buy;false;PCE;storable;6;EUR;4.68;EUR;2013-01-01;
189;Chaussettes F  100% Cotton Blanche;TXTF-CHTF-0189;;;;TXTF;CHTF;storable;buy;false;PCE;storable;6;EUR;5.16;EUR;2013-01-01;
190;Chaussettes F  100% Cotton Noir;TXTF-CHTF-0190;;;;TXTF;CHTF;storable;buy;false;PCE;storable;6;EUR;5.4;EUR;2013-01-01;
191;Chaussures F Mavic Giova Blanche Route;EQF-CHRF-0191;;;;EQF;CHRF;storable;buy;false;PCE;storable;125;EUR;88.75;EUR;2013-01-01;
192;Chaussures F Sidi Ergo 2 grises Route;EQF-CHRF-0192;;;;EQF;CHRF;storable;buy;false;PCE;storable;179;EUR;141.41;EUR;2013-01-01;
193;Casque F Bell Arella Noir/Or;EQF-CSKF-0193;;;;EQF;CSKF;storable;buy;false;PCE;storable;70;EUR;53.9;EUR;2013-01-01;
194;Casque F Giro Skyla Blanc/Fleurs;EQF-CSKF-0194;;;;EQF;CSKF;storable;buy;false;PCE;storable;51;EUR;37.74;EUR;2013-01-01;
195;Gants F Mavic Espoir Blancs;EQF-GTSF-0195;;;;EQF;GTSF;storable;buy;false;PCE;storable;22;EUR;16.28;EUR;2013-01-01;
196;Gants F  Classique Noirs;EQF-GTSF-0196;;;;EQF;GTSF;storable;buy;false;PCE;storable;12;EUR;8.4;EUR;2013-01-01;
197;Gants F  Classique Blancs;EQF-GTSF-0197;;;;EQF;GTSF;storable;buy;false;PCE;storable;12;EUR;10.08;EUR;2013-01-01;
198;Gants F  Classique Gris clair;EQF-GTSF-0198;;;;EQF;GTSF;storable;buy;false;PCE;storable;12;EUR;9.96;EUR;2013-01-01;
199;Maillot MC E  Route Gris;TXTE-TXTE-0199;;;;TXTE;TXTE;storable;buy;false;PCE;storable;20;EUR;15.4;EUR;2013-01-01;
200;Maillot ML E  Route Noir;TXTE-TXTE-0200;;;;TXTE;TXTE;storable;buy;false;PCE;storable;30;EUR;26.1;EUR;2013-01-01;
201;CaleÃ§on court E  Route Noir;TXTE-TXTE-0201;;;;TXTE;TXTE;storable;buy;false;PCE;storable;40;EUR;33.6;EUR;2013-01-01;
202;CaleÃ§on court E  Route Gris;TXTE-TXTE-0202;;;;TXTE;TXTE;storable;buy;false;PCE;storable;40;EUR;32.8;EUR;2013-01-01;
203;Chaussettes E  100% Cotton Blanche;TXTE-TXTE-0203;;;;TXTE;TXTE;storable;buy;false;PCE;storable;5;EUR;4.1;EUR;2013-01-01;
204;Chaussettes E  100% Cotton Noir;TXTE-TXTE-0204;;;;TXTE;TXTE;storable;buy;false;PCE;storable;5;EUR;4.5;EUR;2013-01-01;
205;Casque E Giro Flume Rouge;EQE-EQE-0205;;;;EQE;EQE;storable;buy;false;PCE;storable;45;EUR;31.95;EUR;2013-01-01;
206;Casque E Bell Faction Noir;EQE-EQE-0206;;;;EQE;EQE;storable;buy;false;PCE;storable;43;EUR;31.82;EUR;2013-01-01;
207;Montage d'un accessoire (bÃ©quille, compteur, porte bidonâ€¦);SERV-ENT-0207;;;;SERV;ENT;storable;buy;false;PCE;storable;7;EUR;5.67;EUR;2013-01-01;
208;Chgmt de poignÃ©e;SERV-ENT-0208;;;;SERV;ENT;storable;buy;false;PCE;storable;7;EUR;5.25;EUR;2013-01-01;
209;Chgmt de pÃ©dales;SERV-ENT-0209;;;;SERV;ENT;storable;buy;false;PCE;storable;7;EUR;5.04;EUR;2013-01-01;
210;Chgmt de chambre Ã  air ou pneu;SERV-ENT-0210;;;;SERV;ENT;storable;buy;false;PCE;storable;8;EUR;6.4;EUR;2013-01-01;
211;Chgmt de selle ou de composant ;SERV-ENT-0211;;;;SERV;ENT;storable;buy;false;PCE;storable;9;EUR;8.01;EUR;2013-01-01;
212;Chgmt/Montage roue libre, cassette;SERV-ENT-0212;;;;SERV;ENT;storable;buy;false;PCE;storable;9;EUR;7.83;EUR;2013-01-01;
213;Changement plaquettes/patins freins;SERV-ENT-0213;;;;SERV;ENT;storable;buy;false;PCE;storable;10;EUR;8;EUR;2013-01-01;
214;DÃ©voilage de roue;SERV-ENT-0214;;;;SERV;ENT;storable;buy;false;PCE;storable;10;EUR;8.5;EUR;2013-01-01;
215;Changement de chaÃ®ne;SERV-ENT-0215;;;;SERV;ENT;storable;buy;false;PCE;storable;10;EUR;8.2;EUR;2013-01-01;
216;Changement de roue avant;SERV-ENT-0216;;;;SERV;ENT;storable;buy;false;PCE;storable;12;EUR;10.44;EUR;2013-01-01;
217;Changement de roue arriÃ¨re;SERV-ENT-0217;;;;SERV;ENT;storable;buy;false;PCE;storable;18;EUR;15.12;EUR;2013-01-01;
218;RÃ©glage jeu de direction;SERV-ENT-0218;;;;SERV;ENT;storable;buy;false;PCE;storable;13;EUR;9.75;EUR;2013-01-01;
219;Montage garde boue/porte bagage;SERV-ENT-0219;;;;SERV;ENT;storable;buy;false;PCE;storable;14;EUR;12.6;EUR;2013-01-01;
220;RÃ©glage dÃ©railleurs/vitesses;SERV-ENT-0220;;;;SERV;ENT;storable;buy;false;PCE;storable;15;EUR;11.4;EUR;2013-01-01;
221;Chgmt cÃ¢ble/gaine de freins/dÃ©railleur;SERV-ENT-0221;;;;SERV;ENT;storable;buy;false;PCE;storable;16;EUR;14.08;EUR;2013-01-01;
222;RÃ©glage des freins;SERV-ENT-0222;;;;SERV;ENT;storable;buy;false;PCE;storable;16;EUR;12.8;EUR;2013-01-01;
223;Maintenance annuelle gamme SMSPE;SERV-ENT-0223;;;;SERV;ENT;storable;buy;false;PCE;storable;130;EUR;117;EUR;2013-01-01;
224;Location VTC 1/2 JournÃ©e;SERV-LOC-0224;;;;SERV;LOC;storable;buy;false;PCE;storable;15;EUR;13.35;EUR;2013-01-01;
225;Location VTC 1 JournÃ©e;SERV-LOC-0225;;;;SERV;LOC;storable;buy;false;PCE;storable;25;EUR;17.75;EUR;2013-01-01;
226;Location VTC semaine;SERV-LOC-0226;;;;SERV;LOC;storable;buy;false;PCE;storable;112.5;EUR;88.875;EUR;2013-01-01;
227;Heure sup. de location VTC;SERV-LOC-0227;;;;SERV;LOC;storable;buy;false;PCE;storable;4.2857142857;EUR;3.8571428571;EUR;2013-01-01;
228;JournÃ©e sup. de location VTC;SERV-LOC-0228;;;;SERV;LOC;storable;buy;false;PCE;storable;24;EUR;21.36;EUR;2013-01-01;
229;Location VTT Loisir 1/2 journÃ©e;SERV-LOC-0229;;;;SERV;LOC;storable;buy;false;PCE;storable;15;EUR;11.1;EUR;2013-01-01;
230;Location VTT Loisir journÃ©e;SERV-LOC-0230;;;;SERV;LOC;storable;buy;false;PCE;storable;25;EUR;22.5;EUR;2013-01-01;
231;Location VTT Loisir semaine;SERV-LOC-0231;;;;SERV;LOC;storable;buy;false;PCE;storable;112.5;EUR;82.125;EUR;2013-01-01;
232;Heure sup. de location VTT Loisir;SERV-LOC-0232;;;;SERV;LOC;storable;buy;false;PCE;storable;4.2857142857;EUR;3.1714285714;EUR;2013-01-01;
233;JournÃ©e sup. de location Loisir;SERV-LOC-0233;;;;SERV;LOC;storable;buy;false;PCE;storable;24;EUR;18.24;EUR;2013-01-01;
234;Location VTT Performance 1/2 journÃ©e;SERV-LOC-0234;;;;SERV;LOC;storable;buy;false;PCE;storable;21;EUR;16.17;EUR;2013-01-01;
235;Location VTT Performance journÃ©e;SERV-LOC-0235;;;;SERV;LOC;storable;buy;false;PCE;storable;35;EUR;30.1;EUR;2013-01-01;
236;Location VTT Performance semaine;SERV-LOC-0236;;;;SERV;LOC;storable;buy;false;PCE;storable;157.5;EUR;132.3;EUR;2013-01-01;
237;Heure sup. de location VTT Perf.;SERV-LOC-0237;;;;SERV;LOC;storable;buy;false;PCE;storable;6;EUR;5.34;EUR;2013-01-01;
238;JournÃ©e sup. de location VTT Perf.;SERV-LOC-0238;;;;SERV;LOC;storable;buy;false;PCE;storable;34;EUR;24.14;EUR;2013-01-01;
