"name","object","read","write","delete","create","export","group"
"Wizard READ","com.axelor.apps.base.db.Wizard","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"Year READ","com.axelor.apps.base.db.Year","true",,,,,"SALE|PURCH|HRSC|OPTS"
"Year MANAGE","com.axelor.apps.base.db.Year","true","true","true","true","true","ACCO|"
"Resource READ","com.axelor.apps.consulting.db.Resource","true",,,,,"PURCH|ACCO|"
"Resource MANAGE","com.axelor.apps.consulting.db.Resource","true","true","true","true","true","SALE|HRSC|OPTS"
"Site READ","com.axelor.apps.consulting.db.Site","true",,,,,"ACCO|"
"Site MANAGE","com.axelor.apps.consulting.db.Site","true","true","true","true","true","SALE|PURCH|HRSC|OPTS"
"Calendar MANAGE","com.axelor.apps.crm.db.Calendar","true","true","true","true",,"SALE|PURCH|ACCO|HRSC|OPTS"
"CalendarConfiguration MANAGE","com.axelor.apps.crm.db.CalendarConfiguration","true","true","true","true",,"SALE|PURCH|ACCO|HRSC|OPTS"
"CrmBatch READ","com.axelor.apps.crm.db.CrmBatch","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"Event MANAGE","com.axelor.apps.crm.db.Event","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"EventAttendee MANAGE","com.axelor.apps.crm.db.EventAttendee","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"EventCategory READ","com.axelor.apps.crm.db.EventCategory","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"EventReminder READ","com.axelor.apps.crm.db.EventReminder","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"Lead MANAGE","com.axelor.apps.crm.db.Lead","true","true","true","true","true","SALE|"
"MeetingType READ","com.axelor.apps.crm.db.MeetingType","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"Opportunity MANAGE","com.axelor.apps.crm.db.Opportunity","true","true","true","true","true","SALE|"
"OpportunityType READ","com.axelor.apps.crm.db.OpportunityType","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"Participant MANAGE","com.axelor.apps.crm.db.Participant","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"Target MANAGE","com.axelor.apps.crm.db.Target","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"TargetConfiguration MANAGE","com.axelor.apps.crm.db.TargetConfiguration","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"AppsCredentials MANAGE","com.axelor.apps.googleapps.db.AppsCredentials","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"FilePermission MANAGE","com.axelor.apps.googleapps.db.FilePermission","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"GoogleAppsConfig MANAGE","com.axelor.apps.googleapps.db.GoogleAppsConfig","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"GoogleAppsSyncSettings MANAGE","com.axelor.apps.googleapps.db.GoogleAppsSyncSettings","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"GoogleDirectory MANAGE","com.axelor.apps.googleapps.db.GoogleDirectory","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"GoogleFile MANAGE","com.axelor.apps.googleapps.db.GoogleFile","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"TemplateFile MANAGE","com.axelor.apps.googleapps.db.TemplateFile","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"TemplateSpreadSheet MANAGE","com.axelor.apps.googleapps.db.TemplateSpreadSheet","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"TemplateSpreadSheetCriteria MANAGE","com.axelor.apps.googleapps.db.TemplateSpreadSheetCriteria","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"UserProfile MANAGE","com.axelor.apps.googleapps.db.UserProfile","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"EmailAddress MANAGE","com.axelor.apps.message.db.EmailAddress","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"MailAccount READ","com.axelor.apps.message.db.MailAccount","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"Message READ","com.axelor.apps.message.db.Message","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"Advance MANAGE","com.axelor.apps.organisation.db.Advance","true","true","true","true","true","HRSC|"
"Agency MANAGE","com.axelor.apps.organisation.db.Agency","true","true","true","true","true","SALE|ACCO|HRSC|"
"Bonus MANAGE","com.axelor.apps.organisation.db.Bonus","true","true","true","true","true","SALE|ACCO|HRSC|"
"Candidate READ","com.axelor.apps.organisation.db.Candidate","true",,,,,"SALE|PURCH|OPTS"
"Candidate MANAGE","com.axelor.apps.organisation.db.Candidate","true","true","true","true","true","ACCO|HRSC|"
"CandidateOtherOpportunity READ","com.axelor.apps.organisation.db.CandidateOtherOpportunity","true",,,,,"SALE|PURCH|OPTS"
"CandidateOtherOpportunity MANAGE","com.axelor.apps.organisation.db.CandidateOtherOpportunity","true","true","true","true","true","ACCO|HRSC|"
"Competence READ","com.axelor.apps.organisation.db.Competence","true",,,,,"SALE|PURCH|ACCO|OPTS"
"Competence MANAGE","com.axelor.apps.organisation.db.Competence","true","true","true","true","true","HRSC|"
"CompetenceArea READ","com.axelor.apps.organisation.db.CompetenceArea","true",,,,,"SALE|PURCH|ACCO|OPTS"
"CompetenceArea MANAGE","com.axelor.apps.organisation.db.CompetenceArea","true","true","true","true","true","HRSC|"
"Degree READ","com.axelor.apps.organisation.db.Degree","true",,,,,"SALE|PURCH|ACCO|OPTS"
"Degree MANAGE","com.axelor.apps.organisation.db.Degree","true","true","true","true","true","HRSC|"
"Employee READ","com.axelor.apps.organisation.db.Employee","true",,,,,"SALE|PURCH|ACCO|OPTS"
"Employee MANAGE","com.axelor.apps.organisation.db.Employee","true","true","true","true","true","HRSC|"
"EmployeeLeave R W C","com.axelor.apps.organisation.db.EmployeeLeave","true",,,,,"SALE|PURCH|ACCO|OPTS"
"EmployeeLeave MANAGE","com.axelor.apps.organisation.db.EmployeeLeave","true","true","true","true","true","HRSC|"
"EvaluationLine READ","com.axelor.apps.organisation.db.EvaluationLine","true",,,,,"SALE|PURCH|ACCO|OPTS"
"EvaluationLine MANAGE","com.axelor.apps.organisation.db.EvaluationLine","true","true","true","true","true","HRSC|"
"Expense R W C","com.axelor.apps.organisation.db.Expense","true","true",,"true",,"SALE|PURCH|OPTS"
"Expense MANAGE","com.axelor.apps.organisation.db.Expense","true","true","true","true","true","ACCO|HRSC|"
"ExpenseLine READ","com.axelor.apps.organisation.db.ExpenseLine","true",,,,,"SALE|PURCH|OPTS"
"ExpenseLine MANAGE","com.axelor.apps.organisation.db.ExpenseLine","true","true","true","true","true","ACCO|HRSC|"
"FinancialInformationHistoryLine READ","com.axelor.apps.organisation.db.FinancialInformationHistoryLine","true",,,,,"SALE|PURCH|HRSC|"
"FinancialInformationHistoryLine MANAGE","com.axelor.apps.organisation.db.FinancialInformationHistoryLine","true","true","true","true","true","ACCO|OPTS"
"FinancialInformationUpdate READ","com.axelor.apps.organisation.db.FinancialInformationUpdate","true",,,,,"SALE|PURCH|HRSC|"
"FinancialInformationUpdate MANAGE","com.axelor.apps.organisation.db.FinancialInformationUpdate","true","true","true","true","true","ACCO|OPTS"
"InterventionType READ","com.axelor.apps.organisation.db.InterventionType","true",,,,,"SALE|PURCH|ACCO|OPTS"
"InterventionType MANAGE","com.axelor.apps.organisation.db.InterventionType","true","true","true","true","true","HRSC|"
"JobOffer READ","com.axelor.apps.organisation.db.JobOffer","true",,,,,"SALE|PURCH|ACCO|OPTS"
"JobOffer MANAGE","com.axelor.apps.organisation.db.JobOffer","true","true","true","true","true","HRSC|"
"LeaveRequest R W C","com.axelor.apps.organisation.db.LeaveRequest","true","true",,"true",,"SALE|PURCH|ACCO|OPTS"
"LeaveRequest MANAGE","com.axelor.apps.organisation.db.LeaveRequest","true","true","true","true","true","HRSC|"
"MissionOrder READ","com.axelor.apps.organisation.db.MissionOrder","true",,,,,"PURCH|ACCO|"
"MissionOrder MANAGE","com.axelor.apps.organisation.db.MissionOrder","true","true","true","true","true","SALE|HRSC|OPTS"
"MobilityChoice READ","com.axelor.apps.organisation.db.MobilityChoice","true",,,,,"SALE|PURCH|ACCO|OPTS"
"MobilityChoice MANAGE","com.axelor.apps.organisation.db.MobilityChoice","true","true","true","true","true","HRSC|"
"OfferLine READ","com.axelor.apps.organisation.db.OfferLine","true",,,,,"SALE|PURCH|ACCO|OPTS"
"OfferLine MANAGE","com.axelor.apps.organisation.db.OfferLine","true","true","true","true","true","HRSC|"
"Overtime READ","com.axelor.apps.organisation.db.Overtime","true",,,,,"SALE|PURCH|ACCO|OPTS"
"Overtime MANAGE","com.axelor.apps.organisation.db.Overtime","true","true","true","true","true","HRSC|"
"OvertimeLine READ","com.axelor.apps.organisation.db.OvertimeLine","true",,,,,"SALE|PURCH|ACCO|OPTS"
"OvertimeLine MANAGE","com.axelor.apps.organisation.db.OvertimeLine","true","true","true","true","true","HRSC|"
"PaySheet READ","com.axelor.apps.organisation.db.PaySheet","true",,,,,"SALE|PURCH|ACCO|OPTS"
"PaySheet MANAGE","com.axelor.apps.organisation.db.PaySheet","true","true","true","true","true","HRSC|"
"PersonalInfo READ","com.axelor.apps.organisation.db.PersonalInfo","true",,,,,"SALE|PURCH|ACCO|OPTS"
"PersonalInfo MANAGE","com.axelor.apps.organisation.db.PersonalInfo","true","true","true","true","true","HRSC|"
"PlacementFollowUp READ","com.axelor.apps.organisation.db.PlacementFollowUp","true",,,,,"SALE|PURCH|ACCO|OPTS"
"PlacementFollowUp MANAGE","com.axelor.apps.organisation.db.PlacementFollowUp","true","true","true","true","true","HRSC|"
"Planning READ","com.axelor.apps.organisation.db.Planning","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"Planning MANAGE","com.axelor.apps.organisation.db.Planning","true","true","true","true","true","OPTS"
"PlanningLine READ","com.axelor.apps.organisation.db.PlanningLine","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"PlanningLine MANAGE","com.axelor.apps.organisation.db.PlanningLine","true","true","true","true","true","OPTS"
"Position READ","com.axelor.apps.organisation.db.Position","true",,,,,"SALE|PURCH|ACCO|OPTS"
"Position MANAGE","com.axelor.apps.organisation.db.Position","true","true","true","true","true","HRSC|"
"Project READ","com.axelor.apps.organisation.db.Project","true",,,,,"ACCO|HRSC|"
"Project MANAGE","com.axelor.apps.organisation.db.Project","true","true","true","true","true","SALE|PURCH|OPTS"
"PublicHolidays READ","com.axelor.apps.organisation.db.PublicHolidays","true",,,,,"SALE|PURCH|ACCO|OPTS"
"PublicHolidays MANAGE","com.axelor.apps.organisation.db.PublicHolidays","true","true","true","true","true","HRSC|"
"PublicHolidaysLine READ","com.axelor.apps.organisation.db.PublicHolidaysLine","true",,,,,"SALE|PURCH|ACCO|OPTS"
"PublicHolidaysLine MANAGE","com.axelor.apps.organisation.db.PublicHolidaysLine","true","true","true","true","true","HRSC|"
"RecuitmentProcessAdvancement READ","com.axelor.apps.organisation.db.RecuitmentProcessAdvancement","true",,,,,"SALE|PURCH|ACCO|OPTS"
"RecuitmentProcessAdvancement MANAGE","com.axelor.apps.organisation.db.RecuitmentProcessAdvancement","true","true","true","true","true","HRSC|"
"Schedule READ","com.axelor.apps.organisation.db.Schedule","true",,,,,"PURCH|HRSC|OPTS"
"Schedule MANAGE","com.axelor.apps.organisation.db.Schedule","true","true","true","true","true","SALE|ACCO|"
"ScheduleLine READ","com.axelor.apps.organisation.db.ScheduleLine","true",,,,,"PURCH|HRSC|OPTS"
"ScheduleLine MANAGE","com.axelor.apps.organisation.db.ScheduleLine","true","true","true","true","true","SALE|ACCO|"
"ScheduleSubLine READ","com.axelor.apps.organisation.db.ScheduleSubLine","true",,,,,"PURCH|HRSC|OPTS"
"ScheduleSubLine MANAGE","com.axelor.apps.organisation.db.ScheduleSubLine","true","true","true","true","true","SALE|ACCO|"
"SkillLine READ","com.axelor.apps.organisation.db.SkillLine","true",,,,,"SALE|PURCH|ACCO|OPTS"
"SkillLine MANAGE","com.axelor.apps.organisation.db.SkillLine","true","true","true","true","true","HRSC|"
"SkillSet READ","com.axelor.apps.organisation.db.SkillSet","true",,,,,"SALE|PURCH|ACCO|OPTS"
"SkillSet MANAGE","com.axelor.apps.organisation.db.SkillSet","true","true","true","true","true","HRSC|"
"Task READ","com.axelor.apps.organisation.db.Task","true",,,,,"ACCO|HRSC|"
"Task MANAGE","com.axelor.apps.organisation.db.Task","true","true","true","true","true","SALE|PURCH|OPTS"
"Timesheet R W C","com.axelor.apps.organisation.db.Timesheet","true","true",,"true",,"SALE|PURCH|ACCO|OPTS"
"Timesheet MANAGE","com.axelor.apps.organisation.db.Timesheet","true","true","true","true","true","HRSC|"
"TimesheetLine R W C","com.axelor.apps.organisation.db.TimesheetLine","true","true",,"true",,"SALE|PURCH|ACCO|OPTS"
"TimesheetLine MANAGE","com.axelor.apps.organisation.db.TimesheetLine","true","true","true","true","true","HRSC|"
"TimesheetPeriodConfig MANAGE","com.axelor.apps.organisation.db.TimesheetPeriodConfig","true","true","true","true","true","HRSC|"
"TimesheetTotalByType READ","com.axelor.apps.organisation.db.TimesheetTotalByType","true",,,,,"SALE|PURCH|ACCO|OPTS"
"TimesheetTotalByType MANAGE","com.axelor.apps.organisation.db.TimesheetTotalByType","true","true","true","true","true","HRSC|"
"Topic MANAGE","com.axelor.apps.organisation.db.Topic","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"Training READ","com.axelor.apps.organisation.db.Training","true",,,,,"SALE|PURCH|ACCO|OPTS"
"Training MANAGE","com.axelor.apps.organisation.db.Training","true","true","true","true","true","HRSC|"
"TrainingCenter READ","com.axelor.apps.organisation.db.TrainingCenter","true",,,,,"SALE|PURCH|ACCO|OPTS"
"TrainingCenter MANAGE","com.axelor.apps.organisation.db.TrainingCenter","true","true","true","true","true","HRSC|"
"TrainingLine READ","com.axelor.apps.organisation.db.TrainingLine","true",,,,,"SALE|PURCH|ACCO|OPTS"
"TrainingLine MANAGE","com.axelor.apps.organisation.db.TrainingLine","true","true","true","true","true","HRSC|"
"BillOfMaterial READ","com.axelor.apps.production.db.BillOfMaterial","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"BillOfMaterial MANAGE","com.axelor.apps.production.db.BillOfMaterial","true","true","true","true","true","OPTS"
"Machine READ","com.axelor.apps.production.db.Machine","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"Machine MANAGE","com.axelor.apps.production.db.Machine","true","true","true","true","true","OPTS"
"ManufOrder READ","com.axelor.apps.production.db.ManufOrder","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"ManufOrder MANAGE","com.axelor.apps.production.db.ManufOrder","true","true","true","true","true","OPTS"
"ManufOrderPlanning READ","com.axelor.apps.production.db.ManufOrderPlanning","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"ManufOrderPlanning MANAGE","com.axelor.apps.production.db.ManufOrderPlanning","true","true","true","true","true","OPTS"
"ManufOrderPlanningLine READ","com.axelor.apps.production.db.ManufOrderPlanningLine","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"ManufOrderPlanningLine MANAGE","com.axelor.apps.production.db.ManufOrderPlanningLine","true","true","true","true","true","OPTS"
"ProdProcess READ","com.axelor.apps.production.db.ProdProcess","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"ProdProcess MANAGE","com.axelor.apps.production.db.ProdProcess","true","true","true","true","true","OPTS"
"ProdRemains READ","com.axelor.apps.production.db.ProdRemains","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"ProdRemains MANAGE","com.axelor.apps.production.db.ProdRemains","true","true","true","true","true","OPTS"
"ProdResource READ","com.axelor.apps.production.db.ProdResource","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"ProdResource MANAGE","com.axelor.apps.production.db.ProdResource","true","true","true","true","true","OPTS"
"ProdResourceLine READ","com.axelor.apps.production.db.ProdResourceLine","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"ProdResourceLine MANAGE","com.axelor.apps.production.db.ProdResourceLine","true","true","true","true","true","OPTS"
"ApplicationCredentials READ","com.axelor.apps.socialnetwork.db.ApplicationCredentials","true",,,,,"SALE|PURCH|ACCO|HRSC|OPTS"
"ApplicationCredentials MANAGE","com.axelor.apps.socialnetwork.db.ApplicationCredentials","true","true","true","true","true",
"PersonalCredential MANAGE","com.axelor.apps.socialnetwork.db.PersonalCredential","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"SnPage MANAGE","com.axelor.apps.socialnetwork.db.SnPage","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"SnPagePostRef MANAGE","com.axelor.apps.socialnetwork.db.SnPagePostRef","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"SnProfile MANAGE","com.axelor.apps.socialnetwork.db.SnProfile","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"SnSearchResult MANAGE","com.axelor.apps.socialnetwork.db.SnSearchResult","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"SnSendMessage MANAGE","com.axelor.apps.socialnetwork.db.SnSendMessage","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"SnStatusComments MANAGE","com.axelor.apps.socialnetwork.db.SnStatusComments","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"SnStatusUpdates MANAGE","com.axelor.apps.socialnetwork.db.SnStatusUpdates","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"SocialNet MANAGE","com.axelor.apps.socialnetwork.db.SocialNet","true","true","true","true","true","SALE|PURCH|ACCO|HRSC|OPTS"
"Inventory READ","com.axelor.apps.supplychain.db.Inventory","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"Inventory MANAGE","com.axelor.apps.supplychain.db.Inventory","true","true","true","true","true","OPTS"
"InventoryLine READ","com.axelor.apps.supplychain.db.InventoryLine","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"InventoryLine MANAGE","com.axelor.apps.supplychain.db.InventoryLine","true","true","true","true","true","OPTS"
"Location READ","com.axelor.apps.supplychain.db.Location","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"Location MANAGE","com.axelor.apps.supplychain.db.Location","true","true","true","true","true","OPTS"
"LocationLine READ","com.axelor.apps.supplychain.db.LocationLine","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"LocationLine MANAGE","com.axelor.apps.supplychain.db.LocationLine","true","true","true","true","true","OPTS"
"MinStockRules READ","com.axelor.apps.supplychain.db.MinStockRules","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"MinStockRules MANAGE","com.axelor.apps.supplychain.db.MinStockRules","true","true","true","true","true","OPTS"
"PurchaseOrder READ","com.axelor.apps.purchase.db.PurchaseOrder","true",,,,,"SALE|ACCO|HRSC|OPTS"
"PurchaseOrder MANAGE","com.axelor.apps.purchase.db.PurchaseOrder","true","true","true","true","true","PURCH|"
"PurchaseOrderLine READ","com.axelor.apps.purchase.db.PurchaseOrderLine","true",,,,,"SALE|ACCO|HRSC|OPTS"
"PurchaseOrderLine MANAGE","com.axelor.apps.purchase.db.PurchaseOrderLine","true","true","true","true","true","PURCH|"
"PurchaseOrderLineTax READ","com.axelor.apps.purchase.db.PurchaseOrderLineTax","true",,,,,"SALE|ACCO|HRSC|OPTS"
"PurchaseOrderLineTax MANAGE","com.axelor.apps.purchase.db.PurchaseOrderLineTax","true","true","true","true","true","PURCH|"
"SaleOrder READ","com.axelor.apps.sale.db.SaleOrder","true",,,,,"PURCH|ACCO|HRSC|OPTS"
"SaleOrder MANAGE","com.axelor.apps.sale.db.SaleOrder","true","true","true","true","true","SALE|"
"SaleOrderLine READ","com.axelor.apps.sale.db.SaleOrderLine","true",,,,,"PURCH|ACCO|HRSC|OPTS"
"SaleOrderLine MANAGE","com.axelor.apps.sale.db.SaleOrderLine","true","true","true","true","true","SALE|"
"SaleOrderLineTax READ","com.axelor.apps.sale.db.SaleOrderLineTax","true",,,,,"PURCH|ACCO|HRSC|OPTS"
"SaleOrderLineTax MANAGE","com.axelor.apps.sale.db.SaleOrderLineTax","true","true","true","true","true","SALE|"
"SaleOrderScheduleLine READ","com.axelor.apps.sale.db.SaleOrderScheduleLine","true",,,,,"PURCH|ACCO|HRSC|OPTS"
"SaleOrderScheduleLine MANAGE","com.axelor.apps.sale.db.SaleOrderScheduleLine","true","true","true","true","true","SALE|"
"SaleOrderSubLine READ","com.axelor.apps.sale.db.SaleOrderSubLine","true",,,,,"PURCH|ACCO|HRSC|OPTS"
"SaleOrderSubLine MANAGE","com.axelor.apps.sale.db.SaleOrderSubLine","true","true","true","true","true","SALE|"
"StockMove READ","com.axelor.apps.supplychain.db.StockMove","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"StockMove MANAGE","com.axelor.apps.supplychain.db.StockMove","true","true","true","true","true","OPTS"
"StockMoveLine READ","com.axelor.apps.supplychain.db.StockMoveLine","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"StockMoveLine MANAGE","com.axelor.apps.supplychain.db.StockMoveLine","true","true","true","true","true","OPTS"
"SupplychainBatch READ","com.axelor.apps.sale.db.SaleBatch","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"SupplychainBatch MANAGE","com.axelor.apps.sale.db.SaleBatch","true","true","true","true","true","OPTS"
"SupplychainConfig READ","com.axelor.apps.sale.db.SaleConfig","true",,,,,"SALE|PURCH|ACCO|HRSC|"
"SupplychainConfig MANAGE","com.axelor.apps.sale.db.SaleConfig","true","true","true","true","true","OPTS"
