"importId";"inseeCode";"name";"nbInhCommune";"canton.code";"department.code";"region.code";"name_delivery";"name_standardized";"zip";"artmin"
"11828";"31215";"GAURE";"497";;"31";"76";"GAURE";"GAURE";"31590";
"11829";"31216";"GEMIL";"272";;"31";"76";"GEMIL";"GEMIL";"31380";
"11830";"31217";"GENOS";"87";;"31";"76";"GENOS";"GENOS";"31510";
"11831";"31218";"GENSAC-DE-BOULOGNE";"113";;"31";"76";"GENSAC DE BOULOGNE";"GENSAC DE BOULOGNE";"31350";
"11832";"31219";"GENSAC-SUR-GARONNE";"370";;"31";"76";"GENSAC SUR GARONNE";"GENSAC SUR GARONNE";"31310";
"11833";"31220";"GIBEL";"329";;"31";"76";"GIBEL";"GIBEL";"31560";
"11834";"31221";"GOUAUX-DE-LARBOUST";"57";;"31";"76";"GOUAUX DE LARBOUST";"GOUAUX DE LARBOUST";"31110";
"11835";"31222";"GOUAUX-DE-LUCHON";"48";;"31";"76";"GOUAUX DE LUCHON";"GOUAUX DE LUCHON";"31110";
"11836";"31223";"GOUDEX";"46";;"31";"76";"GOUDEX";"GOUDEX";"31230";
"11837";"31224";"GOURDAN-POLIGNAN";"1329";;"31";"76";"GOURDAN POLIGNAN";"GOURDAN POLIGNAN";"31210";
"11838";"31225";"GOUTEVERNISSE";"167";;"31";"76";"GOUTEVERNISSE";"GOUTEVERNISSE";"31310";
"11839";"31226";"GOUZENS";"88";;"31";"76";"GOUZENS";"GOUZENS";"31310";
"11840";"31227";"GOYRANS";"905";;"31";"76";"GOYRANS";"GOYRANS";"31120";
"11841";"31228";"GRAGNAGUE";"1759";;"31";"76";"GRAGNAGUE";"GRAGNAGUE";"31380";
"11842";"31229";"GRATENS";"671";;"31";"76";"GRATENS";"GRATENS";"31430";
"11843";"31230";"GRATENTOUR";"3552";;"31";"76";"GRATENTOUR";"GRATENTOUR";"31150";
"11844";"31231";"GRAZAC";"522";;"31";"76";"GRAZAC";"GRAZAC";"31190";
"11845";"31232";"GRENADE";"8310";;"31";"76";"GRENADE";"GRENADE";"31330";
"11846";"31233";"GREPIAC";"1004";;"31";"76";"GREPIAC";"GREPIAC";"31190";
"11847";"31234";"LE GRES";"384";;"31";"76";"LE GRES";"LE GRES";"31480";
"11848";"31235";"GURAN";"48";;"31";"76";"GURAN";"GURAN";"31440";
"11849";"31236";"HERRAN";"70";;"31";"76";"HERRAN";"HERRAN";"31160";
"11850";"31237";"HIS";"230";;"31";"76";"HIS";"HIS";"31260";
"11851";"31238";"HUOS";"467";;"31";"76";"HUOS";"HUOS";"31210";
"11852";"31239";"L'ISLE-EN-DODON";"1961";;"31";"76";"L ISLE EN DODON";"L ISLE EN DODON";"31230";
"11853";"31240";"ISSUS";"472";;"31";"76";"ISSUS";"ISSUS";"31450";
"11854";"31241";"IZAUT-DE-L'HOTEL";"297";;"31";"76";"IZAUT DE L HOTEL";"IZAUT DE L HOTEL";"31160";
"11855";"31242";"JURVIELLE";"22";;"31";"76";"JURVIELLE";"JURVIELLE";"31110";
"11856";"31243";"JUZES";"82";;"31";"76";"JUZES";"JUZES";"31540";
"11857";"31244";"JUZET-DE-LUCHON";"384";;"31";"76";"JUZET DE LUCHON";"JUZET DE LUCHON";"31110";
"11858";"31245";"JUZET-D'IZAUT";"203";;"31";"76";"JUZET D IZAUT";"JUZET D IZAUT";"31160";
"11859";"31246";"LABARTHE-INARD";"903";;"31";"76";"LABARTHE INARD";"LABARTHE INARD";"31800";
"11860";"31247";"LABARTHE-RIVIERE";"1361";;"31";"76";"LABARTHE RIVIERE";"LABARTHE RIVIERE";"31800";
"11861";"31248";"LABARTHE-SUR-LEZE";"5059";;"31";"76";"LABARTHE SUR LEZE";"LABARTHE SUR LEZE";"31860";
"11862";"31249";"LABASTIDE-BEAUVOIR";"1128";;"31";"76";"LABASTIDE BEAUVOIR";"LABASTIDE BEAUVOIR";"31450";
"11863";"31250";"LABASTIDE-CLERMONT";"695";;"31";"76";"LABASTIDE CLERMONT";"LABASTIDE CLERMONT";"31370";
"11864";"31251";"LABASTIDE-PAUMES";"151";;"31";"76";"LABASTIDE PAUMES";"LABASTIDE PAUMES";"31230";
"11865";"31252";"LABASTIDE-SAINT-SERNIN";"1827";;"31";"76";"LABASTIDE ST SERNIN";"LABASTIDE ST SERNIN";"31620";
"11866";"31253";"LABASTIDETTE";"2326";;"31";"76";"LABASTIDETTE";"LABASTIDETTE";"31600";
"11867";"31254";"LABEGE";"4139";;"31";"76";"LABEGE";"LABEGE";"31670";
"11868";"31255";"LABROQUERE";"318";;"31";"76";"LABROQUERE";"LABROQUERE";"31510";
"11869";"31256";"LABRUYERE-DORSA";"259";;"31";"76";"LABRUYERE DORSA";"LABRUYERE DORSA";"31190";
"11870";"31258";"LACAUGNE";"200";;"31";"76";"LACAUGNE";"LACAUGNE";"31390";
"11871";"31259";"LACROIX-FALGARDE";"2055";;"31";"76";"LACROIX FALGARDE";"LACROIX FALGARDE";"31120";
"11872";"31260";"LAFFITE-TOUPIERE";"91";;"31";"76";"LAFFITE TOUPIERE";"LAFFITE TOUPIERE";"31360";
"11873";"31261";"LAFITTE-VIGORDANE";"1072";;"31";"76";"LAFITTE VIGORDANE";"LAFITTE VIGORDANE";"31390";
"11874";"31262";"LAGARDE";"352";;"31";"76";"LAGARDE";"LAGARDE";"31290";
"11875";"31263";"LAGARDELLE-SUR-LEZE";"2528";;"31";"76";"LAGARDELLE SUR LEZE";"LAGARDELLE SUR LEZE";"31870";
"11876";"31264";"LAGRACE-DIEU";"518";;"31";"76";"LAGRACE DIEU";"LAGRACE DIEU";"31190";
"11877";"31265";"LAGRAULET-SAINT-NICOLAS";"262";;"31";"76";"LAGRAULET ST NICOLAS";"LAGRAULET ST NICOLAS";"31480";
"11878";"31266";"LAHAGE";"224";;"31";"76";"LAHAGE";"LAHAGE";"31370";
"11879";"31267";"LAHITERE";"50";;"31";"76";"LAHITERE";"LAHITERE";"31310";
"11880";"31268";"LALOURET-LAFFITEAU";"139";;"31";"76";"LALOURET LAFFITEAU";"LALOURET LAFFITEAU";"31800";
"11881";"31269";"LAMASQUERE";"1404";;"31";"76";"LAMASQUERE";"LAMASQUERE";"31600";
"11882";"31270";"LANDORTHE";"966";;"31";"76";"LANDORTHE";"LANDORTHE";"31800";
"11883";"31271";"LANTA";"1775";;"31";"76";"LANTA";"LANTA";"31570";
"11884";"31272";"LAPEYRERE";"73";;"31";"76";"LAPEYRERE";"LAPEYRERE";"31310";
"11885";"31273";"LAPEYROUSE-FOSSAT";"2768";;"31";"76";"LAPEYROUSE FOSSAT";"LAPEYROUSE FOSSAT";"31180";
"11886";"31274";"LARCAN";"186";"3114";"31";"76";"LARCAN";"LARCAN";"31800";
"11887";"31275";"LAREOLE";"149";;"31";"76";"LAREOLE";"LAREOLE";"31480";
"11888";"31276";"LARROQUE";"306";;"31";"76";"LARROQUE";"LARROQUE";"31580";
"11889";"31277";"LASSERRE";"989";;"31";"76";"LASSERRE";"LASSERRE";"31530";
"11890";"31278";"LATOUE";"329";;"31";"76";"LATOUE";"LATOUE";"31800";
"11891";"31279";"LATOUR";"77";;"31";"76";"LATOUR";"LATOUR";"31310";
"11892";"31280";"LATRAPE";"344";;"31";"76";"LATRAPE";"LATRAPE";"31310";
"11893";"31281";"LAUNAC";"1313";;"31";"76";"LAUNAC";"LAUNAC";"31330";
"11894";"31282";"LAUNAGUET";"7469";;"31";"76";"LAUNAGUET";"LAUNAGUET";"31140";
"11895";"31283";"LAUTIGNAC";"282";;"31";"76";"LAUTIGNAC";"LAUTIGNAC";"31370";
"11896";"31284";"LAUZERVILLE";"1466";;"31";"76";"LAUZERVILLE";"LAUZERVILLE";"31650";
"11897";"31285";"LAVALETTE";"665";;"31";"76";"LAVALETTE";"LAVALETTE";"31590";
"11898";"31286";"LAVELANET-DE-COMMINGES";"574";;"31";"76";"LAVELANET DE COMMINGES";"LAVELANET DE COMMINGES";"31220";
"11899";"31287";"LAVERNOSE-LACASSE";"2742";;"31";"76";"LAVERNOSE LACASSE";"LAVERNOSE LACASSE";"31410";
"11900";"31288";"LAYRAC-SUR-TARN";"327";;"31";"76";"LAYRAC SUR TARN";"LAYRAC SUR TARN";"31340";
"11901";"31289";"LECUSSAN";"245";;"31";"76";"LECUSSAN";"LECUSSAN";"31580";
"11902";"31290";"LEGE";"43";;"31";"76";"LEGE";"LEGE";"31440";
"11903";"31291";"LEGUEVIN";"8629";;"31";"76";"LEGUEVIN";"LEGUEVIN";"31490";
"11904";"31292";"LESCUNS";"64";;"31";"76";"LESCUNS";"LESCUNS";"31220";
"11905";"31293";"LESPINASSE";"2573";;"31";"76";"LESPINASSE";"LESPINASSE";"31150";
"11906";"31294";"LESPITEAU";"73";;"31";"76";"LESPITEAU";"LESPITEAU";"31160";
"11907";"31295";"LESPUGUE";"76";;"31";"76";"LESPUGUE";"LESPUGUE";"31350";
"11908";"31296";"LESTELLE-DE-SAINT-MARTORY";"459";;"31";"76";"LESTELLE DE ST MARTORY";"LESTELLE DE ST MARTORY";"31360";
"11909";"31297";"LEVIGNAC";"1963";;"31";"76";"LEVIGNAC";"LEVIGNAC";"31530";
"11910";"31298";"LEZ";"60";;"31";"76";"LEZ";"LEZ";"31440";
"11911";"31299";"LHERM";"3507";;"31";"76";"LHERM";"LHERM";"31600";
"11912";"31300";"LIEOUX";"130";;"31";"76";"LIEOUX";"LIEOUX";"31800";
"11913";"31301";"LILHAC";"128";;"31";"76";"LILHAC";"LILHAC";"31230";
"11914";"31302";"LODES";"287";;"31";"76";"LODES";"LODES";"31800";
"11915";"31303";"LONGAGES";"2811";"3101";"31";"76";"LONGAGES";"LONGAGES";"31410";
"11916";"31304";"LOUBENS-LAURAGAIS";"423";;"31";"76";"LOUBENS LAURAGAIS";"LOUBENS LAURAGAIS";"31460";
"11917";"31305";"LOUDET";"198";;"31";"76";"LOUDET";"LOUDET";"31580";
"11918";"31306";"LOURDE";"92";;"31";"76";"LOURDE";"LOURDE";"31510";
"11919";"31307";"LUNAX";"63";;"31";"76";"LUNAX";"LUNAX";"31350";
"11920";"31308";"LUSCAN";"66";;"31";"76";"LUSCAN";"LUSCAN";"31510";
"11921";"31309";"LUSSAN-ADEILHAC";"232";;"31";"76";"LUSSAN ADEILHAC";"LUSSAN ADEILHAC";"31430";
"11922";"31310";"LUX";"355";;"31";"76";"LUX";"LUX";"31290";
"11923";"31311";"LA MAGDELAINE-SUR-TARN";"1093";;"31";"76";"LA MAGDELAINE SUR TARN";"LA MAGDELAINE SUR TARN";"31340";
"11924";"31312";"MAILHOLAS";"39";;"31";"76";"MAILHOLAS";"MAILHOLAS";"31310";
"11925";"31313";"MALVEZIE";"126";;"31";"76";"MALVEZIE";"MALVEZIE";"31510";
"11926";"31314";"MANCIOUX";"435";;"31";"76";"MANCIOUX";"MANCIOUX";"31360";
"11927";"31315";"MANE";"995";;"31";"76";"MANE";"MANE";"31260";
"11928";"31316";"MARIGNAC";"501";;"31";"76";"MARIGNAC";"MARIGNAC";"31440";
"11929";"31317";"MARIGNAC-LASCLARES";"433";;"31";"76";"MARIGNAC LASCLARES";"MARIGNAC LASCLARES";"31430";
"11930";"31318";"MARIGNAC-LASPEYRES";"206";;"31";"76";"MARIGNAC LASPEYRES";"MARIGNAC LASPEYRES";"31220";
"11931";"31319";"MARLIAC";"124";;"31";"76";"MARLIAC";"MARLIAC";"31550";
"11932";"31320";"MARQUEFAVE";"1016";;"31";"76";"MARQUEFAVE";"MARQUEFAVE";"31390";
"11933";"31321";"MARSOULAS";"123";;"31";"76";"MARSOULAS";"MARSOULAS";"31260";
"11934";"31322";"MARTISSERRE";"60";"3106";"31";"76";"MARTISSERRE";"MARTISSERRE";"31230";
"11935";"31323";"MARTRES-DE-RIVIERE";"404";;"31";"76";"MARTRES DE RIVIERE";"MARTRES DE RIVIERE";"31210";
"11936";"31324";"MARTRES-TOLOSANE";"2223";;"31";"76";"MARTRES TOLOSANE";"MARTRES TOLOSANE";"31220";
"11937";"31325";"MASCARVILLE";"167";"3113";"31";"76";"MASCARVILLE";"MASCARVILLE";"31460";
"11938";"31326";"MASSABRAC";"83";;"31";"76";"MASSABRAC";"MASSABRAC";"31310";
"11939";"31327";"MAURAN";"181";;"31";"76";"MAURAN";"MAURAN";"31220";
"11940";"31328";"MAUREMONT";"323";;"31";"76";"MAUREMONT";"MAUREMONT";"31290";
"11941";"31329";"MAURENS";"198";;"31";"76";"MAURENS";"MAURENS";"31540";
"11942";"31330";"MAURESSAC";"481";;"31";"76";"MAURESSAC";"MAURESSAC";"31190";
"11943";"31331";"MAUREVILLE";"304";;"31";"76";"MAUREVILLE";"MAUREVILLE";"31460";
"11944";"31332";"MAUVAISIN";"222";;"31";"76";"MAUVAISIN";"MAUVAISIN";"31190";
"11945";"31333";"MAUVEZIN";"86";;"31";"76";"MAUVEZIN";"MAUVEZIN";"31230";
"11946";"31334";"MAUZAC";"1195";;"31";"76";"MAUZAC";"MAUZAC";"31410";
"11947";"31335";"MAYREGNE";"29";;"31";"76";"MAYREGNE";"MAYREGNE";"31110";
"11948";"31336";"MAZERES-SUR-SALAT";"571";;"31";"76";"MAZERES SUR SALAT";"MAZERES SUR SALAT";"31260";
"11949";"31337";"MELLES";"106";;"31";"76";"MELLES";"MELLES";"31440";
"11950";"31338";"MENVILLE";"631";;"31";"76";"MENVILLE";"MENVILLE";"31530";
"11951";"31339";"MERENVIELLE";"465";;"31";"76";"MERENVIELLE";"MERENVIELLE";"31530";
"11952";"31340";"MERVILLA";"263";;"31";"76";"MERVILLA";"MERVILLA";"31320";
"11953";"31341";"MERVILLE";"4885";;"31";"76";"MERVILLE";"MERVILLE";"31330";
"11954";"31342";"MILHAS";"176";;"31";"76";"MILHAS";"MILHAS";"31160";
"11955";"31343";"MIRAMBEAU";"62";;"31";"76";"MIRAMBEAU";"MIRAMBEAU";"31230";
"11956";"31344";"MIRAMONT-DE-COMMINGES";"779";;"31";"76";"MIRAMONT DE COMMINGES";"MIRAMONT DE COMMINGES";"31800";
"11957";"31345";"MIREMONT";"2223";;"31";"76";"MIREMONT";"MIREMONT";"31190";
"11958";"31346";"MIREPOIX-SUR-TARN";"721";;"31";"76";"MIREPOIX SUR TARN";"MIREPOIX SUR TARN";"31340";
"11959";"31347";"MOLAS";"159";;"31";"76";"MOLAS";"MOLAS";"31230";
"11960";"31348";"MONCAUP";"32";;"31";"76";"MONCAUP";"MONCAUP";"31160";
"11961";"31349";"MONDAVEZAN";"847";;"31";"76";"MONDAVEZAN";"MONDAVEZAN";"31220";
"11962";"31350";"MONDILHAN";"94";;"31";"76";"MONDILHAN";"MONDILHAN";"31350";
"11963";"31351";"MONDONVILLE";"4601";;"31";"76";"MONDONVILLE";"MONDONVILLE";"31700";
"11964";"31352";"MONDOUZIL";"245";;"31";"76";"MONDOUZIL";"MONDOUZIL";"31850";
"11965";"31353";"MONES";"72";;"31";"76";"MONES";"MONES";"31370";
"11966";"31354";"MONESTROL";"62";;"31";"76";"MONESTROL";"MONESTROL";"31560";
"11967";"31355";"MONS";"1582";;"31";"76";"MONS";"MONS";"31280";
"11968";"31356";"MONTAIGUT-SUR-SAVE";"1581";;"31";"76";"MONTAIGUT SUR SAVE";"MONTAIGUT SUR SAVE";"31530";
"11969";"31357";"MONTASTRUC-DE-SALIES";"266";;"31";"76";"MONTASTRUC DE SALIES";"MONTASTRUC DE SALIES";"31160";
"11970";"31358";"MONTASTRUC-LA-CONSEILLERE";"3204";;"31";"76";"MONTASTRUC LA CONSEILLERE";"MONTASTRUC LA CONSEILLERE";"31380";
"11971";"31359";"MONTASTRUC-SAVES";"62";;"31";"76";"MONTASTRUC SAVES";"MONTASTRUC SAVES";"31370";
"11972";"31360";"MONTAUBAN-DE-LUCHON";"481";;"31";"76";"MONTAUBAN DE LUCHON";"MONTAUBAN DE LUCHON";"31110";
"11973";"31361";"MONTAUT";"519";;"31";"76";"MONTAUT";"MONTAUT";"31410";
"11974";"31362";"MONTBERAUD";"216";;"31";"76";"MONTBERAUD";"MONTBERAUD";"31220";
"11975";"31363";"MONTBERNARD";"215";;"31";"76";"MONTBERNARD";"MONTBERNARD";"31230";
"11976";"31364";"MONTBERON";"2809";;"31";"76";"MONTBERON";"MONTBERON";"31140";
"11977";"31365";"MONTBRUN-BOCAGE";"482";;"31";"76";"MONTBRUN BOCAGE";"MONTBRUN BOCAGE";"31310";
"11978";"31366";"MONTBRUN-LAURAGAIS";"566";;"31";"76";"MONTBRUN LAURAGAIS";"MONTBRUN LAURAGAIS";"31450";
"11979";"31367";"MONTCLAR-DE-COMMINGES";"87";;"31";"76";"MONTCLAR DE COMMINGES";"MONTCLAR DE COMMINGES";"31220";
"11980";"31368";"MONTCLAR-LAURAGAIS";"204";;"31";"76";"MONTCLAR LAURAGAIS";"MONTCLAR LAURAGAIS";"31290";
"11981";"31369";"MONT-DE-GALIE";"35";;"31";"76";"MONT DE GALIE";"MONT DE GALIE";"31510";
"11982";"31370";"MONTEGUT-BOURJAC";"129";;"31";"76";"MONTEGUT BOURJAC";"MONTEGUT BOURJAC";"31430";
"11983";"31371";"MONTEGUT-LAURAGAIS";"473";;"31";"76";"MONTEGUT LAURAGAIS";"MONTEGUT LAURAGAIS";"31540";
"11984";"31372";"MONTESPAN";"444";;"31";"76";"MONTESPAN";"MONTESPAN";"31260";
"11985";"31373";"MONTESQUIEU-GUITTAUT";"177";;"31";"76";"MONTESQUIEU GUITTAUT";"MONTESQUIEU GUITTAUT";"31230";
"11986";"31374";"MONTESQUIEU-LAURAGAIS";"922";;"31";"76";"MONTESQUIEU LAURAGAIS";"MONTESQUIEU LAURAGAIS";"31450";
"11987";"31375";"MONTESQUIEU-VOLVESTRE";"3158";;"31";"76";"MONTESQUIEU VOLVESTRE";"MONTESQUIEU VOLVESTRE";"31310";
"11988";"31376";"MONTGAILLARD-DE-SALIES";"100";"3102";"31";"76";"MONTGAILLARD DE SALIES";"MONTGAILLARD DE SALIES";"31260";
"11989";"31377";"MONTGAILLARD-LAURAGAIS";"642";;"31";"76";"MONTGAILLARD LAURAGAIS";"MONTGAILLARD LAURAGAIS";"31290";
"11990";"31378";"MONTGAILLARD-SUR-SAVE";"76";;"31";"76";"MONTGAILLARD SUR SAVE";"MONTGAILLARD SUR SAVE";"31350";
"11991";"31379";"MONTGAZIN";"165";;"31";"76";"MONTGAZIN";"MONTGAZIN";"31410";
"11992";"31380";"MONTGEARD";"455";;"31";"76";"MONTGEARD";"MONTGEARD";"31560";
"11993";"31381";"MONTGISCARD";"2119";;"31";"76";"MONTGISCARD";"MONTGISCARD";"31450";
"11994";"31382";"MONTGRAS";"95";;"31";"76";"MONTGRAS";"MONTGRAS";"31370";
"11995";"31383";"MONTJOIRE";"1249";;"31";"76";"MONTJOIRE";"MONTJOIRE";"31380";
"11996";"31384";"MONTLAUR";"1185";;"31";"76";"MONTLAUR";"MONTLAUR";"31450";
"11997";"31385";"MONTMAURIN";"231";;"31";"76";"MONTMAURIN";"MONTMAURIN";"31350";
"11998";"31386";"MONTOULIEU-SAINT-BERNARD";"194";;"31";"76";"MONTOULIEU ST BERNARD";"MONTOULIEU ST BERNARD";"31420";
"11999";"31387";"MONTOUSSIN";"127";;"31";"76";"MONTOUSSIN";"MONTOUSSIN";"31430";
"12000";"31388";"MONTPITOL";"409";;"31";"76";"MONTPITOL";"MONTPITOL";"31380";
"12001";"31389";"MONTRABE";"3815";;"31";"76";"MONTRABE";"MONTRABE";"31850";
"12002";"31390";"MONTREJEAU";"2834";;"31";"76";"MONTREJEAU";"MONTREJEAU";"31210";
"12003";"31391";"MONTSAUNES";"430";;"31";"76";"MONTSAUNES";"MONTSAUNES";"31260";
"12004";"31392";"MOURVILLES-BASSES";"74";;"31";"76";"MOURVILLES BASSES";"MOURVILLES BASSES";"31460";
"12005";"31393";"MOURVILLES-HAUTES";"166";;"31";"76";"MOURVILLES HAUTES";"MOURVILLES HAUTES";"31540";
"12006";"31394";"MOUSTAJON";"171";;"31";"76";"MOUSTAJON";"MOUSTAJON";"31110";
"12007";"31395";"MURET";"24492";;"31";"76";"MURET";"MURET";"31600";
"12008";"31396";"NAILLOUX";"3364";;"31";"76";"NAILLOUX";"NAILLOUX";"31560";
"12009";"31397";"NENIGAN";"57";;"31";"76";"NENIGAN";"NENIGAN";"31350";
"12010";"31398";"NIZAN-GESSE";"83";;"31";"76";"NIZAN GESSE";"NIZAN GESSE";"31350";
"12011";"31399";"NOE";"2739";;"31";"76";"NOE";"NOE";"31410";
"12012";"31400";"NOGARET";"73";;"31";"76";"NOGARET";"NOGARET";"31540";
"12013";"31401";"NOUEILLES";"359";;"31";"76";"NOUEILLES";"NOUEILLES";"31450";
"12014";"31402";"ODARS";"760";;"31";"76";"ODARS";"ODARS";"31450";
"12015";"31403";"ONDES";"706";;"31";"76";"ONDES";"ONDES";"31330";
"12016";"31404";"OO";"106";;"31";"76";"OO";"OO";"31110";
"12017";"31405";"ORE";"123";;"31";"76";"ORE";"ORE";"31510";
"12018";"31406";"PALAMINY";"808";;"31";"76";"PALAMINY";"PALAMINY";"31220";
"12019";"31407";"PAULHAC";"1169";;"31";"76";"PAULHAC";"PAULHAC";"31380";
"12020";"31408";"PAYSSOUS";"90";;"31";"76";"PAYSSOUS";"PAYSSOUS";"31510";
"12021";"31409";"PECHABOU";"1962";;"31";"76";"PECHABOU";"PECHABOU";"31320";
"12022";"31410";"PECHBONNIEU";"4147";;"31";"76";"PECHBONNIEU";"PECHBONNIEU";"31140";
"12023";"31411";"PECHBUSQUE";"834";;"31";"76";"PECHBUSQUE";"PECHBUSQUE";"31320";
"12024";"31412";"PEGUILHAN";"244";;"31";"76";"PEGUILHAN";"PEGUILHAN";"31350";
"12025";"31413";"PELLEPORT";"531";"3108";"31";"76";"PELLEPORT";"PELLEPORT";"31480";
"12026";"31414";"PEYRISSAS";"85";;"31";"76";"PEYRISSAS";"PEYRISSAS";"31420";
"12027";"31415";"PEYROUZET";"93";;"31";"76";"PEYROUZET";"PEYROUZET";"31420";
"12028";"31416";"PEYSSIES";"535";;"31";"76";"PEYSSIES";"PEYSSIES";"31390";
"12029";"31417";"PIBRAC";"8272";;"31";"76";"PIBRAC";"PIBRAC";"31820";
"12030";"31418";"PIN-BALMA";"968";;"31";"76";"PIN BALMA";"PIN BALMA";"31130";
"12031";"31419";"LE PIN-MURELET";"171";;"31";"76";"LE PIN MURELET";"LE PIN MURELET";"31370";
"12032";"31420";"PINSAGUEL";"2682";;"31";"76";"PINSAGUEL";"PINSAGUEL";"31120";
"12033";"31421";"PINS-JUSTARET";"4541";;"31";"76";"PINS JUSTARET";"PINS JUSTARET";"31860";
"12034";"31422";"PLAGNE";"94";;"31";"76";"PLAGNE";"PLAGNE";"31220";
"12035";"31423";"PLAGNOLE";"287";;"31";"76";"PLAGNOLE";"PLAGNOLE";"31370";
"12036";"31424";"PLAISANCE-DU-TOUCH";"16616";;"31";"76";"PLAISANCE DU TOUCH";"PLAISANCE DU TOUCH";"31830";
"12037";"31425";"LE PLAN";"490";"3106";"31";"76";"LE PLAN";"LE PLAN";"31220";
"12038";"31426";"POINTIS-DE-RIVIERE";"851";;"31";"76";"POINTIS DE RIVIERE";"POINTIS DE RIVIERE";"31210";
"12039";"31427";"POINTIS-INARD";"854";;"31";"76";"POINTIS INARD";"POINTIS INARD";"31800";
"12040";"31428";"POLASTRON";"60";;"31";"76";"POLASTRON";"POLASTRON";"31430";
"12041";"31429";"POMPERTUZAT";"2064";;"31";"76";"POMPERTUZAT";"POMPERTUZAT";"31450";
"12042";"31430";"PONLAT-TAILLEBOURG";"581";;"31";"76";"PONLAT TAILLEBOURG";"PONLAT TAILLEBOURG";"31210";
"12043";"31431";"PORTET-D'ASPET";"70";;"31";"76";"PORTET D ASPET";"PORTET D ASPET";"31160";
"12044";"31432";"PORTET-DE-LUCHON";"34";;"31";"76";"PORTET DE LUCHON";"PORTET DE LUCHON";"31110";
"12045";"31433";"PORTET-SUR-GARONNE";"9406";;"31";"76";"PORTET SUR GARONNE";"PORTET SUR GARONNE";"31120";
"12046";"31434";"POUBEAU";"73";;"31";"76";"POUBEAU";"POUBEAU";"31110";
"12047";"31435";"POUCHARRAMET";"843";;"31";"76";"POUCHARRAMET";"POUCHARRAMET";"31370";
"12048";"31436";"POUY-DE-TOUGES";"377";;"31";"76";"POUY DE TOUGES";"POUY DE TOUGES";"31430";
"12049";"31437";"POUZE";"92";;"31";"76";"POUZE";"POUZE";"31450";
"12050";"31438";"PRADERE-LES-BOURGUETS";"215";;"31";"76";"PRADERE LES BOURGUETS";"PRADERE LES BOURGUETS";"31530";
"12051";"31439";"PRESERVILLE";"690";;"31";"76";"PRESERVILLE";"PRESERVILLE";"31570";
"12052";"31440";"PROUPIARY";"71";"3102";"31";"76";"PROUPIARY";"PROUPIARY";"31360";
"12053";"31441";"PRUNET";"142";;"31";"76";"PRUNET";"PRUNET";"31460";
"12054";"31442";"PUYDANIEL";"436";;"31";"76";"PUYDANIEL";"PUYDANIEL";"31190";
"12055";"31443";"PUYMAURIN";"302";;"31";"76";"PUYMAURIN";"PUYMAURIN";"31230";
"12056";"31444";"PUYSSEGUR";"133";;"31";"76";"PUYSSEGUR";"PUYSSEGUR";"31480";
"12057";"31445";"QUINT-FONSEGRIVES";"5052";;"31";"76";"QUINT FONSEGRIVES";"QUINT FONSEGRIVES";"31130";
"12058";"31446";"RAMONVILLE-SAINT-AGNE";"12610";"3125";"31";"76";"RAMONVILLE ST AGNE";"RAMONVILLE ST AGNE";"31520";
"12059";"31447";"RAZECUEILLE";"40";;"31";"76";"RAZECUEILLE";"RAZECUEILLE";"31160";
"12060";"31448";"REBIGUE";"507";;"31";"76";"REBIGUE";"REBIGUE";"31320";
"12061";"31449";"REGADES";"133";"3114";"31";"76";"REGADES";"REGADES";"31800";
"12062";"31450";"RENNEVILLE";"520";;"31";"76";"RENNEVILLE";"RENNEVILLE";"31290";
"12063";"31451";"REVEL";"9341";;"31";"76";"REVEL";"REVEL";"31250";
"12064";"31452";"RIEUCAZE";"48";;"31";"76";"RIEUCAZE";"RIEUCAZE";"31800";
"12065";"31453";"RIEUMAJOU";"141";;"31";"76";"RIEUMAJOU";"RIEUMAJOU";"31290";
"12066";"31454";"RIEUMES";"3432";;"31";"76";"RIEUMES";"RIEUMES";"31370";
"12067";"31455";"RIEUX-VOLVESTRE";"2595";;"31";"76";"RIEUX VOLVESTRE";"RIEUX VOLVESTRE";"31310";
"12068";"31456";"RIOLAS";"49";;"31";"76";"RIOLAS";"RIOLAS";"31230";
"12069";"31457";"ROQUEFORT-SUR-GARONNE";"789";;"31";"76";"ROQUEFORT SUR GARONNE";"ROQUEFORT SUR GARONNE";"31360";
"12070";"31458";"ROQUES";"4087";;"31";"76";"ROQUES";"ROQUES";"31120";
"12071";"31459";"ROQUESERIERE";"720";;"31";"76";"ROQUESERIERE";"ROQUESERIERE";"31380";
"12072";"31460";"ROQUETTES";"4193";;"31";"76";"ROQUETTES";"ROQUETTES";"31120";
"12073";"31461";"ROUEDE";"285";;"31";"76";"ROUEDE";"ROUEDE";"31160";
"12074";"31462";"ROUFFIAC-TOLOSAN";"1849";;"31";"76";"ROUFFIAC TOLOSAN";"ROUFFIAC TOLOSAN";"31180";
"12075";"31463";"ROUMENS";"260";;"31";"76";"ROUMENS";"ROUMENS";"31540";
"12076";"31464";"SABONNERES";"299";;"31";"76";"SABONNERES";"SABONNERES";"31370";
"12077";"31465";"SACCOURVIELLE";"14";;"31";"76";"SACCOURVIELLE";"SACCOURVIELLE";"31110";
"12078";"31466";"SAIGUEDE";"785";;"31";"76";"SAIGUEDE";"SAIGUEDE";"31470";
