"importId";"code";"department.code";"artmin";"name";"inhabitantsNbr "
"471";"1443";"14";;"CAEN  7E  CANTON";"00000000"
"472";"1444";"14";;"CAEN  8E  CANTON";"00000000"
"473";"1446";"14";;"CAEN 10E  CANTON";"00000000"
"474";"1447";"14";;"CABOURG";"00000000"
"475";"1448";"14";;"OUISTREHAM";"00000000"
"476";"1449";"14";;"LISIEUX  3E  CANTON";"00000000"
"477";"1501";"15";;"ALLANCHE";"00000000"
"478";"1503";"15";;"AURILLAC  2E  CANTON";"00000000"
"479";"1504";"15";;"CHAMPS-SUR-TARENTAINE-MARCHAL";"00000000"
"480";"1505";"15";;"CHAUDES-AIGUES";"00000000"
"481";"1506";"15";;"CONDAT";"00000000"
"482";"1507";"15";;"LAROQUEBROU";"00000000"
"483";"1508";"15";;"MASSIAC";"00000000"
"484";"1509";"15";;"MAURIAC";"00000000"
"485";"1510";"15";;"MAURS";"00000000"
"486";"1511";"15";;"MONTSALVY";"00000000"
"487";"1512";"15";;"MURAT";"00000000"
"488";"1513";"15";;"PIERREFORT";"00000000"
"489";"1514";"15";;"PLEAUX";"00000000"
"490";"1515";"15";;"RIOM-ES-MONTAGNES";"00000000"
"491";"1516";"15";;"RUYNES-EN-MARGERIDE";"00000000"
"492";"1517";"15";;"SAIGNES";"00000000"
"493";"1518";"15";;"SAINT-CERNIN";"00000000"
"494";"1519";"15";;"SAINT-FLOUR-NORD";"00000000"
"495";"1520";"15";;"SAINT-FLOUR-SUD";"00000000"
"496";"1521";"15";;"SAINT-MAMET-LA-SALVETAT";"00000000"
"497";"1522";"15";;"SALERS";"00000000"
"498";"1523";"15";;"VIC-SUR-CERE";"00000000"
"499";"1525";"15";;"AURILLAC  4E  CANTON";"00000000"
"500";"1526";"15";;"ARPAJON-SUR-CERE";"00000000"
"501";"1527";"15";;"JUSSAC";"00000000"
"502";"1601";"16";;"AIGRE";"00004819"
"503";"1604";"16";;"AUBETERRE-SUR-DRONNE";"00003293"
"504";"1605";"16";;"BAIGNES-SAINTE-RADEGONDE";"00004122"
"505";"1606";"16";;"BARBEZIEUX-SAINT-HILAIRE";"00009744"
"506";"1607";"16";;"BLANZAC-PORCHERESSE";"00008080"
"507";"1608";"16";;"BROSSAC";"00002325"
"508";"1609";"16";;"CHABANAIS";"00007930"
"509";"1610";"16";;"CHALAIS";"00004623"
"510";"1611";"16";;"CHAMPAGNE-MOUTON";"00002647"
"511";"1612";"16";;"CHATEAUNEUF-SUR-CHARENTE";"00007827"
"512";"1613";"16";;"COGNAC-NORD";"00015999"
"513";"1614";"16";;"CONFOLENS-NORD";"00004590"
"514";"1615";"16";;"CONFOLENS-SUD";"00006613"
"515";"1616";"16";;"HIERSAC";"00011718"
"516";"1617";"16";;"JARNAC";"00012599"
"517";"1618";"16";;"MANSLE";"00008764"
"518";"1619";"16";;"MONTBRON";"00006935"
"519";"1620";"16";;"MONTEMBOEUF";"00003879"
"520";"1621";"16";;"MONTMOREAU-SAINT-CYBARD";"00004721"
"521";"1622";"16";"(LA)";"ROCHEFOUCAULD";"00018467"
"522";"1623";"16";;"ROUILLAC";"00007342"
"523";"1624";"16";;"RUFFEC";"00008742"
"524";"1625";"16";;"SAINT-AMANT-DE-BOIXE";"00008782"
"525";"1626";"16";;"SAINT-CLAUD";"00010997"
"526";"1627";"16";;"SEGONZAC";"00012142"
"527";"1628";"16";;"VILLEBOIS-LAVALETTE";"00007496"
"528";"1629";"16";;"VILLEFAGNAN";"00005670"
"529";"1630";"16";"(LA)";"COURONNE";"00023570"
"530";"1631";"16";;"RUELLE-SUR-TOUVRE";"00019017"
"531";"1632";"16";;"SOYAUX";"00015088"
"532";"1633";"16";;"COGNAC-SUD";"00019074"
"533";"1635";"16";;"GOND-PONTOUVRE";"00019251"
"534";"1701";"17";;"AIGREFEUILLE-D'AUNIS";"00012866"
"535";"1702";"17";;"ARCHIAC";"00006369"
"536";"1703";"17";;"ARS-EN-RE";"00004640"
"537";"1704";"17";;"AULNAY";"00006559"
"538";"1705";"17";;"BURIE";"00006847"
"539";"1706";"17";"(LE)";"CHATEAU-D'OLERON";"00009570"
"540";"1707";"17";;"COURCON";"00012183"
"541";"1708";"17";;"COZES";"00011507"
"542";"1709";"17";;"GEMOZAC";"00012410"
"543";"1710";"17";"(LA)";"JARRIE";"00021404"
"544";"1711";"17";;"JONZAC";"00010259"
"545";"1712";"17";;"LOULAY";"00004922"
"546";"1713";"17";;"MARANS";"00011809"
"547";"1714";"17";;"MARENNES";"00014170"
"548";"1715";"17";;"MATHA";"00009491"
"549";"1716";"17";;"MIRAMBEAU";"00007467"
"550";"1717";"17";;"MONTENDRE";"00006516"
"551";"1718";"17";;"MONTGUYON";"00009464"
"552";"1719";"17";;"MONTLIEU-LA-GARDE";"00006443"
"553";"1720";"17";;"PONS";"00012232"
"554";"1721";"17";;"ROCHEFORT-NORD";"00013284"
"555";"1725";"17";;"ROYAN-EST";"00018075"
"556";"1726";"17";;"SAINT-AGNANT";"00014261"
"557";"1727";"17";;"SAINT-GENIS-DE-SAINTONGE";"00007604"
"558";"1728";"17";;"SAINT-HILAIRE-DE-VILLEFRANCHE";"00004528"
"559";"1729";"17";;"SAINT-JEAN-D'ANGELY";"00016353"
"560";"1730";"17";;"SAINT-MARTIN-DE-RE";"00013156"
"561";"1731";"17";;"SAINT-PIERRE-D'OLERON";"00011672"
"562";"1732";"17";;"SAINT-PORCHAIRE";"00013148"
"563";"1733";"17";;"SAINT-SAVINIEN";"00007053"
"564";"1734";"17";;"SAINTES-NORD";"00016234"
"565";"1735";"17";;"SAINTES-OUEST";"00016968"
"566";"1736";"17";;"SAUJON";"00017713"
"567";"1737";"17";;"SURGERES";"00014642"
"568";"1738";"17";;"TONNAY-BOUTONNE";"00003202"
"569";"1739";"17";;"TONNAY-CHARENTE";"00013455"
"570";"1740";"17";"(LA)";"TREMBLADE";"00013864"
"571";"1743";"17";;"ROYAN-OUEST";"00019913"
"572";"1744";"17";"(LA)";"ROCHELLE  5E  CANTON";"00017920"
"573";"1746";"17";;"AYTRE";"00018460"
"574";"1749";"17";"(LA)";"ROCHELLE  8E  CANTON";"00015443"
"575";"1750";"17";"(LA)";"ROCHELLE  9E  CANTON";"00017140"
"576";"1751";"17";;"SAINTES-EST";"00014113"
"577";"1801";"18";"(LES)";"AIX-D'ANGILLON";"00000000"
"578";"1802";"18";;"ARGENT-SUR-SAULDRE";"00000000"
"579";"1803";"18";;"AUBIGNY-SUR-NERE";"00000000"
"580";"1804";"18";;"BAUGY";"00000000"
"581";"1806";"18";"(LA)";"CHAPELLE-D'ANGILLON";"00000000"
"582";"1807";"18";;"CHARENTON-DU-CHER";"00000000"
"583";"1808";"18";;"CHAROST";"00000000"
"584";"1809";"18";;"CHATEAUMEILLANT";"00000000"
"585";"1810";"18";;"CHATEAUNEUF-SUR-CHER";"00000000"
"586";"1811";"18";"(LE)";"CHATELET";"00000000"
"587";"1812";"18";;"DUN-SUR-AURON";"00000000"
"588";"1813";"18";;"GRACAY";"00000000"
"589";"1814";"18";"(LA)";"GUERCHE-SUR-L'AUBOIS";"00000000"
"590";"1815";"18";;"HENRICHEMONT";"00000000"
"591";"1816";"18";;"LERE";"00000000"
"592";"1817";"18";;"LEVET";"00000000"
"593";"1818";"18";;"LIGNIERES";"00000000"
"594";"1819";"18";;"LURY-SUR-ARNON";"00000000"
"595";"1820";"18";;"MEHUN-SUR-YEVRE";"00000000"
"596";"1821";"18";;"NERONDES";"00000000"
"597";"1822";"18";;"SAINT-AMAND-MONTROND";"00000000"
"598";"1823";"18";;"SAINT-MARTIN-D'AUXIGNY";"00000000"
"599";"1824";"18";;"SANCERGUES";"00000000"
"600";"1825";"18";;"SANCERRE";"00000000"
"601";"1826";"18";;"SANCOINS";"00000000"
"602";"1827";"18";;"SAULZAIS-LE-POTIER";"00000000"
"603";"1828";"18";;"VAILLY-SUR-SAULDRE";"00000000"
"604";"1830";"18";;"VIERZON  2E  CANTON";"00000000"
"605";"1835";"18";;"SAINT-DOULCHARD";"00000000"
"606";"1901";"19";;"ARGENTAT";"00000000"
"607";"1902";"19";;"AYEN";"00000000"
"608";"1903";"19";;"BEAULIEU-SUR-DORDOGNE";"00000000"
"609";"1904";"19";;"BEYNAT";"00000000"
"610";"1905";"19";;"BORT-LES-ORGUES";"00000000"
"611";"1907";"19";;"BUGEAT";"00000000"
"612";"1908";"19";;"CORREZE";"00000000"
"613";"1909";"19";;"DONZENAC";"00000000"
"614";"1910";"19";;"EGLETONS";"00000000"
"615";"1911";"19";;"EYGURANDE";"00000000"
"616";"1912";"19";;"JUILLAC";"00000000"
"617";"1913";"19";;"LAPLEAU";"00000000"
"618";"1914";"19";;"LARCHE";"00000000"
"619";"1915";"19";;"LUBERSAC";"00000000"
"620";"1916";"19";;"MERCOEUR";"00000000"
"621";"1917";"19";;"MEYMAC";"00000000"
"622";"1918";"19";;"MEYSSAC";"00000000"
"623";"1919";"19";;"NEUVIC";"00000000"
"624";"1920";"19";"(LA)";"ROCHE-CANILLAC";"00000000"
"625";"1921";"19";;"SAINT-PRIVAT";"00000000"
"626";"1922";"19";;"SEILHAC";"00000000"
"627";"1923";"19";;"SORNAC";"00000000"
"628";"1924";"19";;"TREIGNAC";"00000000"
"629";"1927";"19";;"USSEL-EST";"00000000"
"630";"1928";"19";;"UZERCHE";"00000000"
"631";"1929";"19";;"VIGEOIS";"00000000"
"632";"1930";"19";;"BRIVE-LA-GAILLARDE-SUD-EST";"00000000"
"633";"1933";"19";;"BRIVE-LA-GAILLARDE-SUD-OUEST";"00000000"
"634";"1934";"19";;"MALEMORT-SUR-CORREZE";"00000000"
"635";"1935";"19";;"TULLE-CAMPAGNE-NORD";"00000000"
"636";"1936";"19";;"TULLE-CAMPAGNE-SUD";"00000000"
"637";"1937";"19";;"USSEL-OUEST";"00000000"
"638";"2101";"21";;"AIGNAY-LE-DUC";"00000000"
"639";"2102";"21";;"ARNAY-LE-DUC";"00000000"
"640";"2103";"21";;"AUXONNE";"00000000"
"641";"2104";"21";;"BAIGNEUX-LES-JUIFS";"00000000"
"642";"2105";"21";;"BEAUNE-NORD";"00000000"
"643";"2106";"21";;"BEAUNE-SUD";"00000000"
"644";"2107";"21";;"BLIGNY-SUR-OUCHE";"00000000"
"645";"2108";"21";;"CHATILLON-SUR-SEINE";"00000000"
"646";"2109";"21";;"DIJON  1ER CANTON";"00000000"
"647";"2110";"21";;"DIJON  2E  CANTON";"00000000"
"648";"2113";"21";;"FONTAINE-FRANCAISE";"00000000"
"649";"2114";"21";;"GENLIS";"00000000"
"650";"2115";"21";;"GEVREY-CHAMBERTIN";"00000000"
"651";"2116";"21";;"GRANCEY-LE-CHATEAU-NEUVELLE";"00000000"
"652";"2117";"21";;"IS-SUR-TILLE";"00000000"
"653";"2118";"21";;"LAIGNES";"00000000"
"654";"2119";"21";;"LIERNAIS";"00000000"
"655";"2120";"21";;"MIREBEAU-SUR-BEZE";"00000000"
"656";"2121";"21";;"MONTBARD";"00000000"
"657";"2122";"21";;"MONTIGNY-SUR-AUBE";"00000000"
"658";"2123";"21";;"NOLAY";"00000000"
"659";"2124";"21";;"NUITS-SAINT-GEORGES";"00000000"
"660";"2125";"21";;"PONTAILLER-SUR-SAONE";"00000000"
"661";"2126";"21";;"POUILLY-EN-AUXOIS";"00000000"
"662";"2127";"21";;"PRECY-SOUS-THIL";"00000000"
"663";"2128";"21";;"RECEY-SUR-OURCE";"00000000"
"664";"2129";"21";;"SAINT-JEAN-DE-LOSNE";"00000000"
"665";"2130";"21";;"SAINT-SEINE-L'ABBAYE";"00000000"
"666";"2131";"21";;"SAULIEU";"00000000"
"667";"2132";"21";;"SELONGEY";"00000000"
"668";"2133";"21";;"SEMUR-EN-AUXOIS";"00000000"
"669";"2134";"21";;"SEURRE";"00000000"
"670";"2135";"21";;"SOMBERNON";"00000000"
"671";"2136";"21";;"VENAREY-LES-LAUMES";"00000000"
"672";"2137";"21";;"VITTEAUX";"00000000"
"673";"2138";"21";;"CHENOVE";"00000000"
"674";"2139";"21";;"DIJON  5E  CANTON";"00000000"
"675";"2143";"21";;"FONTAINE-LES-DIJON";"00000000"
"676";"2201";"22";;"BEGARD";"00000000"
"677";"2202";"22";;"BELLE-ISLE-EN-TERRE";"00000000"
"678";"2203";"22";;"BOURBRIAC";"00000000"
"679";"2204";"22";;"BROONS";"00000000"
"680";"2205";"22";;"CALLAC";"00000000"
"681";"2206";"22";;"CAULNES";"00000000"
"682";"2207";"22";;"CHATELAUDREN";"00000000"
"683";"2208";"22";"(LA)";"CHEZE";"00000000"
"684";"2209";"22";;"COLLINEE";"00000000"
"685";"2210";"22";;"CORLAY";"00000000"
"686";"2211";"22";;"DINAN-EST";"00000000"
"687";"2212";"22";;"DINAN-OUEST";"00000000"
"688";"2213";"22";;"ETABLES-SUR-MER";"00000000"
"689";"2214";"22";;"EVRAN";"00000000"
"690";"2215";"22";;"GOUAREC";"00000000"
"691";"2216";"22";;"GUINGAMP";"00000000"
"692";"2217";"22";;"JUGON-LES-LACS";"00000000"
"693";"2218";"22";;"LAMBALLE";"00000000"
"694";"2219";"22";;"LANNION";"00000000"
"695";"2220";"22";;"LANVOLLON";"00000000"
"696";"2221";"22";;"LEZARDRIEUX";"00000000"
"697";"2222";"22";;"LOUDEAC";"00000000"
"698";"2223";"22";;"MAEL-CARHAIX";"00000000"
"699";"2224";"22";;"MATIGNON";"00000000"
"700";"2225";"22";;"MERDRIGNAC";"00000000"
"701";"2226";"22";;"MONCONTOUR";"00000000"
"702";"2227";"22";;"MUR-DE-BRETAGNE";"00000000"
"703";"2228";"22";;"PAIMPOL";"00000000"
"704";"2229";"22";;"PERROS-GUIREC";"00000000"
"705";"2230";"22";;"PLANCOET";"00000000"
"706";"2231";"22";;"PLELAN-LE-PETIT";"00000000"
"707";"2232";"22";;"PLENEUF-VAL-ANDRE";"00000000"
"708";"2233";"22";;"PLESTIN-LES-GREVES";"00000000"
"709";"2234";"22";;"PLOEUC-SUR-LIE";"00000000"
"710";"2235";"22";;"PLOUAGAT";"00000000"
"711";"2236";"22";;"PLOUARET";"00000000"
"712";"2237";"22";;"PLOUBALAY";"00000000"
"713";"2238";"22";;"PLOUGUENAST";"00000000"
"714";"2239";"22";;"PLOUHA";"00000000"
"715";"2240";"22";;"PONTRIEUX";"00000000"
"716";"2241";"22";;"QUINTIN";"00000000"
"717";"2242";"22";"(LA)";"ROCHE-DERRIEN";"00000000"
"718";"2243";"22";;"ROSTRENEN";"00000000"
"719";"2246";"22";;"SAINT-NICOLAS-DU-PELEM";"00000000"
"720";"2247";"22";;"TREGUIER";"00000000"
"721";"2248";"22";;"UZEL";"00000000"
"722";"2249";"22";;"LANGUEUX";"00000000"
"723";"2250";"22";;"PLERIN";"00000000"
"724";"2251";"22";;"PLOUFRAGAN";"00000000"
"725";"2301";"23";;"AHUN";"00000000"
"726";"2302";"23";;"AUBUSSON";"00000000"
"727";"2303";"23";;"AUZANCES";"00000000"
"728";"2304";"23";;"BELLEGARDE-EN-MARCHE";"00000000"
"729";"2305";"23";;"BENEVENT-L'ABBAYE";"00000000"
"730";"2306";"23";;"BONNAT";"00000000"
"731";"2307";"23";;"BOURGANEUF";"00000000"
"732";"2308";"23";;"BOUSSAC";"00000000"
"733";"2309";"23";;"CHAMBON-SUR-VOUEIZE";"00000000"
"734";"2310";"23";;"CHATELUS-MALVALEIX";"00000000"
"735";"2311";"23";;"CHENERAILLES";"00000000"
"736";"2312";"23";"(LA)";"COURTINE";"00000000"
"737";"2313";"23";;"CROCQ";"00000000"
"738";"2314";"23";;"DUN-LE-PALESTEL";"00000000"
"739";"2315";"23";;"EVAUX-LES-BAINS";"00000000"
"740";"2316";"23";;"FELLETIN";"00000000"
"741";"2317";"23";;"GENTIOUX-PIGEROLLES";"00000000"
"742";"2318";"23";"(LE)";"GRAND-BOURG";"00000000"
"743";"2319";"23";;"GUERET-NORD";"00000000"
"744";"2320";"23";;"JARNAGES";"00000000"
"745";"2321";"23";;"PONTARION";"00000000"
"746";"2322";"23";;"ROYERE-DE-VASSIVIERE";"00000000"
"747";"2323";"23";;"SAINT-SULPICE-LES-CHAMPS";"00000000"
"748";"2324";"23";;"SAINT-VAURY";"00000000"
"749";"2325";"23";"(LA)";"SOUTERRAINE";"00000000"
"750";"2326";"23";;"GUERET-SUD-EST";"00000000"
"751";"2327";"23";;"GUERET-SUD-OUEST";"00000000"
"752";"2401";"24";;"BEAUMONT-DU-PERIGORD";"00000000"
"753";"2402";"24";;"BELVES";"00000000"
"754";"2404";"24";;"BRANTOME";"00000000"
"755";"2405";"24";"(LE)";"BUGUE";"00000000"
"756";"2406";"24";;"BUSSIERE-BADIL";"00000000"
"757";"2407";"24";"(LE)";"BUISSON-DE-CADOUIN";"00000000"
"758";"2408";"24";;"CARLUX";"00000000"
"759";"2409";"24";;"CHAMPAGNAC-DE-BELAIR";"00000000"
"760";"2410";"24";;"DOMME";"00000000"
"761";"2411";"24";;"EXCIDEUIL";"00000000"
"762";"2412";"24";;"EYMET";"00000000"
"763";"2413";"24";;"HAUTEFORT";"00000000"
"764";"2414";"24";;"ISSIGEAC";"00000000"
"765";"2415";"24";;"JUMILHAC-LE-GRAND";"00000000"
"766";"2416";"24";"(LA)";"FORCE";"00000000"
"767";"2417";"24";;"LALINDE";"00000000"
"768";"2418";"24";;"LANOUAILLE";"00000000"
"769";"2419";"24";;"MAREUIL";"00000000"
"770";"2420";"24";;"MONPAZIER";"00000000"
"771";"2421";"24";;"MONTAGRIER";"00000000"
"772";"2422";"24";;"MONTIGNAC";"00000000"
"773";"2423";"24";;"MONTPON-MENESTEROL";"00000000"
"774";"2424";"24";;"MUSSIDAN";"00000000"
"775";"2425";"24";;"NEUVIC";"00000000"
"776";"2426";"24";;"NONTRON";"00000000"
"777";"2428";"24";;"RIBERAC";"00000000"
"778";"2429";"24";;"SAINTE-ALVERE";"00000000"
"779";"2430";"24";;"SAINT-ASTIER";"00000000"
"780";"2431";"24";;"SAINT-AULAYE";"00000000"
"781";"2432";"24";;"SAINT-CYPRIEN";"00000000"
"782";"2433";"24";;"SAINT-PARDOUX-LA-RIVIERE";"00000000"
"783";"2434";"24";;"SAINT-PIERRE-DE-CHIGNAC";"00000000"
"784";"2435";"24";;"SALIGNAC-EYVIGUES";"00000000"
"785";"2436";"24";;"SARLAT-LA-CANEDA";"00000000"
"786";"2437";"24";;"SAVIGNAC-LES-EGLISES";"00000000"
"787";"2438";"24";;"SIGOULES";"00000000"
"788";"2439";"24";;"TERRASSON-LAVILLEDIEU";"00000000"
"789";"2440";"24";;"THENON";"00000000"
"790";"2441";"24";;"THIVIERS";"00000000"
"791";"2442";"24";;"VELINES";"00000000"
"792";"2443";"24";;"VERGT";"00000000"
"793";"2444";"24";;"VERTEILLAC";"00000000"
"794";"2445";"24";;"VILLAMBLARD";"00000000"
"795";"2446";"24";;"VILLEFRANCHE-DE-LONCHAT";"00000000"
"796";"2447";"24";;"VILLEFRANCHE-DU-PERIGORD";"00000000"
"797";"2448";"24";;"BERGERAC  2E  CANTON";"00000000"
"798";"2449";"24";;"PERIGUEUX-NORD-EST";"00000000"
"799";"2450";"24";;"PERIGUEUX-OUEST";"00000000"
"800";"2501";"25";;"AMANCEY";"00000000"
"801";"2502";"25";;"AUDEUX";"00000000"
"802";"2503";"25";;"AUDINCOURT";"00000000"
"803";"2504";"25";;"BAUME-LES-DAMES";"00000000"
"804";"2506";"25";;"BESANCON-SUD";"00000000"
"805";"2507";"25";;"BOUSSIERES";"00000000"
"806";"2508";"25";;"CLERVAL";"00000000"
"807";"2509";"25";;"HERIMONCOURT";"00000000"
"808";"2510";"25";"(L')";"ISLE-SUR-LE-DOUBS";"00000000"
"809";"2511";"25";;"LEVIER";"00000000"
"810";"2512";"25";;"MAICHE";"00000000"
"811";"2513";"25";;"MARCHAUX";"00000000"
"812";"2514";"25";;"MONTBELIARD-EST";"00000000"
"813";"2515";"25";;"MONTBENOIT";"00000000"
"814";"2516";"25";;"MORTEAU";"00000000"
"815";"2517";"25";;"MOUTHE";"00000000"
"816";"2518";"25";;"ORNANS";"00000000"
"817";"2519";"25";;"PIERREFONTAINE-LES-VARANS";"00000000"
"818";"2520";"25";;"PONTARLIER";"00000000"
"819";"2521";"25";;"PONT-DE-ROIDE";"00000000"
"820";"2522";"25";;"QUINGEY";"00000000"
"821";"2523";"25";;"ROUGEMONT";"00000000"
"822";"2524";"25";;"ROULANS";"00000000"
"823";"2525";"25";"(LE)";"RUSSEY";"00000000"
"824";"2526";"25";;"SAINT-HIPPOLYTE";"00000000"
"825";"2527";"25";;"VERCEL-VILLEDIEU-LE-CAMP";"00000000"
"826";"2528";"25";;"BESANCON-EST";"00000000"
"827";"2530";"25";;"MONTBELIARD-OUEST";"00000000"
"828";"2531";"25";;"SOCHAUX-GRAND-CHARMONT";"00000000"
"829";"2534";"25";;"ETUPES";"00000000"
"830";"2535";"25";;"VALENTIGNEY";"00000000"
"831";"2601";"26";;"BOURDEAUX";"00000000"
"832";"2602";"26";;"BOURG-DE-PEAGE";"00000000"
"833";"2603";"26";;"BUIS-LES-BARONNIES";"00000000"
"834";"2604";"26";;"CHABEUIL";"00000000"
"835";"2605";"26";"(LA)";"CHAPELLE-EN-VERCORS";"00000000"
"836";"2606";"26";;"CHATILLON-EN-DIOIS";"00000000"
"837";"2607";"26";;"CREST-NORD";"00000000"
"838";"2608";"26";;"CREST-SUD";"00000000"
"839";"2609";"26";;"DIE";"00000000"
"840";"2610";"26";;"DIEULEFIT";"00000000"
"841";"2611";"26";"(LE)";"GRAND-SERRE";"00000000"
"842";"2612";"26";;"GRIGNAN";"00000000"
"843";"2613";"26";;"LORIOL-SUR-DROME";"00000000"
"844";"2614";"26";;"LUC-EN-DIOIS";"00000000"
"845";"2615";"26";;"MARSANNE";"00000000"
"846";"2616";"26";;"MONTELIMAR  1ER CANTON";"00000000"
"847";"2617";"26";"(LA)";"MOTTE-CHALANCON";"00000000"
"848";"2618";"26";;"NYONS";"00000000"
"849";"2619";"26";;"PIERRELATTE";"00000000"
"850";"2620";"26";;"REMUZAT";"00000000"
"851";"2621";"26";;"ROMANS-SUR-ISERE  1ER CANTON";"00000000"
"852";"2622";"26";;"SAILLANS";"00000000"
"853";"2623";"26";;"SAINT-DONAT-SUR-L'HERBASSE";"00000000"
"854";"2624";"26";;"SAINT-JEAN-EN-ROYANS";"00000000"
"855";"2625";"26";;"SAINT-PAUL-TROIS-CHATEAUX";"00000000"
"856";"2626";"26";;"SAINT-VALLIER";"00000000"
"857";"2627";"26";;"SEDERON";"00000000"
"858";"2628";"26";;"TAIN-L'HERMITAGE";"00000000"
"859";"2632";"26";;"BOURG-LES-VALENCE";"00000000"
"860";"2633";"26";;"MONTELIMAR  2E  CANTON";"00000000"
"861";"2634";"26";;"PORTES-LES-VALENCE";"00000000"
"862";"2635";"26";;"ROMANS-SUR-ISERE  2E  CANTON";"00000000"
"863";"2701";"27";;"AMFREVILLE-LA-CAMPAGNE";"00000000"
"864";"2702";"27";"(LES)";"ANDELYS";"00000000"
"865";"2703";"27";;"BEAUMESNIL";"00000000"
"866";"2704";"27";;"BEAUMONT-LE-ROGER";"00000000"
"867";"2705";"27";;"BERNAY-OUEST";"00000000"
"868";"2706";"27";;"BEUZEVILLE";"00000000"
"869";"2707";"27";;"BOURGTHEROULDE-INFREVILLE";"00000000"
"870";"2708";"27";;"BRETEUIL";"00000000"
"871";"2709";"27";;"BRIONNE";"00000000"
"872";"2710";"27";;"BROGLIE";"00000000"
"873";"2711";"27";;"CONCHES-EN-OUCHE";"00000000"
"874";"2712";"27";;"CORMEILLES";"00000000"
"875";"2713";"27";;"DAMVILLE";"00000000"
"876";"2714";"27";;"ECOS";"00000000"
"877";"2715";"27";;"ETREPAGNY";"00000000"
"878";"2716";"27";;"EVREUX-NORD";"00000000"
"879";"2717";"27";;"EVREUX-SUD";"00000000"
"880";"2718";"27";;"FLEURY-SUR-ANDELLE";"00000000"
"881";"2719";"27";;"GAILLON";"00000000"
"882";"2720";"27";;"GISORS";"00000000"
"883";"2721";"27";;"LOUVIERS-NORD";"00000000"
"884";"2722";"27";;"LYONS-LA-FORET";"00000000"
"885";"2723";"27";;"MONTFORT-SUR-RISLE";"00000000"
"886";"2724";"27";"(LE)";"NEUBOURG";"00000000"
"887";"2725";"27";;"NONANCOURT";"00000000"
"888";"2726";"27";;"PACY-SUR-EURE";"00000000"
"889";"2727";"27";;"PONT-AUDEMER";"00000000"
"890";"2728";"27";;"PONT-DE-L'ARCHE";"00000000"
"891";"2729";"27";;"QUILLEBEUF-SUR-SEINE";"00000000"
"892";"2730";"27";;"ROUTOT";"00000000"
"893";"2731";"27";;"RUGLES";"00000000"
"894";"2732";"27";;"SAINT-ANDRE-DE-L'EURE";"00000000"
"895";"2733";"27";;"SAINT-GEORGES-DU-VIEVRE";"00000000"
"896";"2734";"27";;"THIBERVILLE";"00000000"
"897";"2735";"27";;"VERNEUIL-SUR-AVRE";"00000000"
"898";"2736";"27";;"VERNON-NORD";"00000000"
"899";"2737";"27";;"EVREUX-EST";"00000000"
"900";"2738";"27";;"EVREUX-OUEST";"00000000"
"901";"2739";"27";;"LOUVIERS-SUD";"00000000"
"902";"2740";"27";;"VERNON-SUD";"00000000"
"903";"2741";"27";;"BERNAY-EST";"00000000"
"904";"2742";"27";;"GAILLON-CAMPAGNE";"00000000"
"905";"2743";"27";;"VAL-DE-REUIL";"00000000"
"906";"2801";"28";;"ANET";"00000000"
"907";"2802";"28";;"AUNEAU";"00000000"
"908";"2803";"28";;"AUTHON-DU-PERCHE";"00000000"
"909";"2804";"28";;"BONNEVAL";"00000000"
"910";"2805";"28";;"BREZOLLES";"00000000"
"911";"2806";"28";;"BROU";"00000000"
"912";"2807";"28";;"CHARTRES-NORD-EST";"00000000"
"913";"2809";"28";;"CHATEAUDUN";"00000000"
"914";"2810";"28";;"CHATEAUNEUF-EN-THYMERAIS";"00000000"
"915";"2811";"28";;"CLOYES-SUR-LE-LOIR";"00000000"
"916";"2812";"28";;"COURVILLE-SUR-EURE";"00000000"
"917";"2813";"28";;"DREUX-EST";"00000000"
"918";"2814";"28";"(LA)";"FERTE-VIDAME";"00000000"
"919";"2815";"28";;"ILLIERS-COMBRAY";"00000000"
"920";"2816";"28";;"JANVILLE";"00000000"
"921";"2817";"28";"(LA)";"LOUPE";"00000000"
"922";"2818";"28";;"MAINTENON";"00000000"
"923";"2819";"28";;"NOGENT-LE-ROI";"00000000"
"924";"2820";"28";;"NOGENT-LE-ROTROU";"00000000"
"925";"2821";"28";;"ORGERES-EN-BEAUCE";"00000000"
"926";"2822";"28";;"SENONCHES";"00000000"
"927";"2823";"28";;"THIRON-GARDAIS";"00000000"
"928";"2824";"28";;"VOVES";"00000000"
"929";"2825";"28";;"CHARTRES-SUD-EST";"00000000"
"930";"2826";"28";;"CHARTRES-SUD-OUEST";"00000000"
"931";"2827";"28";;"DREUX-OUEST";"00000000"
"932";"2828";"28";;"DREUX-SUD";"00000000"
"933";"2829";"28";;"LUCE";"00000000"
"934";"2830";"28";;"MAINVILLIERS";"00000000"
"935";"2901";"29";;"ARZANO";"00000000"
"936";"2902";"29";;"BANNALEC";"00000000"
"937";"2903";"29";;"BREST-PLOUZANE";"00000000"
"938";"2906";"29";;"BRIEC";"00000000"
"939";"2907";"29";;"CARHAIX-PLOUGUER";"00000000"
"940";"2908";"29";;"CHATEAULIN";"00000000"
"941";"2909";"29";;"CHATEAUNEUF-DU-FAOU";"00000000"
"942";"2910";"29";;"CONCARNEAU";"00000000"
"943";"2911";"29";;"CROZON";"00000000"
"944";"2912";"29";;"DAOULAS";"00000000"
