"code";"shortName";"isFinal"
"4773Z";"Commerce de détail de produits pharmaceutiques en magasin spécialisé";"true"
"4774Z";"Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé";"true"
"4775Z";"Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé";"true"
"4776Z";"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé";"true"
"4777Z";"Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé";"true"
"4778A";"Commerces de détail d'optique";"true"
"4778B";"Commerces de détail de charbons et combustibles";"true"
"4778C";"Autres commerces de détail spécialisés divers";"true"
"4779Z";"Commerce de détail de biens d'occasion en magasin";"true"
"4781Z";"Commerce de détail alimentaire sur éventaires et marchés";"true"
"4782Z";"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés";"true"
"4789Z";"Autres commerces de détail sur éventaires et marchés";"true"
"4791A";"Vente à distance sur catalogue général";"true"
"4791B";"Vente à distance sur catalogue spécialisé";"true"
"4799A";"Vente à domicile";"true"
"4799B";"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.";"true"
"4910Z";"Transport ferroviaire interurbain de voyageurs";"true"
"4920Z";"Transports ferroviaires de fret ";"true"
"4931Z";"Transports urbains et suburbains de voyageurs";"true"
"4932Z";"Transports de voyageurs par taxis";"true"
"4939A";"Transports routiers réguliers de voyageurs";"true"
"4939B";"Autres transports routiers de voyageurs ";"true"
"4939C";"Téléphériques et remontées mécaniques";"true"
"4941A";"Transports routiers de fret interurbains";"true"
"4941B";"Transports routiers de fret de proximité";"true"
"4941C";"Location de camions avec chauffeur";"true"
"4942Z";"Services de déménagement";"true"
"4950Z";"Transports par conduites";"true"
"5010Z";"Transports maritimes et côtiers de passagers";"true"
"5020Z";"Transports maritimes et côtiers de fret";"true"
"5030Z";"Transports fluviaux de passagers";"true"
"5040Z";"Transports fluviaux de fret ";"true"
"5110Z";"Transports aériens de passagers";"true"
"5121Z";"Transports aériens de fret";"true"
"5122Z";"Transports spatiaux";"true"
"5210A";"Entreposage et stockage frigorifique";"true"
"5210B";"Entreposage et stockage non frigorifique";"true"
"5221Z";"Services auxiliaires des transports terrestres";"true"
"5222Z";"Services auxiliaires des transports par eau";"true"
"5223Z";"Services auxiliaires des transports aériens";"true"
"5224A";"Manutention portuaire";"true"
"5224B";"Manutention non portuaire";"true"
"5229A";"Messagerie, fret express";"true"
"5229B";"Affrètement et organisation des transports ";"true"
"5310Z";"Activités de poste dans le cadre d'une obligation de service universel ";"true"
"5320Z";"Autres activités de poste et de courrier";"true"
"5510Z";"Hôtels et hébergement similaire ";"true"
"5520Z";"Hébergement touristique et autre hébergement de courte durée ";"true"
"5530Z";"Terrains de camping et parcs pour caravanes ou véhicules de loisirs";"true"
"5590Z";"Autres hébergements ";"true"
"5610A";"Restauration traditionnelle";"true"
"5610B";"Cafétérias et autres libres-services";"true"
"5610C";"Restauration de type rapide";"true"
"5621Z";"Services des traiteurs ";"true"
"5629A";"Restauration collective sous contrat";"true"
"5629B";"Autres services de restauration n.c.a.";"true"
"5630Z";"Débits de boissons";"true"
"5811Z";"Édition de livres";"true"
"5812Z";"Édition de répertoires et de fichiers d'adresses";"true"
"5813Z";"Édition de journaux";"true"
"5814Z";"Édition de revues et périodiques";"true"
"5819Z";"Autres activités d'édition";"true"
"5821Z";"Édition de jeux électroniques";"true"
"5829A";"Édition de logiciels système et de réseau";"true"
"5829B";"Edition de logiciels outils de développement et de langages";"true"
"5829C";"Edition de logiciels applicatifs";"true"
"5911A";"Production de films et de programmes pour la télévision ";"true"
"5911B";"Production de films institutionnels et publicitaires";"true"
"5911C";"Production de films pour le cinéma";"true"
"5912Z";"Post-production de films cinématographiques, de vidéo et de programmes de télévision";"true"
"5913A";"Distribution de films cinématographiques";"true"
"5913B";"Edition et distribution vidéo";"true"
"5914Z";"Projection de films cinématographiques";"true"
"5920Z";"Enregistrement sonore et édition musicale ";"true"
"6010Z";"Édition et diffusion de programmes radio";"true"
"6020A";"Edition de chaînes généralistes";"true"
"6020B";"Edition de chaînes thématiques";"true"
"6110Z";"Télécommunications filaires";"true"
"6120Z";"Télécommunications sans fil ";"true"
"6130Z";"Télécommunications par satellite";"true"
"6190Z";"Autres activités de télécommunication ";"true"
"6201Z";"Programmation informatique";"true"
"6202A";"Conseil en systèmes et logiciels informatiques";"true"
"6202B";"Tierce maintenance de systèmes et d’applications informatiques";"true"
"6203Z";"Gestion d'installations informatiques";"true"
"6209Z";"Autres activités informatiques";"true"
"6311Z";"Traitement de données, hébergement et activités connexes";"true"
"6312Z";"Portails Internet";"true"
"6391Z";"Activités des agences de presse";"true"
"6399Z";"Autres services d'information n.c.a.";"true"
"6411Z";"Activités de banque centrale";"true"
"6419Z";"Autres intermédiations monétaires";"true"
"6420Z";"Activités des sociétés holding";"true"
"6430Z";"Fonds de placement et entités financières similaires";"true"
"6491Z";"Crédit-bail ";"true"
"6492Z";"Autre distribution de crédit";"true"
"6499Z";"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.";"true"
"6511Z";"Assurance vie";"true"
"6512Z";"Autres assurances";"true"
"6520Z";"Réassurance";"true"
"6530Z";"Caisses de retraite";"true"
"6611Z";"Administration de marchés financiers";"true"
"6612Z";"Courtage de valeurs mobilières et de marchandises";"true"
"6619A";"Supports juridiques de gestion de patrimoine mobilier";"true"
"6619B";"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.";"true"
"6621Z";"Évaluation des risques et dommages";"true"
"6622Z";"Activités des agents et courtiers d'assurances";"true"
"6629Z";"Autres activités auxiliaires d'assurance et de caisses de retraite";"true"
"6630Z";"Gestion de fonds";"true"
"6810Z";"Activités des marchands de biens immobiliers";"true"
"6820A";"Location de logements";"true"
"6820B";"Location de terrains et d'autres biens immobiliers";"true"
"6831Z";"Agences immobilières";"true"
"6832A";"Administration d'immeubles et autres biens immobiliers";"true"
"6832B";"Supports juridiques de gestion de patrimoine immobilier";"true"
"6910Z";"Activités juridiques";"true"
"6920Z";"Activités comptables";"true"
"7010Z";"Activités des sièges sociaux";"true"
"7021Z";"Conseil en relations publiques et communication";"true"
"7022Z";"Conseil pour les affaires et autres conseils de gestion";"true"
"7111Z";"Activités d'architecture ";"true"
"7112A";"Activité des géomètres";"true"
"7112B";"Ingénierie, études techniques";"true"
"7120A";"Contrôle technique automobile";"true"
"7120B";"Analyses, essais et inspections techniques";"true"
"7211Z";"Recherche-développement en biotechnologie";"true"
"7219Z";"Recherche-développement en autres sciences physiques et naturelles";"true"
"7220Z";"Recherche-développement en sciences humaines et sociales";"true"
"7311Z";"Activités des agences de publicité";"true"
"7312Z";"Régie publicitaire de médias";"true"
"7320Z";"Études de marché et sondages";"true"
"7410Z";"Activités spécialisées de design";"true"
"7420Z";"Activités photographiques";"true"
"7430Z";"Traduction et interprétation";"true"
"7490A";"Activité des économistes de la construction";"true"
"7490B";"Activités spécialisées, scientifiques et techniques diverses";"true"
"7500Z";"Activités vétérinaires";"true"
"7711A";"Location de courte durée de voitures et de véhicules automobiles légers";"true"
"7711B";"Location de longue durée de voitures et de véhicules automobiles légers";"true"
"7712Z";"Location et location-bail de camions";"true"
"7721Z";"Location et location-bail d'articles de loisirs et de sport ";"true"
"7722Z";"Location de vidéocassettes et disques vidéo";"true"
"7729Z";"Location et location-bail d'autres biens personnels et domestiques";"true"
"7731Z";"Location et location-bail de machines et équipements agricoles";"true"
"7732Z";"Location et location-bail de machines et équipements pour la construction";"true"
"7733Z";"Location et location-bail de machines de bureau et de matériel informatique";"true"
"7734Z";"Location et location-bail de matériels de transport par eau";"true"
"7735Z";"Location et location-bail de matériels de transport aérien";"true"
"7739Z";"Location et location-bail d'autres machines, équipements et biens matériels n.c.a. ";"true"
"7740Z";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright";"true"
"7810Z";"Activités des agences de placement de main-d'œuvre ";"true"
"7820Z";"Activités des agences de travail temporaire ";"true"
"7830Z";"Autre mise à disposition de ressources humaines";"true"
"7911Z";"Activités des agences de voyage";"true"
"7912Z";"Activités des voyagistes";"true"
"7990Z";"Autres services de réservation et activités connexes";"true"
"8010Z";"Activités de sécurité privée ";"true"
"8020Z";"Activités liées aux systèmes de sécurité ";"true"
"8030Z";"Activités d'enquête";"true"
"8110Z";"Activités combinées de soutien lié aux bâtiments ";"true"
"8121Z";"Nettoyage courant des bâtiments";"true"
"8122Z";"Autres activités de nettoyage des bâtiments et nettoyage industriel";"true"
"8129A";"Désinfection, désinsectisation, dératisation";"true"
"8129B";"Autres activités de nettoyage n.c.a.";"true"
"8130Z";"Services d'aménagement paysager ";"true"
"8211Z";"Services administratifs combinés de bureau";"true"
"8219Z";"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau";"true"
"8220Z";"Activités de centres d'appels";"true"
"8230Z";"Organisation de foires, salons professionnels et congrès";"true"
"8291Z";"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle";"true"
"8292Z";"Activités de conditionnement";"true"
"8299Z";"Autres activités de soutien aux entreprises n.c.a.";"true"
"8411Z";"Administration publique générale";"true"
"8412Z";"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale ";"true"
"8413Z";"Administration publique (tutelle) des activités économiques";"true"
"8421Z";"Affaires étrangères";"true"
"8422Z";"Défense";"true"
"8423Z";"Justice";"true"
"8424Z";"Activités d’ordre public et de sécurité";"true"
"8425Z";"Services du feu et de secours";"true"
"8430A";"Activités générales de sécurité sociale";"true"
"8430B";"Gestion des retraites complémentaires";"true"
"8430C";"Distribution sociale de revenus";"true"
"8510Z";"Enseignement pré-primaire";"true"
"8520Z";"Enseignement primaire";"true"
"8531Z";"Enseignement secondaire général";"true"
"8532Z";"Enseignement secondaire technique ou professionnel";"true"
"8541Z";"Enseignement post-secondaire non supérieur";"true"
"8542Z";"Enseignement supérieur";"true"
"8551Z";"Enseignement de disciplines sportives et d'activités de loisirs";"true"
"8552Z";"Enseignement culturel";"true"
"8553Z";"Enseignement de la conduite";"true"
"8559A";"Formation continue d'adultes";"true"
"8559B";"Autres enseignements";"true"
"8560Z";"Activités de soutien à l'enseignement";"true"
"8610Z";"Activités hospitalières";"true"
"8621Z";"Activité des médecins généralistes";"true"
"8622A";"Activités de radiodiagnostic et de radiothérapie";"true"
"8622B";"Activités chirurgicales";"true"
"8622C";"Autres activités des médecins spécialistes";"true"
"8623Z";"Pratique dentaire";"true"
"8690A";"Ambulances";"true"
"8690B";"Laboratoires d'analyses médicales";"true"
"8690C";"Centres de collecte et banques d'organes";"true"
"8690D";"Activités des infirmiers et des sages-femmes";"true"
"8690E";"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues";"true"
"8690F";"Activités de santé humaine non classées ailleurs";"true"
"8710A";"Hébergement médicalisé pour personnes âgées";"true"
"8710B";"Hébergement médicalisé pour enfants handicapés ";"true"
"8710C";"Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé 
";"true"
"8720A";"Hébergement social pour handicapés mentaux et malades mentaux ";"true"
"8720B";"Hébergement social pour toxicomanes";"true"
"8730A";"Hébergement social pour personnes âgées";"true"
"8730B";"Hébergement social pour handicapés  physiques";"true"
"8790A";"Hébergement social pour enfants en difficultés ";"true"
"8790B";"Hébergement social pour adultes et familles en difficultés et autre hébergement social ";"true"
"8810A";"Aide à domicile  ";"true"
"8810B";"Accueil ou accompagnement sans hébergement d’adultes handicapés ou de  personnes âgées";"true"
"8810C";"Aide par le travail ";"true"
"8891A";"Accueil de jeunes enfants";"true"
"8891B";"Accueil ou accompagnement sans hébergement d’enfants handicapés";"true"
"8899A";"Autre accueil ou accompagnement sans hébergement d’enfants
 et d’adolescents
";"true"
"8899B";"Action sociale sans hébergement n.c.a.";"true"
"9001Z";"Arts du spectacle vivant";"true"
"9002Z";"Activités de soutien au spectacle vivant";"true"
"9003A";"Création artistique relevant des arts plastiques";"true"
"9003B";"Autre création artistique";"true"
"9004Z";"Gestion de salles de spectacles";"true"
"9101Z";"Gestion des bibliothèques et des archives";"true"
"9102Z";"Gestion des musées";"true"
"9103Z";"Gestion des sites et monuments historiques et des attractions touristiques similaires";"true"
"9104Z";"Gestion des jardins botaniques et zoologiques et des réserves naturelles";"true"
"9200Z";"Organisation de jeux de hasard et d'argent";"true"
"9311Z";"Gestion d'installations sportives";"true"
"9312Z";"Activités de clubs de sports";"true"
"9313Z";"Activités des centres de culture physique";"true"
"9319Z";"Autres activités liées au sport";"true"
"9321Z";"Activités des parcs d'attractions et parcs à thèmes";"true"
"9329Z";"Autres activités récréatives et de loisirs";"true"
"9411Z";"Activités des organisations patronales et consulaires";"true"
"9412Z";"Activités des organisations professionnelles";"true"
"9420Z";"Activités des syndicats de salariés";"true"
"9491Z";"Activités des organisations religieuses";"true"
"9492Z";"Activités des organisations politiques";"true"
"9499Z";"Autres organisations fonctionnant par adhésion volontaire";"true"
"9511Z";"Réparation d'ordinateurs et d'équipements périphériques";"true"
"9512Z";"Réparation d'équipements de communication";"true"
"9521Z";"Réparation de produits électroniques grand public";"true"
"9522Z";"Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin";"true"
"9523Z";"Réparation de chaussures et d'articles en cuir";"true"
"9524Z";"Réparation de meubles et d'équipements du foyer";"true"
"9525Z";"Réparation d'articles d'horlogerie et de bijouterie";"true"
"9529Z";"Réparation d'autres biens personnels et domestiques";"true"
"9601A";"Blanchisserie-teinturerie de gros";"true"
"9601B";"Blanchisserie-teinturerie de détail";"true"
"9602A";"Coiffure";"true"
"9602B";"Soins de beauté";"true"
"9603Z";"Services funéraires";"true"
"9604Z";"Entretien corporel";"true"
"9609Z";"Autres services personnels n.c.a.";"true"
"9700Z";"Activités des ménages en tant qu'employeurs de personnel domestique";"true"
"9810Z";"Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre";"true"
"9820Z";"Activités indifférenciées des ménages en tant que producteurs de services pour usage propre";"true"
"9900Z";"Activités des organisations et organismes extraterritoriaux";"true"
