importId;code;parent_code;name;accountType.technicalTypeSelect;reconcileOk;useForPartnerBalance;isTaxAuthorizedOnMoveLine;isTaxRequiredOnMoveLine;company.importId
529;487000;0;PRODUITS CONST.D'AVANCE;debt;;;;;1
530;487003;0;PRODUITS CONST.D'AVANCE;debt;;;;;1
531;488612;0;LOCATION AS400;debt;;;;;1
532;488613;0;JUMPER;debt;;;;;1
533;488614;0;LOYER ST DENIS;debt;;;;;1
534;488615;0;LOYER LONRAI;debt;;;;;1
535;488616;0;LOCATIONS DIVERSES;debt;;;;;1
536;488617;0;FRAIS MR JAMET;debt;;;;;1
537;488618;0;ENTRETIEN PELOUSE LONRAI;debt;;;;;1
538;488619;0;ENTRETIEN GAL ST DENIS;debt;;;;;1
539;488620;0;ENTRETIEN LONRAI;debt;;;;;1
540;488621;0;ENTRETIEN MATERIEL TRANSPORT;debt;;;;;1
541;488622;0;CONTRAT NESPRESSO;debt;;;;;1
542;488623;0;CTT ENTRETIEN INFORMATIK;debt;;;;;1
543;488624;0;CONTRAT ENTRETIEN CANON;debt;;;;;1
544;488625;0;MAINTENANCE LISM;debt;;;;;1
545;488626;0;SURVEILLANCE ST DENIS;debt;;;;;1
546;488627;0;SURVEILLANCE LONRAI;debt;;;;;1
547;488628;0;ENTRETIEN BUREAU ST DENIS;debt;;;;;1
548;488629;0;ENTRETIEN BUREAU ALENCON;debt;;;;;1
549;488630;0;ENTRETIEN MAT.OUT.LONRAI;debt;;;;;1
550;488631;0;HEBERGEMENT/MAINTENANCE SITE;debt;;;;;1
551;488632;0;ASSURANCES;debt;;;;;1
552;488633;0;COMMISSIONS;debt;;;;;1
553;488634;0;HONORAIRES;debt;;;;;1
554;488635;0;REUNION ASSEMBLEE GENERALE;debt;;;;;1
555;488636;0;TELEPHONE ST DENIS;debt;;;;;1
556;488637;0;TELEPHONE LONRAI;debt;;;;;1
557;488638;0;AFFRANCHISSEMENT LONRAI;debt;;;;;1
558;488639;0;AFFRANCHISSMENT ST DENIS;debt;;;;;1
559;488640;0;LIAISON INTERNET;debt;;;;;1
560;488641;0;COTISATIONS DIVERSES;debt;;;;;1
561;488642;0;TAXE PROFESSIONNELLE;debt;;;;;1
562;488643;0;IMPOTS LOCAUX LONRAI;debt;;;;;1
563;488644;0;TAXE BUREAU FONCIERE ST DENIS;debt;;;;;1
564;488645;0;ORGANIC;debt;;;;;1
565;488646;0;EDF ST DENIS;debt;;;;;1
566;488647;0;EDF LONRAI;debt;;;;;1
567;488648;0;PETITS EQUIP LONRAI;debt;;;;;1
568;488649;0;FOURNI BUREAU ST DENIS;debt;;;;;1
569;488650;0;PROVI CPAYES;debt;;;;;1
570;488651;0;PROVI 13ﾉ MOIS;debt;;;;;1
571;488652;0;PROVI AMORTISSEMENTS;debt;;;;;1
572;488653;0;PROVI RFA;debt;;;;;1
573;488654;0;ABT PARTICIPATION;debt;;;;;1
574;488655;0;FOURNI BUREAU LONRAI;debt;;;;;1
575;488656;0;ABT RFA EXO;debt;;;;;1
576;488657;0;COPIEUR CANON;debt;;;;;1
577;488658;0;LOCAM MAT SURVEILLANCE;debt;;;;;1
578;488659;0;HEBERGEMENT CLOUD;debt;;;;;1
579;491000;0;PROV.CLIENTS DOUTEUX;debt;;;;;1
580;496700;0;PROVI CAPITAL SACFOM;receivable;;;;;1
581;500000;0;VAL MOB.DE PLACEMENT CCF;view;;;;;1
582;504000;0;BPCC COMPTE A TERME;cash;;;;;1
583;508000;0;CT A TERME CCF 9360;cash;;;;;1
584;508100;0;CT TERME BFCC;cash;;;;;1
585;508101;0;CPTE SICAV HSBC 1;cash;;;;;1
586;508102;0;CT TERME \(1\) CA;cash;;;;;1
587;508103;0;CPTE TERME \(2\)CA;cash;;;;;1
588;511000;0;CREDIT AGRICOLE;cash;;;;;1
589;511100;0;CREDIT AGRICOLE FDG;cash;;;;;1
590;511200;0;CHEQUES A ENCAISSER;cash;;;;;1
591;512000;0;HSBC;cash;;;;;1
592;512200;0;HSBC FDG;cash;;;;;1
593;512300;0;HSBC CAUTION 1851;cash;;;;;1
594;512400;0;HSBC CPTE TERME 9360;cash;;;;;1
595;590600;0;Obligations;cash;;;;;1
597;514000;0;CREDIT COOP;cash;;;;;1
598;514001;0;BFCC PRET;cash;;;;;1
600;515000;0;CAISSE D'EPARGNE;cash;;;;;1
601;601700;0;Fournitures A, B, C, ..;charge;;;True;True;1
602;516000;0;CIC;cash;;;;;1
605;531000;0;CAISSE SIEGE;cash;;;;;1
606;580000;0;VIREMENTS DE FONDS;view;;;;;1
607;590008;0;PROV.TITRES DE PARTICIP.;cash;;;;;1
608;603100;0;VARIATION DE STOCKS;charge;;;True;True;1
609;603700;0;VARIATION DE STOCK;charge;;;True;True;1
610;604000;0;PRESTATION DIVERSE;charge;;;True;True;1
611;604001;0;PRESTATION SUPER U;charge;;;True;True;1
612;604002;0;PRESTA LISM PR EDV;charge;;;True;True;1
613;602610;0;Emballages perdus;charge;;;True;True;1
614;606100;0;EDF EAU ST DENIS;charge;;;True;True;1
615;606101;0;EDF EAU LONRAI;charge;;;True;True;1
616;606300;0;PETITS EQUIPEMENTS;charge;;;True;True;1
617;606400;0;FOURNITURES DE BUREAU;charge;;;True;True;1
618;606401;0;FOURNI BUREAU LONRAI;charge;;;True;True;1
619;606410;0;COPIE COPIEUR;charge;;;True;True;1
620;606800;0;FOURNITURES AUTRES;charge;;;True;True;1
621;607007;0;BAC DUCROIRE;charge;;;True;True;1
622;607017;0;BAC DUCROI IMPORT;charge;;;True;True;1
623;607100;0;ACHATS PRODUITS DALBE;charge;;;True;True;1
624;607101;0;DALBE DUCROIRE IMPORT;charge;;;True;True;1
625;607102;0;DALBE DUCROIRE;charge;;;True;True;1
626;607103;0;CATALOGUE DIVERS;charge;;;True;True;1
627;607104;0;ACH.CALENDRIER-SOUS MAINS;charge;;;True;True;1
628;607105;0;ACHATS EMBALLAGES;charge;;;True;True;1
629;607106;0;ACHAT SACS;charge;;;True;True;1
630;607108;0;ACHATS SACFOM;charge;;;True;True;1
631;607109;0;ACHATS LISM;charge;;;True;True;1
632;607110;0;ACHATS PRODUITS SANS MARGE;charge;;;True;True;1
633;607112;0;ACHATS PROD.IMPORT CEE;charge;;;True;True;1
634;607113;0;ACHAT DUCROIRE CEE;charge;;;True;True;1
635;607120;0;ACHATS PROMOTIONNELS;charge;;;True;True;1
636;607200;0;ACHATS DIVERS;charge;;;True;True;1
637;607210;0;CATALOGUE TECHNIQUE;charge;;;True;True;1
645;608000;0;DROITS DE DOUANE;charge;;;True;True;1
646;609019;0;PP CAT.GENERAL;charge;;;True;True;1
647;609700;0;R.R.R.DUCROIRE;charge;;;True;True;1
648;609701;0;R R R FIN D ANNEE;charge;;;True;True;1
649;609790;0;RRR DUCROIRE EXO;charge;;;True;True;1
650;609791;0;R R R  EXO;charge;;;True;True;1
652;611000;0;SOUS TRAITANT;charge;;;True;True;1
655;612200;0;SOGELEASE;charge;;;True;True;1
656;612201;0;LOCATION AS400;charge;;;True;True;1
657;612202;0;JUMPER;charge;;;True;True;1
658;612203;0;NEOPOST;charge;;;True;True;1
659;612204;0;ELYS BAIL;charge;;;True;True;1
660;612205;0;BT LIXXBAIL;charge;;;True;True;1
661;612206;0;LIXXBAIL;charge;;;True;True;1
662;612207;0;CREDIPAR CAMION;charge;;;True;True;1
663;612208;0;LIXXBAIL COPIEUR CANON;charge;;;True;True;1
664;612209;0;LEASING PICASSO;charge;;;True;True;1
665;612210;0;LEASING C3;charge;;;True;True;1
666;612211;0;LEASING COPIEUR 05/2014;charge;;;True;True;1
667;612212;0;LEASING CACTUS;charge;;;True;True;1
668;613200;0;LOYERS;charge;;;True;True;1
669;613201;0;LOYER LONRAI;charge;;;True;True;1
670;613204;0;LOCATION AS400;charge;;;True;True;1
671;613205;0;HEBERGEMENT CLOUD;charge;;;True;True;1
672;613208;0;COPIEUR CANON;charge;;;True;True;1
673;613209;0;LOCATION C5 AIRCROSS;charge;;;True;True;1
674;613210;0;LOCATION C3;charge;;;True;True;1
675;613211;0;LOCATION COPIEUR;charge;;;True;True;1
676;613212;0;LOCATION CACTUS;charge;;;True;True;1
677;613213;0;LEASING TRANSPALETTES;charge;;;True;True;1
678;613214;0;LOCATION BERLINGO;charge;;;True;True;1
679;613250;0;LOCATIONS DIVERSES;charge;;;True;True;1
680;613251;0;LOCATION AS400;charge;;;True;True;1
681;613252;0;LOC VIDEO SURVEILLANCE MATERIEL DE SURVEILLANCE;charge;;;True;True;1
682;613253;0;LOC.MUSIC MATIC=613500;charge;;;True;True;1
683;613254;0;LOCATION VEHICULE;charge;;;True;True;1
684;613255;0;LOC.VIDEO SURVEILLANCE;charge;;;True;True;1
685;613500;0;LOC MUSIC MATIC;charge;;;True;True;1
686;615200;0;FRAIS CHARTIER;charge;;;True;True;1
687;615210;0;FRAIS MR JAMET;charge;;;True;True;1
688;615211;0;FRAIS FABRE;charge;;;True;True;1
689;615212;0;ESSENCE;charge;;;True;True;1
690;615213;0;FRAIS LOUCHE;charge;;;True;True;1
691;615214;0;FRAIS CORINNE HARMANGE;charge;;;True;True;1
692;615215;0;FRAIS GORMAND;charge;;;True;True;1
693;615216;0;FRAIS BEGUIN;charge;;;True;True;1
694;624700;0;Transports collectifs du personnel;charge;;;True;True;1
695;615500;0;ENTRETIEN GAL ST DENIS;charge;;;True;True;1
696;615501;0;ENT.DIVERS SOPHIA;charge;;;True;True;1
697;615502;0;ENTRETIEN MAT :ADHERENTS;charge;;;True;True;1
698;615503;0;ELIS;charge;;;True;True;1
699;615510;0;ENT.MATERIEL DE TRANSPORT;charge;;;True;True;1
700;615520;0;CONTRATS D'ENTRETIEN;charge;;;True;True;1
701;615521;0;CTT ENTRETIEN INFORMATIK;charge;;;True;True;1
702;615522;0;=606410 CANON;charge;;;True;True;1
703;615529;0;PETIT DEV LISM;charge;;;True;True;1
704;615530;0;MAINTENANCE LISM;charge;;;True;True;1
705;615531;0;CLUB INFORMATIQUE LISM;charge;;;True;True;1
706;615532;0;MAINTENANCE DESERT;charge;;;True;True;1
707;615540;0;SURVEILLANCE;charge;;;True;True;1
708;615541;0;SURVEILLANCE;charge;;;True;True;1
709;615550;0;ENTRETIEN BUREAU ST DENIS;charge;;;True;True;1
710;615551;0;ENTRETIEN BUREAU LONRAI;charge;;;True;True;1
711;615600;0;ENTETIEN IMMEUBLE LONRAI;charge;;;True;True;1
712;615601;0;ENTRE.MAT OUT.LONRAI;charge;;;True;True;1
713;615602;0;ENTRETIEN INFORMATIQUE LONRAI;charge;;;True;True;1
714;615603;0;CAP ANTIGONE;charge;;;True;True;1
715;616000;0;ASSURANCES;charge;;;True;True;1
716;617000;0;EXTRANET;charge;;;True;True;1
717;617001;0;CREAWORLD REFERENCEMENT;charge;;;True;True;1
718;617002;0;CREAWORLD DEVELOPPEMENT;charge;;;True;True;1
719;617003;0;GAMME CITY;charge;;;True;True;1
720;617004;0;PROJET RADIO;charge;;;True;True;1
721;617005;0;GAMME BREHAT;charge;;;True;True;1
722;617006;0;GAMME LOISIRS;charge;;;True;True;1
723;617007;0;GAMME FANA;charge;;;True;True;1
724;617008;0;FICHE CONSEIL;charge;;;True;True;1
725;617009;0;GAMME CLOUET;charge;;;True;True;1
726;617010;0;CHEQUE CADEAUX;charge;;;True;True;1
727;617011;0;GAMME CROKO;charge;;;True;True;1
728;617012;0;GAMME COLLE;charge;;;True;True;1
729;617013;0;GAMME CAHIER DESSIN;charge;;;True;True;1
730;617014;0;GAMME CALLIGRAPHIE;charge;;;True;True;1
731;617015;0;ETIQUETTE BREHAT;charge;;;True;True;1
732;617016;0;GAMME PRISMO;charge;;;True;True;1
733;617017;0;GAMME ADJUVANTS;charge;;;True;True;1
734;617018;0;GAMME BLOC LOW COST;charge;;;True;True;1
735;617019;0;DALBE&MOI EXTRACTION;charge;;;True;True;1
736;617020;0;DALBE&MOI SITE;charge;;;True;True;1
737;617021;0;GAMME MAGNUM;charge;;;True;True;1
738;617022;0;GAMME DALBEGUM;charge;;;True;True;1
739;617023;0;GALERIES AMIENS;charge;;;True;True;1
740;617024;0;SEAU DE PERLES;charge;;;True;True;1
741;617025;0;GAMME ENFANT;charge;;;True;True;1
742;617026;0;GAMME COLLE BLEUE;charge;;;True;True;1
743;617027;0;GAMME SAC;charge;;;True;True;1
744;617028;0;CREACOLLE;charge;;;True;True;1
745;617029;0;GAMME PANNEAU TOILE;charge;;;True;True;1
746;617030;0;GAMME VERNIS;charge;;;True;True;1
747;617031;0;GAMME ACRYLIA;charge;;;True;True;1
748;617032;0;ETIQUETTES COLLE BLANCHE;charge;;;True;True;1
749;617033;0;GAMME POCH DESSIN;charge;;;True;True;1
750;617034;0;GAMME PALLIO;charge;;;True;True;1
751;617035;0;GAMME POCH PINCEAUX;charge;;;True;True;1
752;617036;0;GAMME COLLE BLANCHE;charge;;;True;True;1
753;617037;0;NUANCIER ACRYLIA;charge;;;True;True;1
754;617038;0;GAMME DALBE JET;charge;;;True;True;1
755;617039;0;PLAQUETTE DALBE;charge;;;True;True;1
756;617040;0;CARTE FIDELITE D&M;charge;;;True;True;1
757;617041;0;GAMME PLANCHE ETUDIANT;charge;;;True;True;1
758;617042;0;3 VOLETS MAGASIN;charge;;;True;True;1
759;617043;0;GAMME GESSO;charge;;;True;True;1
760;617044;0;LOGO DALBE;charge;;;True;True;1
761;617045;0;GAMME ATELIER;charge;;;True;True;1
762;617046;0;GAMME MOSAIQUE;charge;;;True;True;1
763;617047;0;GAMME PEINTURE;charge;;;True;True;1
764;617048;0;GAMME BLOC GRAND ART-CROKO;charge;;;True;True;1
765;617049;0;PUB TELE RADIO;charge;;;True;True;1
766;617050;0;GAMME CHASSIS;charge;;;True;True;1
767;617051;0;ENCART DALBE LATTES;charge;;;True;True;1
768;617052;0;NUANCIER PALLIO;charge;;;True;True;1
769;617053;0;NUANCIER PRISMO;charge;;;True;True;1
770;617054;0;ACRYLIQUE WINGO;charge;;;True;True;1
771;617055;0;ETIQUETTE PRISMO;charge;;;True;True;1
772;617056;0;CARTES PINCEAUX;charge;;;True;True;1
773;617057;0;GAMME PERLES;charge;;;True;True;1
774;617058;0;GAMME COLLE PUZZLE;charge;;;True;True;1
775;617059;0;NUANCIER PERLES;charge;;;True;True;1
776;617060;0;PERLES ET MOI;charge;;;True;True;1
777;617061;0;DALBISATION MAGASINS;charge;;;True;True;1
778;617062;0;GAMME TERRE;charge;;;True;True;1
779;617063;0;GAMME LOISIR ET DECO;charge;;;True;True;1
780;617064;0;GAMME PIGMENTS;charge;;;True;True;1
781;617065;0;ETUDE CARTE DALBE ET MOI;charge;;;True;True;1
782;617066;0;GAMME AGOUA;charge;;;True;True;1
783;617067;0;SPOT MUSICMATIC;charge;;;True;True;1
784;617068;0;NUANCIER LOISIR & DECO;charge;;;True;True;1
785;617069;0;ETIQUETTE CHASSIS;charge;;;True;True;1
786;617070;0;ESPACE ENCADREMENT;charge;;;True;True;1
787;617071;0;ETIQUETTE PALLIO;charge;;;True;True;1
788;617072;0;COIN BOUTCHOU;charge;;;True;True;1
789;617073;0;LA PAPETERIE DALBE;charge;;;True;True;1
790;617074;0;GAMME CRAYODALBE;charge;;;True;True;1
791;617075;0;DALBISATION DES VOITURES;charge;;;True;True;1
792;617076;0;GAMME PALETTE PELABLE;charge;;;True;True;1
793;617077;0;GAMME MOULAGE;charge;;;True;True;1
794;617078;0;DEVELOPPEMENT COMPTA;charge;;;True;True;1
795;617079;0;GAMME LX&DECO TISSU;charge;;;True;True;1
796;617080;0;GAMME BLOC;charge;;;True;True;1
797;617081;0;NUANCIER AGOUA;charge;;;True;True;1
798;617082;0;KAKEMONO;charge;;;True;True;1
799;617083;0;VITROPHANIE;charge;;;True;True;1
800;617084;0;RECHERCHE MDD;charge;;;True;True;1
801;617085;0;CHARTRE GRAPHIQUE/CONSOMMATEUR;charge;;;True;True;1
802;617086;0;GAMME WINGO;charge;;;True;True;1
803;617087;0;GAMME PASTEL WINGO;charge;;;True;True;1
804;617088;0;DVPT MARQUEUR DALBE;charge;;;True;True;1
805;617089;0;D&M COUPONS REDUC;charge;;;True;True;1
806;617090;0;GAMME AEROSOL PEINTURE;charge;;;True;True;1
807;617091;0;DALBE MINI;charge;;;True;True;1
808;617092;0;BANDEAUX MEUBLE;charge;;;True;True;1
809;617093;0;GAMME FEUTRE DB;charge;;;True;True;1
810;617094;0;CAT PAQUES;charge;;;True;True;1
811;617095;0;GAMME GOUACHE;charge;;;True;True;1
812;617096;0;GAMME START;charge;;;True;True;1
813;617097;0;CREATION PRESSE LAGNY;charge;;;True;True;1
814;617098;0;GAMME GOUACHE DB 20 ET 100ML;charge;;;True;True;1
815;617099;0;CREATION DES PINCEAUX;charge;;;True;True;1
839;618100;0;DOCUMENTATION GENERALE;charge;;;True;True;1
840;618500;0;FORMATION SALARIﾉ;charge;;;True;True;1
841;621100;0;PERSONNEL INTERIMAIRE;charge;;;True;True;1
842;691000;0;Participation des salariés aux résultats;charge;;;True;True;1
843;622200;0;COMMISSIONS;charge;;;True;True;1
844;622600;0;HONORAIRES;charge;;;True;True;1
845;622601;0;DEMO;charge;;;True;True;1
846;622610;0;REDEVANCE ARTEO;charge;;;True;True;1
847;622620;0;COMMISSIONS ARTEO;charge;;;True;True;1
848;622700;0;FR.D'ACTES ET DE CONTENT;charge;;;True;True;1
849;622800;0;FORMATION DALBE ACADEMIE;charge;;;True;True;1
850;623300;0;ECRITURE INVENTAIRE;charge;;;True;True;1
851;623301;0;ASSEMBLEE GENERALE;charge;;;True;True;1
852;623302;0;CARTE DALBE&MOI;charge;;;True;True;1
853;623303;0;CHEQUE CADEAU D&M;charge;;;True;True;1
854;623304;0;CARTE D&M PRO;charge;;;True;True;1
855;623305;0;SHOW ROOM;charge;;;True;True;1
856;623306;0;LISAA;charge;;;True;True;1
857;623400;0;CADEAUX;charge;;;True;True;1
858;623401;0;TICKET CADEAU;charge;;;True;True;1
859;623600;0;CAT.LEZARD CREATIF;charge;;;True;True;1
860;623601;0;DEPLIANT URBAN ART;charge;;;True;True;1
861;623602;0;DEPLIANT BTK INTERNET;charge;;;True;True;1
862;623700;0;PP PUB>623769;charge;;;True;True;1
863;623701;0;CAT NOEL KDO;charge;;;True;True;1
864;623702;0;CAT NOEL DECO;charge;;;True;True;1
865;623703;0;CARRE JAUNE;charge;;;True;True;1
866;623704;0;CATALOGUE GENERAL;charge;;;True;True;1
867;623705;0;CAT AG ET DESSIN TECHNIQUE;charge;;;True;True;1
868;623706;0;IMPRIME DALBE&MOI;charge;;;True;True;1
869;623707;0;TARIF ILLUSTRE;charge;;;True;True;1
870;623708;0;CAVALIER PRIX;charge;;;True;True;1
871;623709;0;PP PUB ADH EXO CEE;charge;;;True;True;1
872;623710;0;ANNONCE PRESSE;charge;;;True;True;1
873;623711;0;CAT BUREAU ETUDE;charge;;;True;True;1
874;623712;0;VIDEO/PHOTO DIVERS;charge;;;True;True;1
875;623713;0;PLAQUETTE DESSIN TECHNIQUE;charge;;;True;True;1
876;623714;0;PUB PANNEAU;charge;;;True;True;1
877;623715;0;LANCEMENT NOUVEAUX ADHERENTS;charge;;;True;True;1
878;623716;0;CATALOGUE MDD;charge;;;True;True;1
879;623717;0;CAT TECHNIQUE;charge;;;True;True;1
880;623718;0;PACKAGING;charge;;;True;True;1
881;623719;0;PUB.PROMO 3M;charge;;;True;True;1
882;623720;0;PUB.CAT BEAUX ARTS;charge;;;True;True;1
883;623721;0;SITES ADHERENTS;charge;;;True;True;1
884;623722;0;SITE DALBE&MOI;charge;;;True;True;1
885;623723;0;CAT PRODUIT DALBE 2008;charge;;;True;True;1
886;623724;0;DALBEXPO;charge;;;True;True;1
887;623725;0;PUB.PROMO AQUAR+PASTEL;charge;;;True;True;1
888;623726;0;AFFICHES MENSUELLLES;charge;;;True;True;1
889;623727;0;PUB.WINGO;charge;;;True;True;1
890;623728;0;PUB.AQUARELLE BREHAT;charge;;;True;True;1
891;623729;0;PUB.FETE DES MERES;charge;;;True;True;1
892;623730;0;CHEQUE CADEAUX;charge;;;True;True;1
893;623731;0;PUB.NUANCIER CITY;charge;;;True;True;1
894;623732;0;LOGO DALBE;charge;;;True;True;1
895;623733;0;CARTE ETUDIANT ECOLE D'ART;charge;;;True;True;1
896;623734;0;NUANCIER VERITABLE;charge;;;True;True;1
897;623735;0;PUB FIDELYS;charge;;;True;True;1
898;623736;0;SALON ARTS CREATION;charge;;;True;True;1
899;623737;0;PUB FOURREAU CITY;charge;;;True;True;1
900;623738;0;FAITES DE LA PEINTURE;charge;;;True;True;1
901;623739;0;PRINTEMPS BEAUX ARTS;charge;;;True;True;1
902;623740;0;PUB.CARTE VOEUX;charge;;;True;True;1
903;623741;0;PROMO NOUVEAU MAGASIN;charge;;;True;True;1
904;623742;0;PP CONFERENCE DIGITALE;charge;;;True;True;1
905;623743;0;MEUBLES;charge;;;True;True;1
906;623744;0;PUB CONVENTION DALBE;charge;;;True;True;1
907;623745;0;REUNION FRS 2020;charge;;;True;True;1
908;623746;0;ETIQUETTE RAMETTE;charge;;;True;True;1
909;623747;0;GOUACHE DALBE;charge;;;True;True;1
910;623748;0;AFFICHE PASTEL;charge;;;True;True;1
911;623749;0;OPERATION SMAC;charge;;;True;True;1
912;623750;0;PRINTEMPS LOISIRS;charge;;;True;True;1
913;623751;0;ETIQUETTE MAGICOLLE;charge;;;True;True;1
914;623752;0;CAT ENCADREMENT;charge;;;True;True;1
915;623753;0;ZEPHIR;charge;;;True;True;1
916;623754;0;TABLEAUX TOILES;charge;;;True;True;1
917;623755;0;CARTONS TOILES;charge;;;True;True;1
918;623756;0;CHASSIS MIXTES;charge;;;True;True;1
919;623757;0;KIT CHASSIS;charge;;;True;True;1
920;623758;0;CD ROM;charge;;;True;True;1
921;623759;0;CAT ARTS GRAPHIQUES;charge;;;True;True;1
922;623760;0;CAT RENTRﾉE DES ARTS;charge;;;True;True;1
923;623761;0;CAT RENTRﾉE SCOLAIRE;charge;;;True;True;1
924;623762;0;PACKAGING PIGMENTS;charge;;;True;True;1
925;623763;0;PUB NUANCIER MAGNUM;charge;;;True;True;1
926;623764;0;CATALOGUE ARTEO;charge;;;True;True;1
927;623765;0;AFFICHES FIN D 'ANNEE;charge;;;True;True;1
928;623766;0;PUB NUANCIER ACRYLIA;charge;;;True;True;1
929;623767;0;CAT SUPPORT ET CONSOM;charge;;;True;True;1
930;623768;0;CATALOG NOEL DECO;charge;;;True;True;1
931;623769;0;PP PUB EXTERIEUR;charge;;;True;True;1
932;623770;0;AFFICHE ABRIS BUS-4X3;charge;;;True;True;1
933;623771;0;CAT PERLES ET MOI;charge;;;True;True;1
934;623772;0;PROMO MARIAGE;charge;;;True;True;1
935;623773;0;DALBISATION DES VOITURES;charge;;;True;True;1
936;623774;0;ESPACE ENCADREMENT;charge;;;True;True;1
937;623775;0;GAMME DB TWIN;charge;;;True;True;1
938;623776;0;TOP DE DALBE;charge;;;True;True;1
939;623777;0;PUB RADIO;charge;;;True;True;1
940;623778;0;CAT BOOK;charge;;;True;True;1
941;623779;0;PROMO ACRYLIQUE;charge;;;True;True;1
942;623780;0;PUB.PROMO FIN D ANNEE;charge;;;True;True;1
943;623781;0;CAT PRINTEMPS LOISIRS;charge;;;True;True;1
944;623782;0;PUB.CATALOGUE FIN  ANNEE;charge;;;True;True;1
945;623783;0;PUB.PROMO TECHNIQUE;charge;;;True;True;1
946;623784;0;AFFICHES PROMO DESSIN;charge;;;True;True;1
947;623785;0;PROMO SCRAPBOOKING;charge;;;True;True;1
948;623786;0;MAILING DALBE & MOI;charge;;;True;True;1
949;623787;0;L'ART ET LA MATIERE \(MAI\);charge;;;True;True;1
950;623790;0;AFFICHES LOISIRS CREATIFS;charge;;;True;True;1
951;623791;0;PROMO BLC 623795;charge;;;True;True;1
952;623792;0;PLAQUETTE DALBE;charge;;;True;True;1
953;623793;0;PUB. HALLOWEEN;charge;;;True;True;1
954;623794;0;AFFICHES PROMO BOOKS;charge;;;True;True;1
955;623795;0;CAT MOIS DU BLANC;charge;;;True;True;1
956;623796;0;CAT COLLECTIVITE;charge;;;True;True;1
957;623797;0;PROMO AQUARELLE;charge;;;True;True;1
958;623798;0;GAMME CRAYODALBE;charge;;;True;True;1
959;623799;0;GAMME AGOUA;charge;;;True;True;1
960;623800;0;DONS POURBOIRES;charge;;;True;True;1
961;623898;0;PORTAIL;charge;;;True;True;1
962;623899;0;PROMO DIGIDALBE/CARTOUCHE;charge;;;True;True;1
967;624000;0;PERSONNEL EXTERIEUR;charge;;;True;True;1
968;624099;0;DEMENAGEMENT ST OUEN;charge;;;True;True;1
969;624100;0;PORTS SUR ACHATS;charge;;;True;True;1
970;624101;0;PORT SUR ACHAT GD IMPORT;charge;;;True;True;1
971;624102;0;PORT ACHAT SUPER U;charge;;;True;True;1
972;624200;0;PORTS SUR VENTES;charge;;;True;True;1
973;624800;0;TRANSPORTS DIVERS;charge;;;True;True;1
975;625100;0;VOY.DEPL.A LA CH.DE DALBE;charge;;;True;True;1
976;625101;0;PARKING;charge;;;True;True;1
977;625110;0;DEPLACEMENT SALARIE;charge;;;True;True;1
978;625120;0;DALBE EXPO;charge;;;True;True;1
979;625500;0;FRAIS REUNION/CA;charge;;;True;True;1
980;625700;0;REUNIONS EXECUTIFS;charge;;;True;True;1
981;625701;0;REUNIONS PLEINIERES;charge;;;True;True;1
982;625702;0;VOYAGE JORDANIE;charge;;;True;True;1
983;625703;0;FRAIS REUNIONS REGIONS;charge;;;True;True;1
984;625704;0;CONVENTION;charge;;;True;True;1
985;625710;0;RECEPT. A LA CH.DE DALBE;charge;;;True;True;1
986;625711;0;REUNION ASSEMBLEE GENERAL;charge;;;True;True;1
987;625712;0;FRAIS RECEPT;charge;;;True;True;1
988;625713;0;CONVENTION VENDEURS;charge;;;True;True;1
989;626000;0;TELEPHONE ST DENIS;charge;;;True;True;1
990;626001;0;TELECOM LONRAI;charge;;;True;True;1
991;626009;0;AFFRAN LONRAI;charge;;;True;True;1
992;626010;0;AFFRANCH STDENIS;charge;;;True;True;1
993;626011;0;ROUTAGE CATALOG DESSIN;charge;;;True;True;1
994;626012;0;AFFRANCHISSEMENT CEV;charge;;;True;True;1
998;627000;0;SERVICES BANCAIRES;charge;;;True;True;1
999;627100;0;FRAIS REGLEMENTS IMPORT.;charge;;;True;True;1
1000;627200;0;FRAIS PGE;charge;;;True;True;1
1001;628100;0;COTISATIONS DIVERSES;charge;;;True;True;1
1002;628101;0;COTISATION CEV;charge;;;True;True;1
1003;628109;0;COTISATION HORS CEE;charge;;;True;True;1
1004;631200;0;TAXE D'APPRENTISSAGE;charge;;;True;True;1
1005;631201;0;TAXE APP ALENCON;charge;;;True;True;1
1006;631300;0;FONGECIF;charge;;;True;True;1
1007;631301;0;FORMATION CONTINUE;charge;;;True;True;1
1008;631400;0;AGEFIPH;charge;;;True;True;1
1009;633300;0;FORMATION CONTINUE;charge;;;True;True;1
1010;633301;0;FORMATION CONTINUE LONRAI;charge;;;True;True;1
1011;633400;0;1% LOGEMENT;charge;;;True;True;1
1012;633401;0;1% LOGEMENT LONRAI;charge;;;True;True;1
1013;633800;0;TAXES DIVERSES;charge;;;True;True;1
1014;635100;0;DECHETS COMMERCIAUX;charge;;;True;True;1
1015;635110;0;TAXE PROFESSIONNELLE;charge;;;True;True;1
1016;635111;0;CFE VAE;charge;;;True;True;1
1017;635112;0;CFE CVAE;charge;;;True;True;1
1018;635130;0;TAXES FONCIERES LONRAI;charge;;;True;True;1
1019;635131;0;TAXES FONCIER & BUREAU 93;charge;;;True;True;1
1020;635132;0;TAXE SUR BUREAUX;charge;;;True;True;1
1021;635140;0;TAXE BUREAUX ST DENIS;charge;;;True;True;1
