"importId";"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"company.importId";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"commonPosition";"serviceType_code";"defaultTax.code"
338;355100;355000;"Finished goods (or group) A";"currentAsset";;1;;;;;2;"NDAS";
339;355200;355000;"Finished goods (or group) B";"currentAsset";;1;;;;;2;"NDAS";
340;358000;35;"Residual products (or material recovery)";"currentAsset";;1;;;;;2;"NDAS";
341;358100;358000;"Waste";"currentAsset";;1;;;;;2;"NDAS";
342;358500;358000;"Garbage";"currentAsset";;1;;;;;2;"NDAS";
343;358600;358000;"Materials recovery";"currentAsset";;1;;;;;2;"NDAS";
344;36;"CL3";"Stocks from capital";"view";;1;;;;;2;"NDAS";
345;37;"CL3";"Merchandise inventories";"view";;1;;;;;2;"NDAS";
346;371000;37;"Goods (or group) A";"currentAsset";;1;;;;;2;"NDAS";
347;372000;37;"Goods (or group) B";"currentAsset";;1;;;;;2;"NDAS";
348;38;"CL3";"Inventory en route";"view";;1;;;;;2;"NDAS";
349;39;"CL3";"Impairment of inventory and WIP";"view";;1;;;;;2;"NDAS";
350;391000;39;"Impairment of raw materials (supplies)";"currentAsset";;1;;;;;2;"NDAS";
351;391100;391000;"Subjects (or group) A";"currentAsset";;1;;;;;0;"NDAS";
352;391200;391000;"Material (or group) B";"currentAsset";;1;;;;;2;"NDAS";
353;391700;391000;"Supplies A, B, C, ..";"currentAsset";;1;;;;;2;"NDAS";
354;392000;39;"Impairment of other supplies";"currentAsset";;1;;;;;2;"NDAS";
355;392100;392000;"Consumables (same breakdown as the account 321)";"currentAsset";;1;;;;;2;"NDAS";
356;392200;392000;"Consumables (same breakdown as the account 322)";"currentAsset";;1;;;;;2;"NDAS";
357;392600;392000;"Packaging (same breakdown as the account 326)";"currentAsset";;1;;;;;2;"NDAS";
358;393000;39;"Impairment of in-process goods";"currentAsset";;1;;;;;2;"NDAS";
359;393100;393000;"Products in (same breakdown as Account 331)";"currentAsset";;1;;;;;1;"NDAS";
360;393500;393000;"Work in progress (same breakdown as the account 335)";"currentAsset";;1;;;;;2;"NDAS";
361;394000;39;"Impairment of in-process services";"currentAsset";;1;;;;;1;"NDAS";
362;394100;394000;"Ongoing studies (same breakdown as the account 341)";"currentAsset";;1;;;;;2;"NDAS";
363;394500;394000;"Services in progress (same breakdown as Account 345)";"currentAsset";;1;;;;;2;"NDAS";
364;395000;39;"Impairment of inventories of";"currentAsset";;1;;;;;2;"NDAS";
365;395100;395000;"Intermediate products (same breakdown as the account 351)";"currentAsset";;1;;;;;2;"NDAS";
366;395500;395000;"Finished goods (same breakdown as the account 355)";"currentAsset";;1;;;;;0;"NDAS";
367;397000;39;"Provisions for depreciation of stocks of goods";"currentAsset";;1;;;;;2;"NDAS";
368;397100;397000;"Goods (or group) A";"currentAsset";;1;;;;;0;"NDAS";
369;397200;397000;"Goods (or group) B";"currentAsset";;1;;;;;2;"NDAS";
370;40;"CL4";"Trade accounts payable";"view";;1;;;;;2;"NDAS";
371;400000;40;"Trade accounts payable";"payable";"true";1;;;;;2;"NDAS";
372;401;40;"Suppliers";"payable";"true";1;;"true";;;2;"NDAS";
373;401100;401;"Suppliers - Purchases of goods and services";"payable";"true";1;"411100|411700|416000";"true";;;1;"DAS2";
374;401700;401;"Suppliers - Holdbacks";"payable";"true";1;"411100|411700|416000";"true";;;2;"NDAS";
375;403000;40;"Payable - Notes Payable";"payable";"true";1;;;;;2;"NDAS";
376;404000;40;"Fixed asset suppliers";"payable";"true";1;;;;;2;"NDAS";
377;404100;404000;"Suppliers - Purchases of capital assets";"payable";"true";1;;;;;1;"DAS2";
378;404700;404000;"Suppliers of capital - Holdbacks";"payable";"true";1;;;;;2;"NDAS";
379;405000;40;"Suppliers of capital - Notes Payable";"payable";"true";1;;;;;2;"NDAS";
380;408000;40;"Suppliers - Invoices not received";"payable";"true";1;;;;;2;"NDAS";
381;408100;408000;"Suppliers";"payable";"true";1;;;;;2;"NDAS";
382;408400;408000;"Fixed asset suppliers";"payable";"true";1;;;;;2;"NDAS";
383;408800;408000;"Suppliers - Accrued interest";"payable";"true";1;;;;;2;"NDAS";
384;409;40;"Receivables from suppliers";"payable";;1;;;;;2;"NDAS";
385;409100;409;"Suppliers - Advances and prepayments";"payable";"true";1;;"true";;;2;"NDAS";
386;409600;409;"Suppliers - Claims for packaging and equipment to make";"currentAsset";"true";1;;;;;2;"NDAS";
387;409700;409;"Suppliers - Other assets";"currentAsset";"true";1;;;;;2;"NDAS";
388;409710;409700;"Providers operating";"currentAsset";"true";1;;;;;2;"NDAS";
389;409740;409700;"Fixed asset suppliers";"currentAsset";"true";1;;;;;2;"NDAS";
390;409800;409;"Discounts, rebates, discounts available and other assets not yet received";"currentAsset";"true";1;;;;;2;"NDAS";
391;41;"CL4";"Accounts receivable";"view";;1;;;;;2;"NDAS";
392;410000;41;"Accounts receivable";"receivable";"true";1;;;;;2;"NDAS";
393;411;41;"Customer";"receivable";"true";1;;"true";;;2;"NDAS";
394;411100;411;"Customers - Sales of goods or services";"receivable";"true";1;"401100|401700|416000";"true";;;2;"NDAS";
395;411700;411;"Customer - Holdbacks";"receivable";"true";1;"401100|401700|416000";"true";;;2;"NDAS";
396;413000;41;"Customers - Accounts Receivable";"receivable";;1;;;;;2;"NDAS";
397;416000;41;"Doubtful or disputed";"receivable";"true";1;"401100|401700|411100|411700";"true";;;2;"NDAS";
398;418000;41;"Customers - unbilled";"receivable";"true";1;;;;;2;"NDAS";
399;418100;418000;"Customer - Unbilled";"receivable";"true";1;;;;;1;"NDAS";
400;418800;418000;"Customer - Accrued interest";"receivable";"true";1;;;;;2;"NDAS";
401;419000;41;"Customer prepayments";"receivable";"true";1;;"true";;;2;"NDAS";
402;419100;419000;"Customer - Advances received on orders";"debt";"true";1;;"true";;;1;"NDAS";
403;419600;419000;"Customer - Debts for returnable packaging and material";"debt";"true";1;;"true";;;2;"NDAS";
404;419700;419000;"Customer - Other assets";"debt";"true";1;;"true";;;2;"NDAS";
405;419800;419000;"Rebates, discounts, rebates and other funds to grant to establish";"debt";"true";1;;"true";;;1;"NDAS";
406;42;"CL4";"Personnel and related accounts";"view";;1;;;;;2;"NDAS";
407;421000;42;"Personnel - Compensation due";"debt";;1;;;;;1;"NDAS";
408;422000;42;"Works of establishment";"debt";;1;;;;;2;"NDAS";
409;424000;42;"Employee profit participation";"debt";;1;;;;;2;"NDAS";
410;424600;424000;"Special reserve";"debt";;1;;;;;2;"NDAS";
411;424800;424000;"Current accounts";"debt";;1;;;;;2;"NDAS";
412;425000;42;"People – Advances and prepayment";"receivable";;1;;;;;2;"NDAS";
413;426000;42;"Staff - Deposits";"debt";;1;;;;;0;"NDAS";
414;427000;42;"Staff - Objections";"debt";;1;;;;;1;"NDAS";
415;428000;42;"Staff - Accounts payable and accruals";"debt";;1;;;;;2;"NDAS";
416;428200;428000;"Accrued liabilities for vacation pay";"debt";;1;;;;;1;"NDAS";
417;428400;428000;"Debts accrued for employee profit sharing results";"debt";;1;;;;;1;"NDAS";
418;428600;428000;"Other accrued liabilities";"debt";;1;;;;;1;"NDAS";
419;428700;428000;"Accrued income";"receivable";;1;;;;;2;"NDAS";
420;43;"CL4";"Social Security and other social agencies";"view";;1;;;;;2;"NDAS";
421;431000;43;"Social Security";"debt";;1;;;;;2;"NDAS";
422;437000;43;"Other social agencies";"debt";;1;;;;;2;"NDAS";
423;438000;43;"Social organizations - Accrued expenses and accrued income";"debt";;1;;;;;2;"NDAS";
424;438200;438000;"Payroll tax on holiday pay";"debt";;1;;;;;2;"NDAS";
425;438600;438000;"Other accrued liabilities";"debt";;1;;;;;2;"NDAS";
426;438700;438000;"Accrued income";"receivable";;1;;;;;2;"NDAS";
427;44;"CL4";"State and other public";"view";;1;;;;;2;"NDAS";
428;441000;44;"State - Grants receivable";"receivable";;1;;;;;2;"NDAS";
429;441100;441000;"Investment subsidies";"receivable";;1;;;;;2;"NDAS";
430;441700;441000;"Operating subsidies";"receivable";;1;;;;;2;"NDAS";
431;441800;441000;"Matching grants";"receivable";;1;;;;;2;"NDAS";
432;441900;441000;"Advances on grants";"receivable";;1;;;;;2;"NDAS";
433;442000;44;"State-Taxes recoverable from third parties";"tax";;1;;;;;2;"NDAS";
434;442400;442000;"Bond";"tax";;1;;;;;2;"NDAS";
435;442500;442000;"Related";"tax";;1;;;;;2;"NDAS";
436;443000;44;"Special operations with the State, public authorities, international agencies";"tax";;1;;;;;2;"NDAS";
437;443100;443000;"Sovereign debt resulting from the elimination of the rule of one-month delay in VAT";"receivable";;1;;;;;2;"NDAS";
438;443800;443000;"Accrued interest on debt on the accounts 4431";"tax";;1;;;;;2;"NDAS";
439;444000;44;"State - Income taxes";"tax";;1;;;;;0;"NDAS";
440;445000;44;"State - Taxes on turnover";"tax";;1;;;;;2;"NDAS";
441;445200;445000;"Intra-Community VAT payable";"tax";;1;;;;;2;"NDAS";
442;445201;445000;"Intra-Community VAT payable 19.6%";"tax";;1;;;;;2;"NDAS";
443;445202;445000;"Intra-Community VAT payable 5.5%";"tax";;1;;;;;2;"NDAS";
444;445203;445000;"current accounts";"tax";;1;;;;;2;"NDAS";
445;445500;445000;"People - Advances";"tax";;1;;;;;2;"NDAS";
446;445510;445500;"VAT to be disbursed";"tax";;1;;;;;2;"NDAS";
447;445511;445510;"VAT N to be disbursed (19.6%)";"tax";;1;;;;;2;"NDAS";
448;445512;445510;"VAT R1 to be disbursed (7%)";"tax";;1;;;;;2;"NDAS";
449;445513;445510;"VAT R2 to be disbursed (5.5%)";"tax";;1;;;;;2;"NDAS";
450;445514;445510;"VAT to be disbursed (other rate : U...)";"tax";;1;;;;;2;"NDAS";
451;445580;445500;"Similar taxes to VAT";"tax";;1;;;;;2;"NDAS";
452;445600;445000;"Taxes on turnover deductible";"tax";;1;;;;;2;"NDAS";
453;445620;445600;"VAT on fixed assets";"tax";;1;;;;;0;"NDAS";
454;445630;445600;"VAT transferred by other companies";"tax";;1;;;;;2;"NDAS";
455;445660;445600;"VAT on other goods and services";"tax";;1;;;;;2;"NDAS";
456;445662;445600;"Intra-deductible VAT";"tax";;1;;;;;2;"NDAS";
457;445670;445600;"VAT credit to postpone";"tax";;1;;;;;2;"NDAS";
458;445680;445600;"Similar taxes to VAT";"tax";;1;;;;;2;"NDAS";
459;445700;445000;"Tax revenues collected by the company";"tax";;1;;;;;2;"NDAS";
460;445710;445700;"VAT collected";"tax";;1;;;;;2;"NDAS";
461;445711;445710;"VAT N collected 19.6%";"tax";;1;;;;;1;"NDAS";
462;445712;445710;"VAT R1 collected 7%";"tax";;1;;;;;1;"NDAS";
463;445713;445710;"VAT R2 collected 5.5%";"tax";;1;;;;;0;"NDAS";
464;445714;445710;"VAT collection (other rate : U …)";"tax";;1;;;;;0;"NDAS";
465;445780;445700;"Similar taxes to VAT";"tax";;1;;;;;0;"NDAS";
466;445800;445000;"Taxes on turnover to regulate or pending";"tax";;1;;;;;2;"NDAS";
467;445810;445800;"Installments - Simplified tax";"tax";;1;;;;;2;"NDAS";
468;445820;445800;"Installments - Package Plan";"tax";;1;;;;;2;"NDAS";
469;445830;445800;"Reimbursement of taxes on turnover requested";"tax";;1;;;;;1;"NDAS";
470;445840;445800;"VAT recovered in advance";"tax";;1;;;;;2;"NDAS";
471;445860;445800;"Taxes on sale invoices not received";"tax";;1;;;;;2;"NDAS";
472;445870;445800;"Taxes on sale invoices to determine";"tax";;1;;;;;1;"NDAS";
473;446000;44;"Secured bonds";"tax";;1;;;;;2;"NDAS";
474;447000;44;"Other taxes, fees and similar payments";"tax";;1;;;;;2;"NDAS";
475;448000;44;"State - Accrued expenses and accrued income";"tax";;1;;;;;2;"NDAS";
476;448200;448000;"Tax burden on holiday pay";"tax";;1;;;;;2;"NDAS";
477;448600;448000;"Accruals";"tax";;1;;;;;2;"NDAS";
478;448700;448000;"Accrued income";"tax";;1;;;;;0;"NDAS";
479;449000;44;"Emission allowances to be returned to the State";"tax";;1;;;;;2;"NDAS";
480;45;"CL4";"Group and associates";"view";;1;;;;;2;"NDAS";
481;451000;45;"Group";"receivable";;1;;;;;2;"NDAS";
482;455000;45;"Associates - Current Account";"receivable";;1;;;;;2;"NDAS";
483;455100;455000;"Main";"receivable";;1;;;;;0;"NDAS";
484;455800;455000;"Accrued Interest";"receivable";;1;;;;;2;"NDAS";
485;456000;45;"Associate - Capital transactions";"receivable";;1;;;;;2;"NDAS";
486;456100;456000;"Associate - Accounts contribution in society";"receivable";;1;;;;;2;"NDAS";
487;456110;456100;"Contributions in kind";"receivable";;1;;;;;2;"NDAS";
488;456150;456100;"Cash contributions";"receivable";;1;;;;;2;"NDAS";
489;456200;456000;"Contributors - Called up capital, unpaid";"receivable";;1;;;;;2;"NDAS";
490;456210;456200;"Shareholders - Capital subscribed and called, unpaid";"receivable";;1;;;;;2;"NDAS";
491;456250;456200;"Associates - Called up capital, unpaid";"receivable";;1;;;;;2;"NDAS";
492;456300;456000;"Associates - Payments received on capital increase";"receivable";;1;;;;;2;"NDAS";
493;456400;456000;"Associates - Advance payments";"receivable";;1;;;;;2;"NDAS";
494;456600;456000;"Shareholders failed";"receivable";;1;;;;;2;"NDAS";
495;456700;456000;"Associate - Capital repayment";"receivable";;1;;;;;2;"NDAS";
496;457000;45;"Shareholders - Dividends payable";"debt";;1;;;;;0;"NDAS";
497;458000;45;"Associates - joint ventures and GIE";"receivable";;1;;;;;2;"NDAS";
498;458100;458000;"Current Operations";"receivable";;1;;;;;0;"NDAS";
499;458800;458000;"Accrued Interest";"receivable";;1;;;;;2;"NDAS";
500;46;"CL4";"Sundry debtors and sundry creditors";"view";;1;;;;;2;"NDAS";
501;462000;46;"Receivables from sale of property";"receivable";;1;;;;;0;"NDAS";
502;464000;46;"Debt related to acquisition of investment securities";"debt";;1;;;;;0;"NDAS";
503;465000;46;"Receivables from sale of marketable securities";"receivable";;1;;;;;2;"NDAS";
504;467000;46;"Other accounts receivable or payable";"view";"true";1;;;;;2;"NDAS";
505;468000;46;"Miscellaneous - Accrued expenses and accrued income";"receivable";;1;;;;;2;"NDAS";
506;468600;468000;"Accruals";"debt";;1;;;;;2;"NDAS";
507;468700;468000;"Accrued income";"receivable";;1;;;;;2;"NDAS";
508;47;"CL4";"Prepayments or waiting";"view";;1;;;;;2;"NDAS";
509;471000;47;"Suspense Accounts 1";"receivable";;1;;;;;0;"NDAS";
510;472000;47;"Suspense accounts 2";"receivable";;1;;;;;0;"NDAS";
511;473000;47;"Suspense accounts 3";"receivable";;1;;;;;2;"NDAS";
512;474000;47;"Suspense accounts 4";"receivable";;1;;;;;0;"NDAS";
513;475000;47;"Suspense accounts 5";"receivable";;1;;;;;2;"NDAS";
514;476000;47;"Translation differences - ASSETS";"receivable";;1;;;;;2;"NDAS";
515;476100;476000;"Decrease in receivables";"receivable";;1;;;;;2;"NDAS";
516;476200;476000;"Increase in payables";"receivable";;1;;;;;2;"NDAS";
517;476800;476000;"Differences offset by hedging";"receivable";;1;;;;;2;"NDAS";
518;477000;47;"Translation differences - Liabilities";"debt";;1;;;;;2;"NDAS";
519;477100;477000;"Increase in receivables";"debt";;1;;;;;1;"NDAS";
520;477200;477000;"Decrease in debt";"debt";;1;;;;;1;"NDAS";
521;477800;477000;"Differences offset by hedging";"debt";;1;;;;;2;"NDAS";
522;478000;47;"Other transitory accounts";"view";;1;;;;;2;"NDAS";
523;48;"CL4";"Accruals";"view";;1;;;;;2;"NDAS";
524;481000;48;"Accrued Deferred";"receivable";;1;;;;;2;"NDAS";
525;481600;481000;"Issue costs of borrowings";"receivable";;1;;;;;2;"NDAS";
526;486000;48;"Prepaid expenses";"receivable";;1;;;;;2;"NDAS";
527;487000;48;"Deferred income";"debt";;1;;;;;2;"NDAS";
528;488000;48;"Accounts of periodic distribution of income and expense";"view";;1;;;;;2;"NDAS";
529;488600;488000;"Charges";"debt";;1;;;;;2;"NDAS";
530;488700;488000;"Products";"receivable";;1;;;;;2;"NDAS";
531;489000;48;"Emission allowances allocated by the State";"receivable";;1;;;;;2;"NDAS";
532;49;"CL4";"Impairment of accounts of others";"view";;1;;;;;2;"NDAS";
533;491000;49;"Impairment of client accounts";"debt";;1;;;;;1;"NDAS";
534;495000;49;"Depreciation of the group and associates";"debt";;1;;;;;2;"NDAS";
535;495100;495000;"Group accounts";"debt";;1;;;;;2;"NDAS";
536;495500;495000;"Current accounts of shareholders";"debt";;1;;;;;0;"NDAS";
537;495800;495000;"Joint ventures and GIE";"debt";;1;;;;;2;"NDAS";
538;496000;49;"Impairment of sundry debtors";"receivable";;1;;;;;2;"NDAS";
539;496200;496000;"Receivables from sale of property";"receivable";;1;;;;;2;"NDAS";
540;496500;496000;"Receivables from sale of marketable securities";"receivable";;1;;;;;2;"NDAS";
541;496700;496000;"Other accounts receivable";"receivable";;1;;;;;0;"NDAS";
542;50;"CL5";"Marketable securities";"view";;1;;;;;2;"NDAS";
543;501000;50;"Shares in affiliated companies";"cash";;1;;;;;2;"NDAS";
544;502000;50;"Treasury shares";"cash";;1;;;;;0;"NDAS";
545;503000;50;"Actions";"cash";;1;;;;;2;"NDAS";
546;503100;503000;"Listed securities";"cash";;1;;;;;2;"NDAS";
547;503500;503000;"Unlisted";"cash";;1;;;;;2;"NDAS";
548;504000;50;"Other securities conferring the right of ownership";"cash";;1;;;;;2;"NDAS";
549;505000;50;"Bonds and notes issued by the company and purchased by it";"cash";;1;;;;;2;"NDAS";
550;506000;50;"Bonds";"cash";;1;;;;;2;"NDAS";
551;506100;506000;"Listed securities";"cash";;1;;;;;2;"NDAS";
552;506500;506000;"Unlisted";"cash";;1;;;;;2;"NDAS";
553;507000;50;"Treasury bills and certificates of deposit in the short term";"cash";;1;;;;;2;"NDAS";
554;508000;50;"Other marketable securities and other similar debts";"cash";;1;;;;;2;"NDAS";
555;508100;508000;"Other securities";"cash";;1;;;;;0;"NDAS";
556;508200;508000;"Warrants";"cash";;1;;;;;2;"NDAS";
557;508800;508000;"Accrued interest on bonds, bills and similar securities";"cash";;1;;;;;0;"NDAS";
558;509000;50;"Payments outstanding on marketable securities uncleared";"cash";;1;;;;;2;"NDAS";
559;51;"CL5";"Banks and similar financial institutions";"view";;1;;;;;2;"NDAS";
560;511000;51;"Items for collection";"cash";;1;;;;;2;"NDAS";
561;511100;511000;"Coupons due for collection";"cash";;1;;;;;0;"NDAS";
562;511200;511000;"Cheque cashing";"cash";;1;;;;;2;"NDAS";
563;511300;511000;"Collection items";"cash";;1;;;;;0;"NDAS";
564;511400;511000;"Bills discounting";"cash";;1;;;;;0;"NDAS";
565;511500;511000;"Credit card cashed";"cash";;1;;;;;2;"NDAS";
566;512;51;"Banks";"cash";;1;;;;;2;"NDAS";
567;512100;512;"Accounts in national currency";"cash";;1;;;;;2;"NDAS";
568;512400;512;"Currency Accounts";"cash";;1;;;;;2;"NDAS";
569;514000;51;"Giro";"cash";;1;;;;;2;"NDAS";
570;515000;51;"Treasury funds and public institutions";"cash";;1;;;;;2;"NDAS";
571;516000;51;"Brokerage firms";"cash";;1;;;;;2;"NDAS";
572;517000;51;"Other financial institutions";"cash";;1;;;;;2;"NDAS";
573;518000;51;"Accrued Interest";"cash";;1;;;;;2;"NDAS";
574;518100;518000;"Accrued interest payable";"cash";;1;;;;;2;"NDAS";
575;518800;518000;"Accrued interest receivable";"cash";;1;;;;;2;"NDAS";
576;519000;51;"Bank overdrafts";"cash";;1;;;;;2;"NDAS";
577;519100;519000;"Credit mobilization of commercial debt (CMCC)";"cash";;1;;;;;1;"NDAS";
578;519300;519000;"Mobilization of claims arising abroad";"cash";;1;;;;;2;"NDAS";
579;519800;519000;"Accrued interest on bank overdrafts";"cash";;1;;;;;2;"NDAS";
580;52;"CL5";"Cash instruments";"view";;1;;;;;2;"NDAS";
581;53;"CL5";"Fund";"view";;1;;;;;2;"NDAS";
582;531000;53;"Box office";"cash";;1;;;;;2;"NDAS";
583;531100;531000;"Cash in national currency";"cash";;1;;;;;2;"NDAS";
584;531400;531000;"Fund currency";"cash";;1;;;;;2;"NDAS";
585;532000;53;"Fund branch (or factory) A";"cash";;1;;;;;2;"NDAS";
586;533000;53;"Fund branch (or factory) B";"cash";;1;;;;;2;"NDAS";
587;54;"CL5";"Imprest accounts and credentials";"view";;1;;;;;0;"NDAS";
588;58;"CL5";"Internal transfers";"view";;1;;;;;2;"NDAS";
589;580100;58;"Internal transfers";"cash";;1;;;;;2;"NDAS";
590;580200;58;"Cashier closure differences";"cash";;1;;;;;2;"NDAS";
591;580300;58;"Payment variances";"cash";;1;;;;;2;"NDAS";
592;59;"CL5";"Impairment of financial accounts";"view";;1;;;;;2;"NDAS";
593;590000;59;"Impairment of marketable securities";"cash";;1;;;;;2;"NDAS";
594;590300;59;"Actions";"cash";;1;;;;;2;"NDAS";
595;590400;59;"Other securities conferring the right of ownership";"cash";;1;;;;;2;"NDAS";
596;590600;59;"Bonds";"cash";;1;;;;;2;"NDAS";
597;590800;59;"Other investment securities and related receivables (provisions)";"cash";;1;;;;;2;"NDAS";
598;60;"CL6";"Purchases (except 603)";"view";;1;;;"true";"true";2;"NDAS";
599;601000;60;"Stored purchase - Raw (and supplies)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
600;601100;601000;"Subjects (or group) A";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
601;601200;601000;"Material (or group) B";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
602;601700;601000;"Supplies A, B, C, ..";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
603;602000;60;"Stored purchase - Other supplies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
604;602100;602000;"Consumables";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
605;602110;602100;"Material (or group) C";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
606;602120;602100;"Material (or group) D";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
607;602200;602000;"Consumables";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
608;602210;602200;"Fuels";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
609;602220;602200;"Cleaning Products";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
610;602230;602200;"Shop Supplies and factory";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
611;602240;602200;"Store supplies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
612;602250;602200;"Office Supplies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
613;602600;602000;"Packaging";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
614;602610;602600;"Packaging waste";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
615;602650;602600;"Returnable packaging unidentifiable";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
616;602670;602600;"Mixed-use packaging";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
617;603000;60;"Changes in inventories (supplies and goods)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
618;603100;603000;"Changes in inventories of raw materials (supplies)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
619;603200;603000;"Change in stocks of other supplies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
620;603700;603000;"Changes in inventories of goods";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
621;604000;60;"Purchases of studies and services";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
622;605000;60;"Purchases of equipment and work equipment";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
623;606000;60;"Non stored purchase of materials and supplies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
624;606100;606000;"Non-storable supplies (water, energy ...)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
625;606300;606000;"Maintenance supplies and small equipment";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
626;606400;606000;"Administrative supplies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
627;606800;606000;"Other materials and supplies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
628;607000;60;"Purchases of goods";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
629;607100;607000;"Commodity (or group) A";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
630;607200;607000;"Commodity (or group) B";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
631;608000;60;"Incidentals included purchase";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
632;609000;60;"Discounts, rebates and discounts available on purchase";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
633;609100;609000;"- raw materials (supplies)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
634;609200;609000;"- other supplies stored";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
635;609400;609000;"- studies and services";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
636;609500;609000;"- materials, equipment and work";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
637;609600;609000;"- non-stock supplies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
638;609700;609000;"- Merchandise";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
639;609800;609000;"Rebates, discounts and rebates Unrestricted";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
640;61;"CL6";"Outdoor Services";"view";;1;;;"true";"true";2;"NDAS";"N_D"
641;611000;61;"Subcontracting";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
642;612000;61;"Leasing charges";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
643;612200;612000;"Equipment leasing";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
644;612500;612000;"Property leasing";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
645;613000;61;"Rentals";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
646;613200;613000;"Property rentals";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
647;613500;613000;"Real estate rentals";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
648;613600;613000;"Malis on packaging";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
649;614000;61;"Charges and condominium";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
650;615000;61;"Maintenance and repairs";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
651;615200;615000;"- on property";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
652;615500;615000;"- on movable";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
653;615600;615000;"Maintenance";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
654;616000;61;"Insurance Premiums";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
655;616100;616000;"Casualty";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
656;616200;616000;"Compulsory insurance building damage";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
657;616300;616000;"Transportation Insurance";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
658;616360;616300;"Transport insurance on purchase";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
659;616370;616300;"Transportsur insurance sale";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
660;616380;616300;"Transport insurance on other property";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
661;616400;616000;"Operating Risks";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
662;616500;616000;"Insolvent customers";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
663;617000;61;"Research and Studies";"charge";;1;;;"true";"true";2;"HONO";"N_D"
664;618000;61;"Miscellaneous";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
665;618100;618000;"General Documentation";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
666;618300;618000;"Technical Documentation";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
667;618500;618000;"Expenses of conferences, seminars, conferences";"charge";;1;;;"true";"true";2;"HONO";"N_D"
