"code";"wording";"supplementaryUnit";"parentCode"
"2805 30 40";"Métaux alcalins ou alcalino-terreux; métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux; mercure > Métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux > autres > d'une pureté égale ou supérieure à 95 % en poids > Scandium";"-";"2805 30"
"2805 30 80";"Métaux alcalins ou alcalino-terreux; métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux; mercure > Métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux > autres > autres";"-";"2805 30"
"2805 40";"Métaux alcalins ou alcalino-terreux; métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux; mercure > Mercure";"";"2805"
"2805 40 10";"Métaux alcalins ou alcalino-terreux; métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux; mercure > Mercure > présenté en bonbonnes d'un contenu net de 34,5 kg (poids standard) et dont la valeur fob, par bonbonne, n'excède pas 224 €";"-";"2805 40"
"2805 40 90";"Métaux alcalins ou alcalino-terreux; métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux; mercure > Mercure > autre";"-";"2805 40"
"2806";"Chlorure d'hydrogène (acide chlorhydrique); acide chlorosulfurique";"";"28"
"2806 10 00";"Chlorure d'hydrogène (acide chlorhydrique); acide chlorosulfurique > Chlorure d'hydrogène (acide chlorhydrique)";"-";"2806"
"2806 20 00";"Chlorure d'hydrogène (acide chlorhydrique); acide chlorosulfurique > Acide chlorosulfurique";"-";"2806"
"2807 00 00";"Acide sulfurique; oléum";"-";"28"
"2808 00 00";"Acide nitrique; acides sulfonitriques";"-";"28"
"2809";"Pentaoxyde de diphosphore; acide phosphorique; acides polyphosphoriques, de constitution chimique définie ou non";"";"28"
"2809 10 00";"Pentaoxyde de diphosphore; acide phosphorique; acides polyphosphoriques, de constitution chimique définie ou non > Pentaoxyde de diphosphore";"kg P2O5";"2809"
"2809 20 00";"Pentaoxyde de diphosphore; acide phosphorique; acides polyphosphoriques, de constitution chimique définie ou non > Acide phosphorique et acides polyphosphoriques";"kg P2O5";"2809"
"2810 00";"Oxydes de bore; acides boriques";"";"28"
"2810 00 10";"Oxydes de bore; acides boriques > Trioxyde de dibore";"-";"2810 00"
"2810 00 90";"Oxydes de bore; acides boriques > autres";"-";"2810 00"
"2811";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques";"";"28"
"2811 11 00";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres acides inorganiques > Fluorure d'hydrogène (acide fluorhydrique)";"-";"2811"
"2811 12 00";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres acides inorganiques > Cyanure d’hydrogène (acide cyanhydrique)";"-";"2811"
"2811 19";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres acides inorganiques > autres";"";"2811"
"2811 19 10";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres acides inorganiques > autres > Bromure d'hydrogène (acide bromhydrique)";"-";"2811 19"
"2811 19 80";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres acides inorganiques > autres > autres";"-";"2811 19"
"2811 21 00";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres composés oxygénés inorganiques des éléments non métalliques > Dioxyde de carbone";"-";"2811"
"2811 22 00";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres composés oxygénés inorganiques des éléments non métalliques > Dioxyde de silicium";"-";"2811"
"2811 29";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres composés oxygénés inorganiques des éléments non métalliques > autres";"";"2811"
"2811 29 05";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres composés oxygénés inorganiques des éléments non métalliques > autres > Dioxyde de soufre";"-";"2811 29"
"2811 29 10";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres composés oxygénés inorganiques des éléments non métalliques > autres > Trioxyde de soufre (anhydride sulfurique); trioxyde de diarsenic (anhydride arsénieux)";"-";"2811 29"
"2811 29 30";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres composés oxygénés inorganiques des éléments non métalliques > autres > Oxydes d'azote";"-";"2811 29"
"2811 29 90";"Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques > autres composés oxygénés inorganiques des éléments non métalliques > autres > autres";"-";"2811 29"
"2812";"Halogénures et oxyhalogénures des éléments non métalliques";"";"28"
"2812 11 00";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > Dichlorure de carbonyle (phosgène)";"-";"2812"
"2812 12 00";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > Oxychlorure de phosphore";"-";"2812"
"2812 13 00";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > Trichlorure de phosphore";"-";"2812"
"2812 14 00";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > Pentachlorure de phosphore";"-";"2812"
"2812 15 00";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > Monochlorure de soufre";"-";"2812"
"2812 16 00";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > Dichlorure de soufre";"-";"2812"
"2812 17 00";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > Chlorure de thionyle";"-";"2812"
"2812 19";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > autres";"";"2812"
"2812 19 10";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > autres > de phosphore";"-";"2812 19"
"2812 19 90";"Halogénures et oxyhalogénures des éléments non métalliques > Chlorures et oxychlorures > autres > autres";"-";"2812 19"
"2812 90 00";"Halogénures et oxyhalogénures des éléments non métalliques > autres";"-";"2812"
"2813";"Sulfures des éléments non métalliques; trisulfure de phosphore du commerce";"";"28"
"2813 10 00";"Sulfures des éléments non métalliques; trisulfure de phosphore du commerce > Disulfure de carbone";"-";"2813"
"2813 90";"Sulfures des éléments non métalliques; trisulfure de phosphore du commerce > autres";"";"2813"
"2813 90 10";"Sulfures des éléments non métalliques; trisulfure de phosphore du commerce > autres > Sulfures de phosphore, y compris le trisulfure de phosphore du commerce";"-";"2813 90"
"2813 90 90";"Sulfures des éléments non métalliques; trisulfure de phosphore du commerce > autres > autres";"-";"2813 90"
"2814";"Ammoniac anhydre ou en solution aqueuse (ammoniaque)";"";"28"
"2814 10 00";"Ammoniac anhydre ou en solution aqueuse (ammoniaque) > Ammoniac anhydre";"-";"2814"
"2814 20 00";"Ammoniac anhydre ou en solution aqueuse (ammoniaque) > Ammoniac en solution aqueuse (ammoniaque)";"-";"2814"
"2815";"Hydroxyde de sodium (soude caustique); hydroxyde de potassium (potasse caustique); peroxydes de sodium ou de potassium";"";"28"
"2815 11 00";"Hydroxyde de sodium (soude caustique); hydroxyde de potassium (potasse caustique); peroxydes de sodium ou de potassium > Hydroxyde de sodium (soude caustique) > solide";"-";"2815"
"2815 12 00";"Hydroxyde de sodium (soude caustique); hydroxyde de potassium (potasse caustique); peroxydes de sodium ou de potassium > Hydroxyde de sodium (soude caustique) > en solution aqueuse (lessive de soude caustique)";"kg NaOH";"2815"
"2815 20 00";"Hydroxyde de sodium (soude caustique); hydroxyde de potassium (potasse caustique); peroxydes de sodium ou de potassium > Hydroxyde de potassium (potasse caustique)";"kg KOH";"2815"
"2815 30 00";"Hydroxyde de sodium (soude caustique); hydroxyde de potassium (potasse caustique); peroxydes de sodium ou de potassium > Peroxydes de sodium ou de potassium";"-";"2815"
"2816";"Hydroxyde et peroxyde de magnésium; oxydes, hydroxydes et peroxydes de strontium ou de baryum";"";"28"
"2816 10 00";"Hydroxyde et peroxyde de magnésium; oxydes, hydroxydes et peroxydes de strontium ou de baryum > Hydroxyde et peroxyde de magnésium";"-";"2816"
"2816 40 00";"Hydroxyde et peroxyde de magnésium; oxydes, hydroxydes et peroxydes de strontium ou de baryum > Oxydes, hydroxydes et peroxydes, de strontium ou de baryum";"-";"2816"
"2817 00 00";"Oxyde de zinc; peroxyde de zinc";"-";"28"
"2818";"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium";"";"28"
"2818 10";"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium > Corindon artificiel, chimiquement défini ou non";"";"2818"
"2818 10 11";"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium > Corindon artificiel, chimiquement défini ou non > d'une teneur en oxyde d'aluminium égale ou supérieure à 98,5 % en poids > dont moins de 50 % du poids total consiste en particules d'un diamètre de plus de 10 mm";"-";"2818 10"
"2818 10 19";"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium > Corindon artificiel, chimiquement défini ou non > d'une teneur en oxyde d'aluminium égale ou supérieure à 98,5 % en poids > dont 50 % ou plus du poids total consiste en particules d'un diamètre de plus de 10 mm";"-";"2818 10"
"2818 10 91";"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium > Corindon artificiel, chimiquement défini ou non > d'une teneur en oxyde d'aluminium inférieure à 98,5 % en poids > dont moins de 50 % du poids total consiste en particules d'un diamètre de plus de 10 mm";"-";"2818 10"
"2818 10 99";"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium > Corindon artificiel, chimiquement défini ou non > d'une teneur en oxyde d'aluminium inférieure à 98,5 % en poids > dont 50 % ou plus du poids total consiste en particules d'un diamètre de plus de 10 mm";"-";"2818 10"
"2818 20 00";"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium > Oxyde d'aluminium autre que le corindon artificiel";"-";"2818"
"2818 30 00";"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium > Hydroxyde d'aluminium";"-";"2818"
"2819";"Oxydes et hydroxydes de chrome";"";"28"
"2819 10 00";"Oxydes et hydroxydes de chrome > Trioxyde de chrome";"-";"2819"
"2819 90";"Oxydes et hydroxydes de chrome > autres";"";"2819"
"2819 90 10";"Oxydes et hydroxydes de chrome > autres > Dioxyde de chrome";"-";"2819 90"
"2819 90 90";"Oxydes et hydroxydes de chrome > autres > autres";"-";"2819 90"
"2820";"Oxydes de manganèse";"";"28"
"2820 10 00";"Oxydes de manganèse > Dioxyde de manganèse";"-";"2820"
"2820 90";"Oxydes de manganèse > autres";"";"2820"
"2820 90 10";"Oxydes de manganèse > autres > Oxyde de manganèse contenant en poids 77 % ou plus de manganèse";"-";"2820 90"
"2820 90 90";"Oxydes de manganèse > autres > autres";"-";"2820 90"
"2821";"Oxydes et hydroxydes de fer; terres colorantes contenant en poids 70 % ou plus de fer combiné, évalué en Fe2O3";"";"28"
"2821 10 00";"Oxydes et hydroxydes de fer; terres colorantes contenant en poids 70 % ou plus de fer combiné, évalué en Fe2O3 > Oxydes et hydroxydes de fer";"-";"2821"
"2821 20 00";"Oxydes et hydroxydes de fer; terres colorantes contenant en poids 70 % ou plus de fer combiné, évalué en Fe2O3 > Terres colorantes";"-";"2821"
"2822 00 00";"Oxydes et hydroxydes de cobalt; oxydes de cobalt du commerce";"-";"28"
"2823 00 00";"Oxydes de titane";"-";"28"
"2824";"Oxydes de plomb; minium et mine orange";"";"28"
"2824 10 00";"Oxydes de plomb; minium et mine orange > Monoxyde de plomb (litharge, massicot)";"-";"2824"
"2824 90 00";"Oxydes de plomb; minium et mine orange > autres";"-";"2824"
"2825";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux";"";"28"
"2825 10 00";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > Hydrazine et hydroxylamine et leurs sels inorganiques";"-";"2825"
"2825 20 00";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > Oxyde et hydroxyde de lithium";"-";"2825"
"2825 30 00";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > Oxydes et hydroxydes de vanadium";"-";"2825"
"2825 40 00";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > Oxydes et hydroxydes de nickel";"-";"2825"
"2825 50 00";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > Oxydes et hydroxydes de cuivre";"-";"2825"
"2825 60 00";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > Oxydes de germanium et dioxyde de zirconium";"-";"2825"
"2825 70 00";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > Oxydes et hydroxydes de molybdène";"-";"2825"
"2825 80 00";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > Oxydes d'antimoine";"-";"2825"
"2825 90";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > autres";"";"2825"
"2825 90 11";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > autres > Oxyde, hydroxyde et peroxyde de calcium > Hydroxyde de calcium, d'une pureté en poids de 98 % ou plus sur produit sec sous forme de particules dont: - pas plus d'1 % en poids sont de dimension excédant 75 micromètres, et - pas plus de 4 % en poids sont de dimension inférieure à 1,3 micromètre";"-";"2825 90"
"2825 90 19";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > autres > Oxyde, hydroxyde et peroxyde de calcium > autres";"-";"2825 90"
"2825 90 20";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > autres > Oxyde et hydroxyde de béryllium";"-";"2825 90"
"2825 90 40";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > autres > Oxydes et hydroxydes de tungstène";"-";"2825 90"
"2825 90 60";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > autres > Oxyde de cadmium";"-";"2825 90"
"2825 90 85";"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux > autres > autres";"-";"2825 90"
"2826";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor";"";"28"
"2826 12 00";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor > Fluorures > d'aluminium";"-";"2826"
"2826 19";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor > Fluorures > autres";"";"2826"
"2826 19 10";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor > Fluorures > autres > d'ammonium ou de sodium";"-";"2826 19"
"2826 19 90";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor > Fluorures > autres > autres";"-";"2826 19"
"2826 30 00";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor > Hexafluoroaluminate de sodium (cryolithe synthétique)";"-";"2826"
"2826 90";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor > autres";"";"2826"
"2826 90 10";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor > autres > Hexafluorozirconate de dipotassium";"-";"2826 90"
"2826 90 80";"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor > autres > autres";"-";"2826 90"
"2827";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures";"";"28"
"2827 10 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Chlorure d'ammonium";"-";"2827"
"2827 20 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Chlorure de calcium";"-";"2827"
"2827 31 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > autres chlorures > de magnésium";"-";"2827"
"2827 32 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > autres chlorures > d'aluminium";"-";"2827"
"2827 35 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > autres chlorures > de nickel";"-";"2827"
"2827 39";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > autres chlorures > autres";"";"2827"
"2827 39 10";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > autres chlorures > autres > d'étain";"-";"2827 39"
"2827 39 20";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > autres chlorures > autres > de fer";"-";"2827 39"
"2827 39 30";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > autres chlorures > autres > de cobalt";"-";"2827 39"
"2827 39 85";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > autres chlorures > autres > autres";"-";"2827 39"
"2827 41 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Oxychlorures et hydroxychlorures > de cuivre";"-";"2827"
"2827 49";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Oxychlorures et hydroxychlorures > autres";"";"2827"
"2827 49 10";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Oxychlorures et hydroxychlorures > autres > de plomb";"-";"2827 49"
"2827 49 90";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Oxychlorures et hydroxychlorures > autres > autres";"-";"2827 49"
"2827 51 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Bromures et oxybromures > Bromures de sodium ou de potassium";"-";"2827"
"2827 59 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Bromures et oxybromures > autres";"-";"2827"
"2827 60 00";"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures > Iodures et oxyiodures";"-";"2827"
"2828";"Hypochlorites; hypochlorite de calcium du commerce; chlorites; hypobromites";"";"28"
"2828 10 00";"Hypochlorites; hypochlorite de calcium du commerce; chlorites; hypobromites > Hypochlorite de calcium du commerce et autres hypochlorites de calcium";"-";"2828"
"2828 90 00";"Hypochlorites; hypochlorite de calcium du commerce; chlorites; hypobromites > autres";"-";"2828"
"2829";"Chlorates et perchlorates; bromates et perbromates; iodates et periodates";"";"28"
"2829 11 00";"Chlorates et perchlorates; bromates et perbromates; iodates et periodates > Chlorates > de sodium";"-";"2829"
"2829 19 00";"Chlorates et perchlorates; bromates et perbromates; iodates et periodates > Chlorates > autres";"-";"2829"
"2829 90";"Chlorates et perchlorates; bromates et perbromates; iodates et periodates > autres";"";"2829"
"2829 90 10";"Chlorates et perchlorates; bromates et perbromates; iodates et periodates > autres > Perchlorates";"-";"2829 90"
"2829 90 40";"Chlorates et perchlorates; bromates et perbromates; iodates et periodates > autres > Bromate de potassium ou de sodium";"-";"2829 90"
"2829 90 80";"Chlorates et perchlorates; bromates et perbromates; iodates et periodates > autres > autres";"-";"2829 90"
"2830";"Sulfures; polysulfures, de constitution chimique définie ou non";"";"28"
"2830 10 00";"Sulfures; polysulfures, de constitution chimique définie ou non > Sulfures de sodium";"-";"2830"
"2830 90";"Sulfures; polysulfures, de constitution chimique définie ou non > autres";"";"2830"
"2830 90 11";"Sulfures; polysulfures, de constitution chimique définie ou non > autres > Sulfures de calcium, d'antimoine, de fer";"-";"2830 90"
"2830 90 85";"Sulfures; polysulfures, de constitution chimique définie ou non > autres > autres";"-";"2830 90"
"2831";"Dithionites et sulfoxylates";"";"28"
"2831 10 00";"Dithionites et sulfoxylates > de sodium";"-";"2831"
"2831 90 00";"Dithionites et sulfoxylates > autres";"-";"2831"
"2832";"Sulfites; thiosulfates";"";"28"
"2832 10 00";"Sulfites; thiosulfates > Sulfites de sodium";"-";"2832"
"2832 20 00";"Sulfites; thiosulfates > autres sulfites";"-";"2832"
"2832 30 00";"Sulfites; thiosulfates > Thiosulfates";"-";"2832"
"2833";"Sulfates; aluns; peroxosulfates (persulfates)";"";"28"
"2833 11 00";"Sulfates; aluns; peroxosulfates (persulfates) > Sulfates de sodium > Sulfate de disodium";"-";"2833"
"2833 19 00";"Sulfates; aluns; peroxosulfates (persulfates) > Sulfates de sodium > autres";"-";"2833"
"2833 21 00";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > de magnésium";"-";"2833"
"2833 22 00";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > d'aluminium";"-";"2833"
"2833 24 00";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > de nickel";"-";"2833"
"2833 25 00";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > de cuivre";"-";"2833"
"2833 27 00";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > de baryum";"-";"2833"
"2833 29";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > autres";"";"2833"
"2833 29 20";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > autres > de cadmium, de chrome, de zinc";"-";"2833 29"
"2833 29 30";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > autres > de cobalt, de titane";"-";"2833 29"
"2833 29 60";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > autres > de plomb";"-";"2833 29"
"2833 29 80";"Sulfates; aluns; peroxosulfates (persulfates) > autres sulfates > autres > autres";"-";"2833 29"
"2833 30 00";"Sulfates; aluns; peroxosulfates (persulfates) > Aluns";"-";"2833"
"2833 40 00";"Sulfates; aluns; peroxosulfates (persulfates) > Peroxosulfates (persulfates)";"-";"2833"
"2834";"Nitrites; nitrates";"";"28"
"2834 10 00";"Nitrites; nitrates > Nitrites";"-";"2834"
"2834 21 00";"Nitrites; nitrates > Nitrates > de potassium";"-";"2834"
"2834 29";"Nitrites; nitrates > Nitrates > autres";"";"2834"
"2834 29 20";"Nitrites; nitrates > Nitrates > autres > de baryum, de béryllium, de cadmium, de cobalt, de nickel, de plomb";"-";"2834 29"
"2834 29 40";"Nitrites; nitrates > Nitrates > autres > de cuivre";"-";"2834 29"
"2834 29 80";"Nitrites; nitrates > Nitrates > autres > autres";"-";"2834 29"
"2835";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non";"";"28"
"2835 10 00";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphinates (hypophosphites) et phosphonates (phosphites)";"-";"2835"
"2835 22 00";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphates > de mono- ou de disodium";"-";"2835"
"2835 24 00";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphates > de potassium";"-";"2835"
"2835 25 00";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphates > Hydrogénoorthophosphate de calcium (phosphate dicalcique)";"-";"2835"
"2835 26 00";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphates > autres phosphates de calcium";"-";"2835"
"2835 29";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphates > autres";"";"2835"
"2835 29 10";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphates > autres > de triammonium";"-";"2835 29"
"2835 29 30";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphates > autres > de trisodium";"-";"2835 29"
"2835 29 90";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Phosphates > autres > autres";"-";"2835 29"
"2835 31 00";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Polyphosphates > Triphosphate de sodium (tripolyphosphate de sodium)";"-";"2835"
"2835 39 00";"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non > Polyphosphates > autres";"-";"2835"
"2836";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium";"";"28"
"2836 20 00";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > Carbonate de disodium";"-";"2836"
"2836 30 00";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > Hydrogénocarbonate (bicarbonate) de sodium";"-";"2836"
"2836 40 00";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > Carbonates de potassium";"-";"2836"
"2836 50 00";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > Carbonate de calcium";"-";"2836"
"2836 60 00";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > Carbonate de baryum";"-";"2836"
"2836 91 00";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > autres > Carbonates de lithium";"-";"2836"
"2836 92 00";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > autres > Carbonate de strontium";"-";"2836"
"2836 99";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > autres > autres";"";"2836"
"2836 99 11";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > autres > autres > Carbonates > de magnésium, de cuivre";"-";"2836 99"
"2836 99 17";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > autres > autres > Carbonates > autres";"-";"2836 99"
"2836 99 90";"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium > autres > autres > Peroxocarbonates (percarbonates)";"-";"2836 99"
"2837";"Cyanures, oxycyanures et cyanures complexes";"";"28"
"2837 11 00";"Cyanures, oxycyanures et cyanures complexes > Cyanures et oxycyanures > de sodium";"-";"2837"
"2837 19 00";"Cyanures, oxycyanures et cyanures complexes > Cyanures et oxycyanures > autres";"-";"2837"
"2837 20 00";"Cyanures, oxycyanures et cyanures complexes > Cyanures complexes";"-";"2837"
"2839";"Silicates; silicates des métaux alcalins du commerce";"";"28"
"2839 11 00";"Silicates; silicates des métaux alcalins du commerce > de sodium > Métasilicates";"-";"2839"
"2839 19 00";"Silicates; silicates des métaux alcalins du commerce > de sodium > autres";"-";"2839"
"2839 90 00";"Silicates; silicates des métaux alcalins du commerce > autres";"-";"2839"
"2840";"Borates; peroxoborates (perborates)";"";"28"
"2840 11 00";"Borates; peroxoborates (perborates) > Tétraborate de disodium (borax raffiné) > anhydre";"-";"2840"
