"importId";"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"company.importId";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"commonPosition";"serviceType_code";"defaultTax.code";"statusSelect";"manageCutOffPeriod";"isRegulatoryAccount";"isRetrievedOnPaymentSession";"vatSystemSelect"
258;277000;27;"Own shares or own shares";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
259;277100;277000;"Own shares or own shares";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
260;277200;277000;"Own shares or own shares in the cancellation";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
261;279000;27;"Payments outstanding on an undischarged term investments";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
262;28;"CL2";"Amortization of capital assets";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
263;280000;28;"Amortization of intangible assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
264;280100;280000;"Expenses (same breakdown as the account 201)";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
265;280300;280000;"Costs of research and development";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
266;280500;280000;"Concessions and similar rights, patents, licenses, software, similar rights and assets";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
267;280700;280000;"Goodwill";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
268;280800;280000;"Other intangible assets";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
269;281000;28;"Depreciation of fixed assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
270;281100;281000;"Lots of deposit";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
271;281200;281000;"Fixtures and fittings of land (same breakdown as the account 212)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
272;281300;281000;"Structures (same breakdown as the account 213)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
273;281400;281000;"Buildings on land of another (same breakdown as Account 214)";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
274;281500;281000;"Industrial machinery and equipment installations (same breakdown as Account 215)";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
275;281800;281000;"Other intangible assets (same breakdown as the account 218)";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
276;282000;28;"Depreciation of fixed assets in concession";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
277;29;"CL2";"Impairment of assets";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
278;290000;29;"Impairment of intangible assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
279;290500;290000;"Marks, processes, rights and similar values";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
280;290600;290000;"Lease rights";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
281;290700;290000;"Goodwill";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
282;290800;290000;"Other intangible assets";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
283;291000;29;"Impairment of fixed assets (same breakdown as the account 21)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
284;291100;291000;"Land (other than land of deposit)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
285;292000;29;"Impairment of fixed assets in concession";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
286;293000;29;"Impairment of assets under";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
287;293100;293000;"Assets under construction";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
288;293200;293000;"Intangible assets under";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
289;296000;29;"Impairment of investments and advances to subsidiaries";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
290;296100;296000;"Equity";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
291;296600;296000;"Forms of participation";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
292;296700;296000;"Receivables from affiliates (same breakdown as the 267)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
293;296800;296000;"Receivables from associated companies (same breakdown as Account 268)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
294;297000;29;"Impairment of other investments";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
295;297100;297000;"Other investments other than investment securities portfolio of activity - property rights (breakdown: 271)";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
296;297200;297000;"Investment securities - debt securities (same breakdown as Account 272)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
297;297300;297000;"Investment securities portfolio activity";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
298;297400;297000;"Loans (same breakdown as Account 274)";"immobilisation";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
299;297500;297000;"Deposits and guarantees paid (same breakdown as the account 275)";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
300;297600;297000;"Other long term receivables (same breakdown as Account 276)";"immobilisation";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
301;31;"CL3";"Raw materials (and delivery)";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
302;311000;31;"Material (or group) A";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
303;312000;31;"Material (or group) B";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
304;317000;31;"Supplies A, B, C, ..";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
305;32;"CL3";"Other supplies";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
306;321000;32;"Consumables";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
307;321100;321000;"Material (or group) C";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
308;321200;321000;"Material (or group) D";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
309;322000;32;"Consumables";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
310;322100;322000;"Fuels";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
311;322200;322000;"Cleaning Products";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
312;322300;322000;"Shop Supplies and plant";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
313;322400;322000;"Store supplies";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
314;322500;322000;"Office Supplies";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
315;326000;32;"Packaging";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
316;326100;326000;"Packaging waste";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
317;326500;326000;"Returnable packaging unidentifiable";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
318;326700;326000;"Mixed-use packaging";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
319;33;"CL3";"In-process goods";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
320;331000;33;"Products in";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
321;331100;331000;"Product in P 1";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
322;331200;331000;"Product in P 2";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
323;335000;33;"Work in progress";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
324;335100;335000;"Work in Progress T 1";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
325;335200;335000;"Work in Progress T 2";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
326;34;"CL3";"In-process services";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
327;341000;34;"Ongoing Studies";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
328;341100;341000;"Ongoing Studies E 1";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
329;341200;341000;"Ongoing studies E 2";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
330;345000;34;"Services being";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
331;345100;345000;"Services S 1";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
332;345200;345000;"Services S 2";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
333;35;"CL3";"Product Stocks";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
334;351000;35;"Intermediates";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
335;351100;351000;"Intermediate products (or group) A";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
336;351200;351000;"Intermediate products (or group) B";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
337;355000;35;"Finished Products";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
338;355100;355000;"Finished goods (or group) A";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
339;355200;355000;"Finished goods (or group) B";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
340;358000;35;"Residual products (or material recovery)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
341;358100;358000;"Waste";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
342;358500;358000;"Garbage";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
343;358600;358000;"Materials recovery";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
344;36;"CL3";"Stocks from capital";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
345;37;"CL3";"Merchandise inventories";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
346;371000;37;"Goods (or group) A";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
347;372000;37;"Goods (or group) B";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
348;38;"CL3";"Inventory en route";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
349;39;"CL3";"Impairment of inventory and WIP";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
350;391000;39;"Impairment of raw materials (supplies)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
351;391100;391000;"Subjects (or group) A";"currentAsset";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
352;391200;391000;"Material (or group) B";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
353;391700;391000;"Supplies A, B, C, ..";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
354;392000;39;"Impairment of other supplies";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
355;392100;392000;"Consumables (same breakdown as the account 321)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
356;392200;392000;"Consumables (same breakdown as the account 322)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
357;392600;392000;"Packaging (same breakdown as the account 326)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
358;393000;39;"Impairment of in-process goods";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
359;393100;393000;"Products in (same breakdown as Account 331)";"currentAsset";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
360;393500;393000;"Work in progress (same breakdown as the account 335)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
361;394000;39;"Impairment of in-process services";"currentAsset";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
362;394100;394000;"Ongoing studies (same breakdown as the account 341)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
363;394500;394000;"Services in progress (same breakdown as Account 345)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
364;395000;39;"Impairment of inventories of";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
365;395100;395000;"Intermediate products (same breakdown as the account 351)";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
366;395500;395000;"Finished goods (same breakdown as the account 355)";"currentAsset";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
367;397000;39;"Provisions for depreciation of stocks of goods";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
368;397100;397000;"Goods (or group) A";"currentAsset";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
369;397200;397000;"Goods (or group) B";"currentAsset";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
370;40;"CL4";"Trade accounts payable";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
371;400000;40;"Trade accounts payable";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
372;401;40;"Suppliers";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
373;401100;401;"Suppliers - Purchases of goods and services";"payable";"true";1;"411100|411700|416000";"true";;;1;"DAS2";;1;"false";"false";"true";0
374;401700;401;"Suppliers - Holdbacks";"payable";"true";1;"411100|411700|416000";"true";;;2;"NDAS";;1;"false";"false";"true";0
375;403000;40;"Payable - Notes Payable";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
376;404000;40;"Fixed asset suppliers";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
377;404100;404000;"Suppliers - Purchases of capital assets";"payable";"true";1;;;;;1;"DAS2";;1;"false";"false";"false";0
378;404700;404000;"Suppliers of capital - Holdbacks";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
379;405000;40;"Suppliers of capital - Notes Payable";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
380;408000;40;"Suppliers - Invoices not received";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
381;408100;408000;"Suppliers";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
382;408400;408000;"Fixed asset suppliers";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
383;408800;408000;"Suppliers - Accrued interest";"payable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
384;409;40;"Receivables from suppliers";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
385;409100;409;"Suppliers - Advances and prepayments";"payable";"true";1;;"true";;;2;"NDAS";;1;"false";"false";"false";0
386;409600;409;"Suppliers - Claims for packaging and equipment to make";"currentAsset";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
387;409700;409;"Suppliers - Other assets";"currentAsset";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
388;409710;409700;"Providers operating";"currentAsset";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
389;409740;409700;"Fixed asset suppliers";"currentAsset";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
390;409800;409;"Discounts, rebates, discounts available and other assets not yet received";"currentAsset";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
391;41;"CL4";"Accounts receivable";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
392;410000;41;"Accounts receivable";"receivable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
393;411;41;"Customer";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
394;411100;411;"Customers - Sales of goods or services";"receivable";"true";1;"401100|401700|416000";"true";;;2;"NDAS";;1;"false";"false";"true";0
395;411700;411;"Customer - Holdbacks";"receivable";"true";1;"401100|401700|416000";"true";;;2;"NDAS";;1;"false";"false";"true";0
396;413000;41;"Customers - Accounts Receivable";"receivable";"true";1;;"true";;;2;"NDAS";;1;"false";"false";"false";0
397;416000;41;"Doubtful or disputed";"receivable";"true";1;"401100|401700|411100|411700";"true";;;2;"NDAS";;1;"false";"false";"false";0
398;418000;41;"Customers - unbilled";"receivable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
399;418100;418000;"Customer - Unbilled";"receivable";"true";1;;;;;1;"NDAS";;1;"false";"false";"false";0
400;418800;418000;"Customer - Accrued interest";"receivable";"true";1;;;;;2;"NDAS";;1;"false";"false";"false";0
401;419000;41;"Customer prepayments";"receivable";"true";1;;"true";;;2;"NDAS";;1;"false";"false";"false";0
402;419100;419000;"Customer - Advances received on orders";"debt";"true";1;;"true";;;1;"NDAS";;1;"false";"false";"false";0
403;419600;419000;"Customer - Debts for returnable packaging and material";"debt";"true";1;;"true";;;2;"NDAS";;1;"false";"false";"false";0
404;419700;419000;"Customer - Other assets";"debt";"true";1;;"true";;;2;"NDAS";;1;"false";"false";"false";0
405;419800;419000;"Rebates, discounts, rebates and other funds to grant to establish";"debt";"true";1;;"true";;;1;"NDAS";;1;"false";"false";"false";0
406;42;"CL4";"Personnel and related accounts";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
407;421000;42;"Personnel - Compensation due";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
408;422000;42;"Works of establishment";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
409;424000;42;"Employee profit participation";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
410;424600;424000;"Special reserve";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
411;424800;424000;"Current accounts";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
412;425000;42;"People – Advances and prepayment";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
413;426000;42;"Staff - Deposits";"debt";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
414;427000;42;"Staff - Objections";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
415;428000;42;"Staff - Accounts payable and accruals";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
416;428200;428000;"Accrued liabilities for vacation pay";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
417;428400;428000;"Debts accrued for employee profit sharing results";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
418;428600;428000;"Other accrued liabilities";"debt";;1;;;;;1;"NDAS";;1;"false";"false";"false";0
419;428700;428000;"Accrued income";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
420;43;"CL4";"Social Security and other social agencies";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
421;431000;43;"Social Security";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
422;437000;43;"Other social agencies";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
423;438000;43;"Social organizations - Accrued expenses and accrued income";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
424;438200;438000;"Payroll tax on holiday pay";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
425;438600;438000;"Other accrued liabilities";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
426;438700;438000;"Accrued income";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
427;44;"CL4";"State and other public";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
428;441000;44;"State - Grants receivable";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
429;441100;441000;"Investment subsidies";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
430;441700;441000;"Operating subsidies";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
431;441800;441000;"Matching grants";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
432;441900;441000;"Advances on grants";"receivable";;1;;;;"true";2;"NDAS";;1;"false";"false";"false";0
433;442000;44;"State-Taxes recoverable from third parties";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
434;442400;442000;"Bond";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
435;442500;442000;"Related";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
436;443000;44;"Special operations with the State, public authorities, international agencies";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
437;443100;443000;"Sovereign debt resulting from the elimination of the rule of one-month delay in VAT";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
438;443800;443000;"Accrued interest on debt on the accounts 4431";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
439;444000;44;"State - Income taxes";"tax";;1;;;"true";;0;"NDAS";;1;"false";"false";"false";0
440;445000;44;"State - Taxes on turnover";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
441;445200;445000;"Intra-Community VAT payable";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
442;445201;445000;"Intra-Community VAT payable 19.6%";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
443;445202;445000;"Intra-Community VAT payable 5.5%";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
444;445203;445000;"current accounts";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445;445500;445000;"People - Advances";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
446;445510;445500;"VAT to be disbursed";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
447;445511;445510;"VAT N to be disbursed (19.6%)";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
448;445512;445510;"VAT R1 to be disbursed (7%)";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
449;445513;445510;"VAT R2 to be disbursed (5.5%)";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
450;445514;445510;"VAT to be disbursed (other rate : U...)";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
451;445580;445500;"Similar taxes to VAT";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
452;445600;445000;"Taxes on turnover deductible";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
453;445620;445600;"VAT on fixed assets";"tax";;1;;;"true";;0;"NDAS";;1;"false";"false";"false";0
454;445630;445600;"VAT transferred by other companies";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
455;445660;445600;"VAT on other goods and services";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
456;445662;445600;"Intra-deductible VAT";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
457;445670;445600;"VAT credit to postpone";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
458;445680;445600;"Similar taxes to VAT";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
459;445700;445000;"Tax revenues collected by the company";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
460;445710;445700;"VAT collected";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
461;445711;445710;"VAT N collected 19.6%";"tax";;1;;;"true";;1;"NDAS";;1;"false";"false";"false";0
462;445712;445710;"VAT R1 collected 7%";"tax";;1;;;"true";;1;"NDAS";;1;"false";"false";"false";0
463;445713;445710;"VAT R2 collected 5.5%";"tax";;1;;;"true";;0;"NDAS";;1;"false";"false";"false";0
464;445714;445710;"VAT collection (other rate : U …)";"tax";;1;;;"true";;0;"NDAS";;1;"false";"false";"false";0
465;445780;445700;"Similar taxes to VAT";"tax";;1;;;"true";;0;"NDAS";;1;"false";"false";"false";0
466;445800;445000;"Taxes on turnover to regulate or pending";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
467;445810;445800;"Installments - Simplified tax";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
468;445820;445800;"Installments - Package Plan";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
469;445830;445800;"Reimbursement of taxes on turnover requested";"tax";;1;;;"true";;1;"NDAS";;1;"false";"false";"false";0
470;445840;445800;"VAT recovered in advance";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
471;445860;445800;"Taxes on sale invoices not received";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
472;445870;445800;"Taxes on sale invoices to determine";"tax";;1;;;"true";;1;"NDAS";;1;"false";"false";"false";0
473;446000;44;"Secured bonds";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
474;447000;44;"Other taxes, fees and similar payments";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
475;448000;44;"State - Accrued expenses and accrued income";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
476;448200;448000;"Tax burden on holiday pay";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
477;448600;448000;"Accruals";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
478;448700;448000;"Accrued income";"tax";;1;;;"true";;0;"NDAS";;1;"false";"false";"false";0
479;449000;44;"Emission allowances to be returned to the State";"tax";;1;;;"true";;2;"NDAS";;1;"false";"false";"false";0
480;45;"CL4";"Group and associates";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
481;451000;45;"Group";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
482;455000;45;"Associates - Current Account";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
483;455100;455000;"Main";"receivable";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
484;455800;455000;"Accrued Interest";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
485;456000;45;"Associate - Capital transactions";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
486;456100;456000;"Associate - Accounts contribution in society";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
487;456110;456100;"Contributions in kind";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
488;456150;456100;"Cash contributions";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
489;456200;456000;"Contributors - Called up capital, unpaid";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
490;456210;456200;"Shareholders - Capital subscribed and called, unpaid";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
491;456250;456200;"Associates - Called up capital, unpaid";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
492;456300;456000;"Associates - Payments received on capital increase";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
493;456400;456000;"Associates - Advance payments";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
494;456600;456000;"Shareholders failed";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
495;456700;456000;"Associate - Capital repayment";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
496;457000;45;"Shareholders - Dividends payable";"debt";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
497;458000;45;"Associates - joint ventures and GIE";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
498;458100;458000;"Current Operations";"receivable";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
499;458800;458000;"Accrued Interest";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
500;46;"CL4";"Sundry debtors and sundry creditors";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
501;462000;46;"Receivables from sale of property";"receivable";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
502;464000;46;"Debt related to acquisition of investment securities";"debt";;1;;;;;0;"NDAS";;1;"false";"false";"false";0
503;465000;46;"Receivables from sale of marketable securities";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
504;467;46;"Other accounts receivable or payable";"view";;1;;;;;2;"NDAS";;1;"false";"true";"false";0
505;468000;46;"Miscellaneous - Accrued expenses and accrued income";"receivable";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
506;468600;468000;"Accruals";"debt";;1;;;;;2;"NDAS";;1;"false";"false";"false";0
