"name";"object";"can_read";"can_write";"can_create";"can_remove";"can_export";"condition";"conditionParams";"roleName"
"perm.account.SubrogationRelease.rwcde";"com.axelor.apps.account.db.SubrogationRelease";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.Move.rwcde";"com.axelor.apps.account.db.Move";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.Invoice.rwcde";"com.axelor.apps.account.db.Invoice";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.DebtRecoveryMethod.rwcde";"com.axelor.apps.account.db.DebtRecoveryMethod";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AnalyticMoveLine.rwcde";"com.axelor.apps.account.db.AnalyticMoveLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.Journal.rwcde";"com.axelor.apps.account.db.Journal";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.AccountType.rwcde";"com.axelor.apps.account.db.AccountType";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.AssistantReportInvoice.rwcde";"com.axelor.apps.account.db.AssistantReportInvoice";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.ChequeRejection.rwcde";"com.axelor.apps.account.db.ChequeRejection";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.PayerQualityConfigLine.rwcde";"com.axelor.apps.account.db.PayerQualityConfigLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.InterbankCode.rwcde";"com.axelor.apps.account.db.InterbankCode";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.IrrecoverablePaymentScheduleLineLine.rwcde";"com.axelor.apps.account.db.IrrecoverablePaymentScheduleLineLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.Reconcile.rwcde";"com.axelor.apps.account.db.Reconcile";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.AccountChart.rwcde";"com.axelor.apps.account.db.AccountChart";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.Umr.rwcde";"com.axelor.apps.account.db.Umr";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.InvoicePayment.rwcde";"com.axelor.apps.account.db.InvoicePayment";"x";"x";"x";"x";"x";;;"role.account.rwcde"
"perm.account.TaxAccount.rwcde";"com.axelor.apps.account.db.TaxAccount";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.AccountClearance.rwcde";"com.axelor.apps.account.db.AccountClearance";"x";"x";"x";"x";"x";"self.company in (?)";"__user__.companySet";"role.account.rwcde"
"perm.account.MoveLine.rwcde";"com.axelor.apps.account.db.MoveLine";"x";"x";"x";"x";"x";;;"role.account.rwcde"
