"code";"parent_code";"name";"accountType.importId";"isRegulatoryAccount";"commonPosition";"reconcileOk";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"defaultTaxSet";"vatSystemSelect";"isRetrievedOnPaymentSession";"serviceType.code";"manageCutOffPeriod";"hasAutomaticApplicationAccountingDate";"analyticDistributionAuthorized";"analyticDistributionRequiredOnInvoiceLines";"analyticDistributionRequiredOnMoveLines";"analyticDistributionTemplate.importId";"statusSelect"
29580000;295;"Provisions pour dépréciation des autres immobilisés";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
3;0;"COMPTES D'ACTIF CIRCULANT (HORS TRESORERIE)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31;3;"STOCKS";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
311;31;"Marchandises";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31110000;311;"Marchandises (Groupe A)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31120000;311;"Marchandises (Groupe B)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31160000;311;"Marchandises en cours de route";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31180000;311;"Autres marchandises";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
312;31;"Matières et fournitures consommables";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
3121;312;"Matières premières";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31211000;3121;"Matières premières (Groupe A)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31212000;3121;"Matières premières (Groupe B)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
3122;312;"Matières et fournitures consommables";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31221000;3122;"Matières consommables (Groupe A)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31222000;3122;"Matières consommables (Groupe B)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31223000;3122;"Combustibles";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31224000;3122;"Produits d'entretien";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31225000;3122;"Fournitures d'atelier et d'usine";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31226000;3122;"Fournitures de magasin";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31227000;3122;"Fournitures de Bureau";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
3123;312;"Emballages";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31231000;3123;"Emballages Perdus";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31232000;3123;"Emballages récupérables non identifiables";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31233000;3123;"Emballages à usage mixte";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31260000;312;"Matières et fournitures consommables en cours de route";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31280000;312;"Autres matières et fournitures consommables";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
313;31;"Produits en cours";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
3131;313;"Biens en cours";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31311000;3131;"Biens produits en cours";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31312000;3131;"Biens Intermédiaires en cours";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31317000;3131;"Biens résiduels en cours";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
3134;313;"Services en cours";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31341000;3134;"Travaux en cours";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31342000;3134;"Etudes en cours";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31343000;3134;"Prestations en cours";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31380000;313;"Autres produits en cours";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
314;31;"Produits intermédiaires et produits résiduels";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
3141;314;"Produits intermédiaires";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31411000;3141;"Produits intermédiaires (Groupe A)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31412000;3141;"Produits intermédiaires (Groupe B)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
3145;314;"Produits résiduels (ou matières de récupération)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31451000;3145;"Déchets";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31452000;3145;"Rebuts";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31453000;3145;"Matières de récupération";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31480000;314;"Autres produits intermédiaires et produits résiduels";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
315;31;"Produits finis";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
31510000;315;"Produits Finis (groupe A)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31520000;315;"Produits Finis (groupe B)";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31560000;315;"Produits finis en cours de route";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
31580000;315;"Autres produits finis";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34;3;"CREANCES DE L'ACTIF CIRCULANT";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
341;34;"Fournisseurs débiteurs, avances et acomptes";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34110000;341;"Fournisseurs - avances et acomptes versés sur commandes d'exploitation";"MAR_PCG10";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34130000;341;"Fournisseurs - créances pour emballages et matériels à rendre";"MAR_PCG10";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34170000;341;"Rabais, remises et ristournes à obtenir - avoirs non encoure reçus";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34180000;341;"Autres fournisseurs débiteurs";"MAR_PCG10";0;0;1;;1;0;0;;0;0;;0;;;;;;1
342;34;"Clients et comptes rattachés";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34210000;342;"Clients";"MAR_PCG12";0;0;1;;1;0;0;;0;1;;0;;;;;;1
34230000;342;"Clients - retenues de garanties";"MAR_PCG12";0;0;1;;1;0;0;;0;1;;0;;;;;;1
34240000;342;"Clients douteux ou litigieux";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34250000;342;"Clients - effets à recevoir";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
3427;342;"Clients - factures à établir et créances sur travaux non encore facturés";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34271000;3427;"Clients - factures à établir";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34272000;3427;"Créances sur travaux non encore facturables";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34280000;342;"Autres clients et comptes rattachés";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
343;34;"Personnel - débiteur";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34310000;343;"Avances et acomptes au personnel";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34380000;343;"Personnel - autres débiteurs";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
345;34;"Etat - débiteur";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
3451;345;"Subventions à recevoir";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34511000;3451;"Subventions d'investissements à recevoir";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34512000;3451;"subventions d'exploitation à recevoir";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34513000;3451;"Subventions d'équilibre à recevoir";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34530000;345;"Acomptes sur impôts sur les résultats";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
3455;345;"Etat - TVA récupérable";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34551000;3455;"Etat - TVA récupérable sur Immobilisations";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34552000;3455;"Etat - TVA récupérable sur charges";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34552010;3455;"Etat - TVA Récupérable 10%";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34552020;3455;"Etat - TVA Récupérable 20%";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34560000;345;"Etat - crédit de TVA (suivant déclarations)";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34580000;345;"Etat - autres comptes débiteurs";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
346;34;"Comptes d'associés - débiteurs";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34610000;346;"Associés - comptes d'apport en société";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34620000;346;"Actionnaires - capital souscrit et appelé non versé";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34630000;346;"Comptes courants des associés - débiteurs";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34640000;346;"Associés - opérations faites en commun";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34670000;346;"Créances rattachées aux comptes d'associés";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34680000;346;"Autres comptes d'associés - débiteurs";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
348;34;"Autres débiteurs";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34810000;348;"Créances sur cession d'immobilisations";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34820000;348;"Créances sur cession d'éléments d'actif circulant";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34870000;348;"Créances rattachées aux autres débiteurs";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34880000;348;"Divers débiteurs";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
349;34;"Comptes de régularisation - actif";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
34910000;349;"Charges constatées d'avance";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34930000;349;"Intérêts courus et non échus à percevoir";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34950000;349;"Comptes de participations périodique des charges";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
34970000;349;"Comptes transitoires ou d'attente - débiteurs";"MAR_PCG4";0;0;1;;1;0;0;;0;0;;0;;;;;;1
35;3;"TITRES ET VALEURS DE PLACEMENT";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
350;35;"Titres et valeurs de placement";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
35010000;3;"Actions, partie libérée";"MAR_PCG2";0;0;1;;1;0;0;;0;0;;0;;;;;;1
35020000;3;"Actions, partie non libérée";"MAR_PCG2";0;0;1;;1;0;0;;0;0;;0;;;;;;1
35040000;3;"Obligations";"MAR_PCG2";0;0;1;;1;0;0;;0;0;;0;;;;;;1
3506;350;"Bons de caisse et bons de trésor";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
35061000;3;"Bons de caisse";"MAR_PCG2";0;0;1;;1;0;0;;0;0;;0;;;;;;1
35062000;3;"Bons de trésor";"MAR_PCG2";0;0;1;;1;0;0;;0;0;;0;;;;;;1
35080000;3;"Autres titres et valeurs de placement similaires";"MAR_PCG2";0;0;1;;1;0;0;;0;0;;0;;;;;;1
37;3;"ECART DE CONVERSION - ACTIF (Eléments circulants)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
370;37;"Ecart de conversion - Actif (éléments circulants)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
37010000;3;"Diminution des créances circulantes";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
37020000;3;"Diminution des dettes circulantes";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39;3;"PROVISIONS POUR DEPRECIATION DES COMPTES DE L'ACTIF CIRCULANT";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
391;39;"Provisions pour dépréciation des stocks";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
39110000;391;"Provisions pour dépréciation des Marchandises";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39120000;391;"Provisions pour dépréciation des matières et fournitures";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39130000;391;"Provisions pour dépréciation des produits en cours";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39140000;391;"Provisions pour dépréciation des produits intermédiaires";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39150000;391;"Provisions pour dépréciation des produits finis";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
394;39;"Provisions pour dépréciation des créances de l'actif circulant";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
39410000;394;"Provisions pour dépréciation - fournisseurs débiteurs, avances et acomptes";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39420000;394;"Provisions pour dépréciation des clients et comptes rattachés";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39430000;394;"Provisions pour dépréciation du personnel - débiteur";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39460000;394;"Provisions pour dépréciation des comptes d'associés débiteurs";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
39480000;394;"Provisions pour dépréciation des autres débiteurs";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
395;39;"Provisions pour dépréciation des titres et valeurs de placement";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
39500000;39;"Provisions pour dépréciation des titres et valeur de placement";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
4;0;"COMPTES DU PASSIF CIRCULANT (HORS TRESORERIE)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44;4;"DETTES DU PASSIF CIRCULANT";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
441;44;"Fournisseurs et comptes rattachés";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44110000;441;"Fournisseurs";"MAR_PCG10";0;0;1;;1;0;0;;0;1;;0;;;;;;1
44130000;441;"Fournisseurs - retenues de garantie";"MAR_PCG10";0;0;1;;1;0;0;;0;1;;0;;;;;;1
44150000;441;"Fournisseurs - effets à payer";"MAR_PCG10";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44170000;441;"Fournisseurs - factures non parvenues";"MAR_PCG10";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44180000;441;"Autres fournisseurs et comptes rattachés";"MAR_PCG10";0;0;1;;1;0;0;;0;0;;0;;;;;;1
442;44;"Clients créditeurs, avances et acomptes";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44210000;442;"Clients - avances et acomptes reçus sur commandes en cours";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44250000;442;"Clients - dettes pour emballages et matériel consignés";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44270000;442;"Rabais, remises et ristournes à accorder - avoirs à établir";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44280000;442;"Autres clients créditeurs";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
443;44;"Personnel - créditeur";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44320000;443;"Rémunérations dues au personnel";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44330000;443;"Dépôts du personnel créditeurs";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44340000;443;"Oppositions sur salaires";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44370000;443;"Charges de personnel à payer";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44380000;443;"Personnel - autres créditeurs";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
444;44;"Organismes sociaux";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44410000;444;"Caisse nationale de la sécurité sociale";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44430000;444;"Caisses de retraite";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44450000;444;"Mutuelles ";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44470000;444;"charges sociales à payer";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44480000;444;"Autres organismes sociaux";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
445;44;"Etat - créditeur";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
4452;445;"Etat Impôts, taxes et assimilés";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44521000;4452;"Etat, taxe urbaine et taxe d'édilité";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44522000;4452;"Etat, patente";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44525000;4452;"Etat, PTS et PSN";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44530000;445;"Etat, impôts sur les résultats";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44550000;445;"Etat, TVA facturée";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44560000;445;"Etat, TVA due (suivant déclarations)";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44570000;445;"Etat, impôts et taxes à payer";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44580000;445;"Etat, autres comptes créditeurs";"MAR_PCG14";0;0;1;;1;0;0;;0;0;;0;;;;;;1
446;44;"Comptes d'associés - créditeurs";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44610000;446;"Associés - capital à rembourser";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44620000;446;"Associés - versements reçus sur augmentation de capital";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44630000;446;"Comptes courants des associés - créditeurs";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44640000;446;"Associés - opérations faites en commun";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44650000;446;"Associés - dividendes à payer";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44680000;446;"Autres comptes d'associés créditeurs";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
448;44;"Autres créanciers";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44810000;448;"Dettes sur acquisition des immobilisations";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44830000;448;"Dettes sur acquisition des titres et valeurs de placement";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44840000;448;"Obligations échus à rembourser";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44850000;448;"Obligations, coupons à payer";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44870000;448;"Dettes rattachées aux autres créanciers";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44880000;448;"Divers créanciers";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
449;44;"Comptes de régularisation - passif";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
44910000;449;"Produits constatés d'avance";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44930000;449;"Intérêts courus et non échus à payer";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44950000;449;"Comptes de répartition périodique des produits";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
44970000;449;"Comptes transitoires ou d'attente - créditeurs";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
45;4;"AUTRES PROVISIONS POUR RISQUES ET CHARGES";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
450;45;"Autres provisions pour risques et charges";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
45010000;4;"Provisions pour litiges";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
45020000;4;"Provisions pour garanties données aux clients";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
45050000;4;"Provisions pour amendes, doubles droits et pénalités";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
45060000;4;"Provisions pour pertes de change";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
45070000;4;"Provisions pour impôts";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
45080000;4;"Autres provisions pour risque et charges";"MAR_PCG11";0;0;1;;1;0;0;;0;0;;0;;;;;;1
47;4;"ECARTS DE CONVERSION - PASSIF (Eléments circulants)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
470;47;"Ecarts de conversion - passif (Eléments circulants)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
47010000;4;"Augmentation des créances circulantes";"MAR_PCG12";0;0;1;;1;0;0;;0;0;;0;;;;;;1
47020000;4;"Diminution des dettes circulantes";"MAR_PCG5";0;0;1;;1;0;0;;0;0;;0;;;;;;1
5;0;"COMPTES DE TRESORERIE";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
51;5;"TRESORERIE - ACTIF";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
511;51;"Chèques et valeurs à encaisser";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
5111;511;"Chèques à encaisser ou à l'encaissement";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
51111000;5111;"Chèques en portefeuille";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51112000;5111;"Chèques à l'encaissement";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
5113;511;"Effets à encaisser ou à l'encaissement";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
51131000;5113;"Effets échus à encaisser";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51132000;5113;"Effets à l'encaissement";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51150000;511;"Virements de fonds";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51180000;511;"Autres valeurs à encaisser";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
514;51;"Banques, Trésorerie Générale et chèques postaux débiteurs";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
5141;514;"Banques (solde débiteur)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
51410000;514;"Banques (soldes débiteurs)";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51410001;514;"Banque Populaire";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51430000;514;"Trésorerie Générale";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51460000;514;"Chèques postaux";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51480000;514;"Autres établissements financiers et assimilés (soldes débiteurs)";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
516;51;"Caisses, régies d'avances et accréditifs";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
5161;516;"Caisses";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
51611000;5161;"Caisse Centrale";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51613000;5161;"Caisse (Succursale ou agence A)";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51614000;5161;"Caisse (Succursale ou agence B)";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
51650000;516;"Régies d'avances et accréditifs";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
55;5;"TRESORERIE - PASSIF";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
552;55;"Crédits d'escompte";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
55200000;55;"Crédits d'escompte";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
553;55;"Crédits de trésorerie";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
55300000;55;"Crédits de trésorerie";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
554;55;"Banques (solde créditeur)";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
55410000;554;"Banques (soldes créditeurs)";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
55480000;554;"Autres établissements financiers et assimilés (soldes créditeurs)";"MAR_PCG2";0;0;0;;0;0;0;;0;0;;0;;;;;;1
59;5;"PROVISIONS POUR DEPRECIATION DES COMPTES DE TRESORERIE";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
590;59;"Provisions pour dépréciation des comptes de trésorerie";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
59000000;5;"Provisions pour dépréciation des comptes de trésorerie";"MAR_PCG11";0;0;0;;0;0;0;;0;0;;0;;;;;;1
6;0;"COMPTES DE CHARGES";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
61;6;"CHARGES D'EXPLOITATION";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
611;61;"Achats revendus de marchandises";"MAR_PCG0";1;0;0;;0;0;0;;0;0;;0;;;;;;1
61110000;611;"Achats de marchandises (Groupe A)";"MAR_PCG7";0;0;0;;0;1;0;"N_D";1;0;;0;;;;;;1
