"importId";"code";"hidden";"rule";"typeSelect";"reportTypeColumn_importId";"reportType_importId";"groupsWithoutColumn";"detailBySelect";"percentageBaseColumn";"styleSelect";"balanceBeforePeriod";"computePreviousYear";"negateValue";"analyticAccountCode";"processInstanceId";"accountCode";"stylePriority";"accountSet_importId";"analyticAccountSet_importId";"percentageTotalLine";"resultSelect";"accountTypeSet_importId";"label";"priority";"computeOtherPeriod";"sequence";"ruleTypeSelect";"notComputedIfIntersect"
"MAR_PCG10168";"transfertsCharges";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"791%";"0";;;;"1";;"Transferts de charges d'exploitation";"0";"false";"33";"2";"false"
"MAR_PCG10169";"resultatExploitation";"false";"ebe + reprisesAmort - dotations + autresProduits - autresCharges + transfertsCharges";"1";;"MAR_PCG10020";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RÉSULTAT D'EXPLOITATION (V)";"0";"false";"34";"3";"false"
"MAR_PCG10170";"quotesParts";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"655%;755%";"0";;;;"2";;"Quotes-parts d'opérations faites en commun (VI)";"0";"false";"36";"2";"false"
"MAR_PCG10018";"totact";"false";"csna + immoi + immoc + immof + seec + creances + csnv + vmp + insdt + dispo + chcda";"1";;"MAR_PCG10028";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"TOTAL ACTIFS";"0";"false";"52";"3";"false"
"MAR_PCG10019";"title2";"false";;"1";;"MAR_PCG10028";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"PASSIFS";"0";"false";"55";"1";"false"
"MAR_PCG10020";"capital";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"101%;108%";"0";;;;"2";;"Capital";"0";"false";"57";"2";"false"
"MAR_PCG10039";"rdpatc";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"781%;791%";"0";;;;"2";;"Reprises sur dépréciations; provisions et amortissements; transferts de charges";"0";"false";"5";"2";"false"
"MAR_PCG10040";"autpro";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"751%;752%;753%;754%;758%";"0";;;;"2";;"Autres produits";"0";"false";"6";"2";"false"
"MAR_PCG10051";"doaupr";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"6815%";"0";;;;"1";;"Dotations aux provisions";"0";"false";"18";"2";"false"
"MAR_PCG10052";"autcha";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"651%;653%;654%;658%";"0";;;;"1";;"Autres charges";"0";"false";"19";"2";"false"
"MAR_PCG10053";"resdex";"false";"prodex - chadex";"1";;"MAR_PCG10029";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RESULTAT D’EXPLOITATION (I-II)";"0";"false";"22";"3";"false"
"MAR_PCG10054";"psobt";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"655%";"0";;;;"1";;"Perte supportée ou bénéfice transféré (IV)";"0";"false";"25";"2";"false"
"MAR_PCG10055";"cesodg";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"671%;672%";"0";;;;"1";;"Charges exceptionnelles sur opérations de gestion";"0";"false";"51";"2";"false"
"MAR_PCG10056";"cesodc";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"675%;678%";"0";;;;"1";;"Charges exceptionnelles sur opérations de capital";"0";"false";"52";"2";"false"
"MAR_PCG10057";"daadp2";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"687%";"0";;;;"1";;"Dotations aux amortissements; dépréciations; provisions";"0";"false";"53";"2";"false"
"MAR_PCG10058";"chaexc";"false";"cesodg + cesodc + daadp2";"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Charges exceptionnelles (VIII)";"0";"false";"54";"3";"false"
"MAR_PCG10059";"resexc";"false";"proexc - chaexc";"1";;"MAR_PCG10029";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RESULTAT EXCEPTIONNEL (VII-VIII)";"0";"false";"56";"3";"false"
"MAR_PCG10060";"padesa";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"691%";"0";;;;"2";;"Participation des salariés aux résultats (IX)";"0";"false";"58";"2";"false"
"MAR_PCG10069";"achatsMarchandises";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"607%";"0";;;;"1";;"Achat de marchandises (607)";"0";"false";"3";"2";"false"
"MAR_PCG10070";"variationsStocksMarchandises";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"6037%";"0";;;;"2";;"Variations des stocks de marchandises (6037)";"0";"false";"4";"2";"false"
"MAR_PCG10071";"ventesProduits";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"701%;702%;703%";"0";;;;"2";;"Ventes de produits";"0";"false";"10";"2";"false"
"MAR_PCG10072";"travauxEtudesProduits";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"704%;705%;706%;708100;708%";"0";;;;"2";;"Travaux; études; produits vendues";"0";"false";"12";"2";"false"
"MAR_PCG10073";"RRR709";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"7091%;7092%;7094%;7095%;7096%;7098%";"0";;;;"1";;"Rabais; remises; ristournes accordés";"0";"false";"13";"2";"false"
"MAR_PCG10074";"productionVendue";"false";"travauxEtudesProduits - RRR709";"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Production vendue";"0";"false";"14";"3";"false"
"MAR_PCG10075";"productionStockee";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"71%";"0";;;;"2";;"Production stockée";"0";"false";"16";"2";"false"
"MAR_PCG10076";"productionImmobilisee";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"72%";"0";;;;"2";;"Production immobilisée";"0";"false";"17";"2";"false"
"MAR_PCG10077";"productionExercice";"false";"ventesProduits + productionVendue + productionStockee + productionImmobilisee";"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Production de l'exercice";"0";"false";"18";"3";"false"
"MAR_PCG10078";"montant";"false";;"1";"28";;;"0";;"0";"false";"false";"false";;;;"0";;;;"4";;"Montant";"0";"false";"0";"2";"false"
"MAR_PCG10079";"title1";"false";;"1";;"MAR_PCG10028";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"ACTIFS";"0";"false";"0";"1";"false"
"MAR_PCG10080";"csna";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"109%";"0";;;;"1";;"Capital souscrit non appelé";"0";"false";"2";"2";"false"
"MAR_PCG10100";"resultatFinancier";"false";"produitsFinanciers - chargesFinancieres";"1";;"MAR_PCG10020";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RÉSULTAT FINANCIER (VII)";"0";"false";"40";"3";"false"
"MAR_PCG10102";"produitsExceptionnels";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"77%;787%;797%";"0";;;;"2";;"Produits exceptionnels";"0";"false";"44";"2";"false"
"MAR_PCG10103";"chargesExceptionnelles";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"67%;687%";"0";;;;"1";;"Charges exceptionnelles";"0";"false";"45";"2";"false"
"MAR_PCG10104";"resultatExceptionnel";"false";"produitsExceptionnels - chargesExceptionnelles";"1";;"MAR_PCG10020";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RÉSULTAT EXCEPTIONNEL (IX)";"0";"false";"46";"3";"false"
"MAR_PCG10105";"participationSalaries";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"691%";"0";;;;"1";;"Participation des salariés (X)";"0";"false";"48";"2";"false"
"MAR_PCG10106";"impotsBenefices";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"695%";"0";;;;"1";;"Impôts sur les bénéfices (XI)";"0";"false";"49";"2";"false"
"MAR_PCG10107";"resultatNetComptable";"false";"resultatCourantAvantImpots + resultatExceptionnel - participationSalaries - impotsBenefices";"1";;"MAR_PCG10020";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RÉSULTAT NET COMPTABLE (BENEFICE OU PERTE) (XII) (VIII+IX-X-XI)";"0";"false";"50";"3";"false"
"MAR_PCG10108";"acttit";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"501%;503%;504%;505%;506%;507%;508%;509%;";"0";;;;"1";;"Actions titres";"0";"false";"43";"2";"false"
"MAR_PCG10109";"vmp";"false";"actpro + acttit";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"VMP";"0";"false";"44";"3";"false"
"MAR_PCG10110";"insdt";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"52%";"0";;;;"1";;"Instruments de trésorerie";"0";"false";"46";"2";"false"
"MAR_PCG10111";"dispo";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"51%;53%;54%";"0";;;;"1";;"Disponibilités";"0";"false";"48";"2";"false"
"MAR_PCG10112";"rdle";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"12%";"0";;;;"2";;"Résultat de l'exercice";"0";"false";"67";"2";"false"
"MAR_PCG10113";"subdi";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"13%";"0";;;;"2";;"Subventions d'investissement";"0";"false";"68";"2";"false"
"MAR_PCG10114";"proreg";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"14%";"0";;;;"2";;"Provisions réglementées";"0";"false";"69";"2";"false"
"MAR_PCG10566";"achatrevdemarchandises";"false";;"1";;"MAR_PCG10039";;"0";;"0";"false";"false";"false";;;;"0";;;;"1";;"Achats revendus de marchandises";"0";"false";"0";"1";"false"
"MAR_PCG10115";"cappro";"false";"capital + pdedfda + ecdere + ecdeq + reserve + repan + rdle + subdi + proreg";"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Capitaux propres";"0";"false";"70";"3";"false"
"MAR_PCG10116";"pdedtp";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"1671%";"0";;;;"2";;"Produit des émissions de titres participatifs";"0";"false";"72";"2";"false"
"MAR_PCG10117";"acdle";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"1674%";"0";;;;"2";;"Avances conditionnées de l'Etat";"0";"false";"73";"2";"false"
"MAR_PCG10118";"aep";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"1675%";"0";;;;"2";;"Autres emprunts participatifs";"0";"false";"74";"2";"false"
"MAR_PCG10119";"eedadedc";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"164%;16884%;512%;514%;517%;5186%;519%";"0";;;;"2";;"Emprunts et dettes auprès des établissements de crédits";"0";"false";"82";"2";"false"
"MAR_PCG10120";"eedf";"false";;"1";;"MAR_PCG10028";;"0";;"0";"false";"false";"false";;;"162%;165%;166%;1675%;168%;170%;426%;45%";"0";;;;"2";;"Emprunts et dettes financières";"0";"false";"83";"2";"false"
"MAR_PCG10137";"pfdvmcai";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"762%";"0";;;;"2";;"Produits financiers d'autres valeurs mobilières et créances de l'actif immobilisé";"0";"false";"29";"2";"false"
"MAR_PCG10138";"aiepa";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"763%;764%;765%;768%";"0";;;;"2";;"Autres intérêts et produits assimilés";"0";"false";"30";"2";"false"
"MAR_PCG10139";"rdpatc2";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"786%;796%";"0";;;;"2";;"Reprises sur dépréciations; provisions et amortissements; transferts de charges";"0";"false";"31";"2";"false"
"MAR_PCG10146";"cnscdv";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"667%";"0";;;;"1";;"Charges nettes sur cessions de VMP";"0";"false";"39";"2";"false"
"MAR_PCG10147";"chafin";"false";"daadp + inecha + dinedc + cnscdv";"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Charges financières (VI)";"0";"false";"40";"3";"false"
"MAR_PCG10148";"resfin";"false";"profin - chafin";"1";;"MAR_PCG10029";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RESULTAT FINANCIER (V-VI)";"0";"false";"42";"3";"false"
"MAR_PCG10149";"rescai";"false";"resdex + resfin + qprofc";"1";;"MAR_PCG10029";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"RESULTAT COURANT AVANT IMPÔTS (I-II+III-IV+V-VI)";"0";"false";"44";"3";"false"
"MAR_PCG10150";"pesodg";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"771%";"0";;;;"2";;"Produits exceptionnels sur opérations de gestion";"0";"false";"46";"2";"false"
"MAR_PCG10151";"pesodc";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"775%;777%;778%";"0";;;;"2";;"Produits exceptionnels sur opérations de capital";"0";"false";"47";"2";"false"
"MAR_PCG10152";"rdpatc3";"false";;"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;"787%;797%";"0";;;;"2";;"Reprises sur dépréciations; provisions et amortissements; transferts de charges";"0";"false";"48";"2";"false"
"MAR_PCG10153";"proexc";"false";"pesodg + pesodc + rdpatc3";"1";;"MAR_PCG10029";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Produits exceptionnels (VII)";"0";"false";"49";"3";"false"
"MAR_PCG10154";"RRR6097";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"6097%";"0";;;;"2";;"Rabais; remises et ristournes sur achat de marchandises";"0";"false";"5";"2";"false"
"MAR_PCG10155";"coutDirectAchat";"false";"achatsMarchandises - variationsStocksMarchandises - RRR6097";"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;;"0";;;;"0";;"Cout direct d'achat (II)";"0";"false";"6";"3";"false"
"MAR_PCG10156";"margeCommerciale";"false";"ventesMarchandises - coutDirectAchat";"1";;"MAR_PCG10020";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"MARGE COMMERCIALE (I-II)";"0";"false";"8";"3";"false"
"MAR_PCG10157";"achatAppro";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"601%;602%;604%;605%;606%;608%;6091%;6092%;6093%;6094%;6095%;6096%;6098%";"0";;;;"1";;"Achats d'approvisionnements";"0";"false";"20";"2";"false"
"MAR_PCG10158";"autresChargesExternes";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"61%;62%";"0";;;;"1";;"Autres charges externes";"0";"false";"21";"2";"false"
"MAR_PCG10159";"valeurAjoutee";"false";"margeCommerciale + productionExercice - achatAppro - autresChargesExternes";"1";;"MAR_PCG10020";;"0";;"1";"false";"false";"false";;;;"0";;;;"0";;"VALEUR AJOUTÉE (III)";"0";"false";"22";"3";"false"
"MAR_PCG10160";"subventionsExploitation";"false";;"1";;"MAR_PCG10020";;"0";;"0";"false";"false";"false";;;"74%";"0";;;;"1";;"Subventions d'exploitation";"0";"false";"24";"2";"false"
"MAR_PCG10190";"immoincorpb";"false";"immoretd + brevmarqdrvalsim + fondscomm + autreimmoincorp";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"IMMOBILISATIONS INCORPORELLES (B)";"0";"false";"5";"3";"false"
"MAR_PCG10191";"terrains";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"231%;2831%";"0";;;;"1";;"Terrains";"0";"false";"11";"2";"false"
"MAR_PCG10205";"titredepart";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"251%;295%";"0";;;;"1";;"Titres de participation";"0";"false";"21";"2";"false"
"MAR_PCG10206";"autretitimmo";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"258%";"0";;;;"1";;"Autres titres immobilisés";"0";"false";"22";"2";"false"
"MAR_PCG10207";"ecartdeconvactifE";"false";"dimundescrimmo + augdesdettesdefin";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"ECARTS DE CONVERSION-ACTIF (E)";"0";"false";"23";"3";"false"
"MAR_PCG10208";"dimundescrimmo";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"271%";"0";;;;"1";;"Diminution des créances immobilisées";"0";"false";"24";"2";"false"
"MAR_PCG10209";"augdesdettesdefin";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"272%";"0";;;;"1";;"Augmentation des dettes de financement";"0";"false";"25";"2";"false"
"MAR_PCG10210";"TOTALIABCDE";"false";"immononvalA + immoincorpb + immoincorpc + immofinand + ecartdeconvactifE";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"TOTAL I (A+B+C+D+E)";"0";"false";"26";"3";"false"
"MAR_PCG10211";"ACTIFCIRCULANT";"false";;"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"ACTIF CIRCULANT";"0";"false";"27";"1";"false"
"MAR_PCG10212";"STOCKSF";"false";"Marchandises + matetfourconsm + prodencours + prodinteretprodresid + prodfinis";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"STOCKS (F)";"0";"false";"28";"3";"false"
"MAR_PCG10213";"Marchandises";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"311%;3911%";"0";;;;"1";;"Marchandises";"0";"false";"29";"2";"false"
"MAR_PCG10214";"matetfourconsm";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"312%;3912%";"0";;;;"1";;"Matières et fournitures consommables";"0";"false";"30";"2";"false"
"MAR_PCG10215";"prodencours";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"313%;3913%";"0";;;;"1";;"Produits en cours";"0";"false";"31";"2";"false"
"MAR_PCG10216";"prodinteretprodresid";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"314%;3914%";"0";;;;"1";;"Produits intermédiaires et produits résiduels";"0";"false";"32";"2";"false"
"MAR_PCG10217";"prodfinis";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"315%;3915%";"0";;;;"1";;"Produits finis";"0";"false";"33";"2";"false"
"MAR_PCG10218";"creancedeactcircg";"false";"fournisdebavacom + clientsetcomratta + personnel + Etat + compteassdeb + autredebit + comptesderegacti";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"CREANCES DE L'ACTIF CIRCULANT (G)";"0";"false";"34";"3";"false"
"MAR_PCG10219";"fournisdebavacom";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"341%;3941%";"0";;;;"1";;"Fournis. débiteurs;avances et acomptes";"0";"false";"35";"2";"false"
"MAR_PCG10221";"personnel";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"343%;3943%";"0";;;;"1";;"Personnel";"0";"false";"37";"2";"false"
"MAR_PCG10222";"Etat";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"345%";"0";;;;"1";;"Etat";"0";"false";"38";"2";"false"
"MAR_PCG10223";"compteassdeb";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"346%";"0";;;;"1";;"Comptes d'associés-débiteurs";"0";"false";"39";"2";"false"
"MAR_PCG10224";"autredebit";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"348%;3948%";"0";;;;"1";;"Autres débiteurs";"0";"false";"40";"2";"false"
"MAR_PCG10225";"comptesderegacti";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"349%";"0";;;;"1";;"Comptes de régularisation- Actif";"0";"false";"41";"2";"false"
"MAR_PCG10226";"titresetvaldeplacH";"false";;"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;"350%;3950%";"0";;;;"1";;"TITRES ET VALEURS DE PLACEMENT (H)";"0";"false";"42";"2";"false"
"MAR_PCG10227";"ecartsdeconvactiI";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"370%";"0";;;;"1";;"ECARTS DE CONVERSION-ACTIF (I)";"0";"false";"43";"2";"false"
"MAR_PCG10228";"elemcircul";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;;"0";;;;"1";;"(Eléments circulants)";"0";"false";"44";"1";"false"
"MAR_PCG10229";"TOTALIIFGHI";"false";"STOCKSF + creancedeactcircg + titresetvaldeplacH + ecartsdeconvactiI";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"TOTAL II (F+G+H+I)";"0";"false";"45";"3";"false"
"MAR_PCG10230";"TRESORERIEACTIF";"false";;"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"TRESORERIE ACTIF";"0";"false";"46";"1";"false"
"MAR_PCG10231";"chequesetvalaenc";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"511%";"0";;;;"1";;"Chéques et valeurs à encaisser";"0";"false";"47";"2";"false"
"MAR_PCG10232";"banquestgccp";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"514%";"0";;;;"1";;"Banques;T.G et C.C.P";"0";"false";"48";"2";"false"
"MAR_PCG10233";"caisseregavetacc";"false";;"1";;"MAR_PCG10031";;"0";;"0";"false";"false";"false";;;"516%";"0";;;;"1";;"Caisse;Régies d'avances et accréditifs";"0";"false";"49";"2";"false"
"MAR_PCG10234";"TOTALIII";"false";"chequesetvalaenc + banquestgccp + caisseregavetacc";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"TOTAL III";"0";"false";"50";"3";"false"
"MAR_PCG10235";"TOTALGENERALIIIIII";"false";"TOTALIII + TOTALIIFGHI + TOTALIABCDE";"1";;"MAR_PCG10031";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"TOTAL GENERAL I+II+III";"0";"false";"51";"3";"false"
"MAR_PCG10238";"CAPITAUXPROPRES";"false";;"1";;"MAR_PCG10032";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"CAPITAUX PROPRES";"0";"false";"0";"1";"false"
"MAR_PCG10239";"capitalsocouperso";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"111%";"0";;;;"1";;"Capital social ou personnel (1)";"0";"false";"1";"2";"false"
"MAR_PCG10240";"macsna";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"1119%";"0";;;;"1";;"moins : actionnaires;capital souscrit non appelé";"0";"false";"2";"2";"false"
"MAR_PCG10241";"capitalappel";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;;"0";;;;"1";;"Capital appelé";"0";"false";"3";"2";"false"
"MAR_PCG10245";"dontverse";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;;"0";;;;"1";;"dont versé";"0";"false";"4";"2";"false"
"MAR_PCG10246";"primedemissionfusapp";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"112%";"0";;;;"1";;"Prime d'émission;de fusion;d'apport";"0";"false";"5";"2";"false"
"MAR_PCG10247";"ecartdereva";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"113%";"0";;;;"1";;"Ecart de réevaluation";"0";"false";"6";"2";"false"
"MAR_PCG10251";"reservelegale";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"114%";"0";;;;"1";;"Réserve légale";"0";"false";"7";"2";"false"
"MAR_PCG10252";"autrereserve";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"115%";"0";;;;"1";;"Autres réserves";"0";"false";"8";"2";"false"
"MAR_PCG10253";"reportanouveau2";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"116%";"0";;;;"1";;"Report à nouveau (2)";"0";"false";"9";"2";"false"
"MAR_PCG10254";"resultatnetinsaff2";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"118%";"0";;;;"1";;"Résultats nets en instance d'affectation (2)";"0";"false";"10";"2";"false"
"MAR_PCG10255";"resultatnetexrc2";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"119%";"0";;;;"1";;"Résultat net de l'exercice (2)";"0";"false";"11";"2";"false"
"MAR_PCG10256";"totalcapitprop";"false";"capitalsocouperso + macsna + capitalappel + dontverse + primedemissionfusapp + ecartdereva + reservelegale + autrereserve + reportanouveau2 + resultatnetinsaff2 + resultatnetexrc2";"1";;"MAR_PCG10032";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"Total des capitaux propres";"0";"false";"12";"3";"false"
"MAR_PCG10258";"subventiondinverst";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"131%";"0";;;;"1";;"Subventions d'investissement";"0";"false";"14";"2";"false"
"MAR_PCG10259";"provisionsregl";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"135%";"0";;;;"1";;"Provisions réglementées";"0";"false";"15";"2";"false"
"MAR_PCG10261";"empruntsoblig";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"141%";"0";;;;"1";;"Emprunts obligataires";"0";"false";"17";"2";"false"
"MAR_PCG10262";"autredettesdefinanc";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"148%";"0";;;;"1";;"Autres dettes de financement";"0";"false";"18";"2";"false"
"MAR_PCG10260";"dettesdefinanc";"false";"empruntsoblig + autredettesdefinanc";"1";;"MAR_PCG10032";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"DETTES DE FINANCEMENT";"0";"false";"16";"3";"false"
"MAR_PCG10264";"provisionspourrisq";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"151%";"0";;;;"1";;"Provisions pour risques";"0";"false";"20";"2";"false"
"MAR_PCG10265";"provpourcharg";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"155%";"0";;;;"1";;"Provisions pour charges";"0";"false";"21";"2";"false"
"MAR_PCG10263";"provdurpourrisqetchar";"false";"provisionspourrisq + provpourcharg";"1";;"MAR_PCG10032";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"PROVISIONS DURABLES POUR RISQUES ET CHARGES";"0";"false";"19";"3";"false"
"MAR_PCG10267";"augdescreimmo";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"171%";"0";;;;"1";;"Augmentation des créances immobilisées";"0";"false";"23";"2";"false"
"MAR_PCG10268";"dimmdesdettesdefinanc";"false";;"1";;"MAR_PCG10032";;"0";;"0";"false";"false";"false";;;"172%";"0";;;;"1";;"Diminution des dettes de financement";"0";"false";"24";"2";"false"
"MAR_PCG10266";"ecartsdeconvpass";"false";"augdescreimmo + dimmdesdettesdefinanc";"1";;"MAR_PCG10032";;"0";;"1";"false";"false";"false";;;;"0";;;;"1";;"ECARTS DE CONVERSION PASSIF";"0";"false";"22";"3";"false"
