"importId";"name_fr";"code_fr";"name_en";"code_en";"description_fr";"description_en";"productCategory.code";"productCategory_code_en";"productFamily.code";"productFamily_code_en";"applicationTypeSelect";"procurementMethodSelect";"isRawMaterial";"unit.code";"productTypeSelect";"salePrice";"saleCurrency.code";"purchasePrice";"purchaseCurrency.code";"startDate";"endDate";"invoiceLineType.id"
64;"Cartouche HP n°951XL CN047AE";"CNS-CRT-0064";"Cartridge HP n°951XL CN047AE";"CNS-CRT-0064";"Couleur : Magenta/ Capacité : 1500 copies";"Color : Magenta/ Capacity : 1500 copies";"CNS";"CNS";"CRT";"CRT";1;"buy";"false";"U";"storable";"27.94";"EUR";"23.4696";"EUR";"2013-01-01";;3
65;"Cartouche HP n°951XL CN047AE";"CNS-CRT-0065";"Cartridge HP n°951XL CN047AE";"CNS-CRT-0065";"Couleur : Magenta/ Capacité : 1500 copies";"Color : Magenta/ Capacity : 1500 copies";"CNS";"CNS";"CRT";"CRT";1;"buy";"false";"U";"storable";"27.94";"EUR";"22.352";"EUR";"2013-01-01";;3
66;"Cartouche HP n°951XL CN048AE";"CNS-CRT-0066";"Cartridge HP n°951XL CN048AE";"CNS-CRT-0066";"Couleur : Jaune/ Capacité : 1500 copies";"Color : Jaune/ Capacity : 1500 copies";"CNS";"CNS";"CRT";"CRT";1;"buy";"false";"U";"storable";"27.94";"EUR";"21.2344";"EUR";"2013-01-01";;3
67;"Cartouche HP n°951XL CN048AE";"CNS-CRT-0067";"Cartridge HP n°951XL CN048AE";"CNS-CRT-0067";"Couleur : Jaune/ Capacité : 1500 copies";"Color : Jaune/ Capacity : 1500 copies";"CNS";"CNS";"CRT";"CRT";1;"buy";"false";"U";"storable";"27.94";"EUR";"23.4696";"EUR";"2013-01-01";;3
68;"Toner Canon  COPY3010771";"CNS-TON-0068";"Toner Canon  COPY3010771";"CNS-TON-0068";"Couleur : Noir/ Capacité : 14600 copies";"Color : Noir/ Capacity : 14600 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"41.02";"EUR";"33.6364";"EUR";"2013-01-01";;3
69;"Toner Epson  S050611";"CNS-TON-0069";"Toner Epson  S050611";"CNS-TON-0069";"Couleur : Jaune/ Capacité : 1400 copies";"Color : Jaune/ Capacity : 1400 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"89.17";"EUR";"62.419";"EUR";"2013-01-01";;3
70;"Toner Epson  S050612";"CNS-TON-0070";"Toner Epson  S050612";"CNS-TON-0070";"Couleur : Magenta/ Capacité : 1400 copies";"Color : Magenta/ Capacity : 1400 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"89.17";"EUR";"69.5526";"EUR";"2013-01-01";;3
71;"Toner Epson  S050613";"CNS-TON-0071";"Toner Epson  S050613";"CNS-TON-0071";"Couleur : Cyan/ Capacité : 1400 copies";"Color : Cyan/ Capacity : 1400 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"89.17";"EUR";"71.336";"EUR";"2013-01-01";;3
72;"Toner Epson  S050614";"CNS-TON-0072";"Toner Epson  S050614";"CNS-TON-0072";"Couleur : Noir/ Capacité : 2000 copies";"Color : Noir/ Capacity : 2000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"88.26";"EUR";"63.5472";"EUR";"2013-01-01";;3
73;"Toner Epson C13S050611 S050611";"CNS-TON-0073";"Toner Epson C13S050611 S050611";"CNS-TON-0073";"Couleur : Jaune/ Capacité : 1400 copies";"Color : Jaune/ Capacity : 1400 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"89.17";"EUR";"69.5526";"EUR";"2013-01-01";;3
74;"Toner Epson C13S050612 S050612";"CNS-TON-0074";"Toner Epson C13S050612 S050612";"CNS-TON-0074";"Couleur : Magenta/ Capacité : 1400 copies";"Color : Magenta/ Capacity : 1400 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"89.17";"EUR";"74.9028";"EUR";"2013-01-01";;3
75;"Toner Epson C13S050613 S050613";"CNS-TON-0075";"Toner Epson C13S050613 S050613";"CNS-TON-0075";"Couleur : Cyan/ Capacité : 1400 copies";"Color : Cyan/ Capacity : 1400 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"89.17";"EUR";"63.3107";"EUR";"2013-01-01";;3
76;"Toner Epson C13S050614 S050614";"CNS-TON-0076";"Toner Epson C13S050614 S050614";"CNS-TON-0076";"Couleur : Noir/ Capacité : 2000 copies";"Color : Noir/ Capacity : 2000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"88.26";"EUR";"67.0776";"EUR";"2013-01-01";;3
77;"Toner Epson C13S050709 S050709";"CNS-TON-0077";"Toner Epson C13S050709 S050709";"CNS-TON-0077";"Couleur : Noir/ Capacité : 2500 copies";"Color : Noir/ Capacity : 2500 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"120.27";"EUR";"86.5944";"EUR";"2013-01-01";;3
78;"Toner HP 305A CE410A";"CNS-TON-0078";"Toner HP 305A CE410A";"CNS-TON-0078";"Couleur : Noir/ Capacité : 2200 copies";"Color : Noir/ Capacity : 2200 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"111.63";"EUR";"84.8388";"EUR";"2013-01-01";;3
79;"Toner HP 305A CE410A";"CNS-TON-0079";"Toner HP 305A CE410A";"CNS-TON-0079";"Couleur : Noir/ Capacité : 2200 copies";"Color : Noir/ Capacity : 2200 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"111.63";"EUR";"78.141";"EUR";"2013-01-01";;3
80;"Toner HP 305A CE411A";"CNS-TON-0080";"Toner HP 305A CE411A";"CNS-TON-0080";"Couleur : Cyan/ Capacité : 2600 copies";"Color : Cyan/ Capacity : 2600 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"158.7";"EUR";"114.264";"EUR";"2013-01-01";;3
81;"Toner HP 305A CE411A";"CNS-TON-0081";"Toner HP 305A CE411A";"CNS-TON-0081";"Couleur : Cyan/ Capacité : 2600 copies";"Color : Cyan/ Capacity : 2600 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"158.7";"EUR";"123.786";"EUR";"2013-01-01";;3
82;"Toner HP 305A CE412A";"CNS-TON-0082";"Toner HP 305A CE412A";"CNS-TON-0082";"Couleur : Jaune/ Capacité : 2600 copies";"Color : Jaune/ Capacity : 2600 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"158.7";"EUR";"120.612";"EUR";"2013-01-01";;3
83;"Toner HP 305A CE412A";"CNS-TON-0083";"Toner HP 305A CE412A";"CNS-TON-0083";"Couleur : Jaune/ Capacité : 2600 copies";"Color : Jaune/ Capacity : 2600 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"158.7";"EUR";"133.308";"EUR";"2013-01-01";;3
84;"Toner HP 305A CE413A";"CNS-TON-0084";"Toner HP 305A CE413A";"CNS-TON-0084";"Couleur : Magenta/ Capacité : 2600 copies";"Color : Magenta/ Capacity : 2600 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"158.7";"EUR";"115.851";"EUR";"2013-01-01";;3
85;"Toner HP 305A CE413A";"CNS-TON-0085";"Toner HP 305A CE413A";"CNS-TON-0085";"Couleur : Magenta/ Capacité : 2600 copies";"Color : Magenta/ Capacity : 2600 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"158.7";"EUR";"122.199";"EUR";"2013-01-01";;3
86;"Toner HP 305X CE410X";"CNS-TON-0086";"Toner HP 305X CE410X";"CNS-TON-0086";"Couleur : Noir/ Capacité : 4000 copies";"Color : Noir/ Capacity : 4000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"136.82";"EUR";"97.1422";"EUR";"2013-01-01";;3
87;"Toner HP 80A CF280A";"CNS-TON-0087";"Toner HP 80A CF280A";"CNS-TON-0087";"Couleur : Noir/ Capacité : 2700 copies";"Color : Noir/ Capacity : 2700 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"134.71";"EUR";"113.1564";"EUR";"2013-01-01";;3
88;"Toner HP 85A CE285A";"CNS-TON-0088";"Toner HP 85A CE285A";"CNS-TON-0088";"Couleur : Noir/ Capacité : 1600 copies";"Color : Noir/ Capacity : 1600 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"76.52";"EUR";"56.6248";"EUR";"2013-01-01";;3
89;"Toner Kyocera Mita  TK590C";"CNS-TON-0089";"Toner Kyocera Mita  TK590C";"CNS-TON-0089";"Couleur : Cyan/ Capacité : 5000 copies";"Color : Cyan/ Capacity : 5000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"167.39";"EUR";"125.5425";"EUR";"2013-01-01";;3
90;"Toner Kyocera Mita  TK590K";"CNS-TON-0090";"Toner Kyocera Mita  TK590K";"CNS-TON-0090";"Couleur : Noir/ Capacité : 7000 copies";"Color : Noir/ Capacity : 7000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"146.92";"EUR";"123.4128";"EUR";"2013-01-01";;3
91;"Toner Kyocera Mita  TK590M";"CNS-TON-0091";"Toner Kyocera Mita  TK590M";"CNS-TON-0091";"Couleur : Magenta/ Capacité : 5000 copies";"Color : Magenta/ Capacity : 5000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"167.39";"EUR";"125.5425";"EUR";"2013-01-01";;3
92;"Toner Kyocera Mita  TK590Y";"CNS-TON-0092";"Toner Kyocera Mita  TK590Y";"CNS-TON-0092";"Couleur : Jaune/ Capacité : 5000 copies";"Color : Jaune/ Capacity : 5000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"167.39";"EUR";"140.6076";"EUR";"2013-01-01";;3
93;"Toner Kyocera Mita  TK710";"CNS-TON-0093";"Toner Kyocera Mita  TK710";"CNS-TON-0093";"Couleur : Noir/ Capacité : 40000 copies";"Color : Noir/ Capacity : 40000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"221.22";"EUR";"174.7638";"EUR";"2013-01-01";;3
94;"Toner Kyocera Mita TK8600C 0T2MNCNL";"CNS-TON-0094";"Toner Kyocera Mita TK8600C 0T2MNCNL";"CNS-TON-0094";"Couleur : Cyan/ Capacité : 20000 copies";"Color : Cyan/ Capacity : 20000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"391.2";"EUR";"305.136";"EUR";"2013-01-01";;3
95;"Toner Kyocera Mita TK8600K 0T2MN0NL";"CNS-TON-0095";"Toner Kyocera Mita TK8600K 0T2MN0NL";"CNS-TON-0095";"Couleur : Noir/ Capacité : 30000 copies";"Color : Noir/ Capacity : 30000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"301.2";"EUR";"219.876";"EUR";"2013-01-01";;3
96;"Toner Kyocera Mita TK8600M 0T2MNBNL";"CNS-TON-0096";"Toner Kyocera Mita TK8600M 0T2MNBNL";"CNS-TON-0096";"Couleur : Magenta/ Capacité : 20000 copies";"Color : Magenta/ Capacity : 20000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"391.2";"EUR";"277.752";"EUR";"2013-01-01";;3
97;"Toner Kyocera Mita TK8600Y 0T2MNANL";"CNS-TON-0097";"Toner Kyocera Mita TK8600Y 0T2MNANL";"CNS-TON-0097";"Couleur : Jaune/ Capacité : 20000 copies";"Color : Jaune/ Capacity : 20000 copies";"CNS";"CNS";"TON";"TON";1;"buy";"false";"U";"storable";"391.2";"EUR";"309.048";"EUR";"2013-01-01";;3
98;"Ramette 500 Feuilles A4 Standard 80 g Canon  0255V273";"CNS-PAP-0098";"Paper ream 500 Sheets A4 Standard 80 g Canon  0255V273";"CNS-PAP-0098";"Format : A4 / Quantité : 500 feuilles / Poids : 80 g";"Format : A4 / Quantity : 500 Sheets / Weight : 80 g";"CNS";"CNS";"PAP";"PAP";1;"buy";"false";"U";"storable";"391.3";"EUR";"310.048";"EUR";"2013-01-01";;3
99;"Ramette 70 Feuilles 10x15 Photo 190 g/m² Epson  C13S042157";"CNS-PAP-0099";"Paper ream 70 Sheets 10x15 Photo 190 g/m² Epson  C13S042157";"CNS-PAP-0099";"Format : 10x15 / Quantité : 70 feuilles / Poids : 190 g/m²";"Format : 10x15 / Quantity : 70 Sheets / Weight : 190 g/m²";"CNS";"CNS";"PAP";"PAP";1;"buy";"false";"U";"storable";"391.4";"EUR";"311.048";"EUR";"2013-01-01";;3
100;"Ramette 100 Feuilles 10X15 Photo 170 g/m² Canon GP-501 0775B003";"CNS-PAP-0100";"Paper ream 100 Sheets 10X15 Photo 170 g/m² Canon GP-501 0775B003";"CNS-PAP-0100";"Format : 10X15 / Quantité : 100 feuilles / Poids : 170 g/m²";"Format : 10X15 / Quantity : 100 Sheets / Weight : 170 g/m²";"CNS";"CNS";"PAP";"PAP";1;"buy";"false";"U";"storable";"391.5";"EUR";"312.048";"EUR";"2013-01-01";;3
101;"Ramette 50 Feuilles A4 Photo 180 g/m² HP  C6818A";"CNS-PAP-0101";"Paper ream 50 Sheets A4 Photo 180 g/m² HP  C6818A";"CNS-PAP-0101";"Format : A4 / Quantité : 50 feuilles / Poids : 180 g/m²";"Format : A4 / Quantity : 50 Sheets / Weight : 180 g/m²";"CNS";"CNS";"PAP";"PAP";1;"buy";"false";"U";"storable";"391.6";"EUR";"313.048";"EUR";"2013-01-01";;3
102;"Ramette 100 Feuilles A4 Photo 175 g/m² HP  Q2510A";"CNS-PAP-0102";"Paper ream 100 Sheets A4 Photo 175 g/m² HP  Q2510A";"CNS-PAP-0102";"Format : A4 / Quantité : 100 feuilles / Poids : 175 g/m²";"Format : A4 / Quantity : 100 Sheets / Weight : 175 g/m²";"CNS";"CNS";"PAP";"PAP";1;"buy";"false";"U";"storable";"391.7";"EUR";"314.048";"EUR";"2013-01-01";;3
103;"Ramette 40 Feuilles 10x15 Photo  225 g/m² Epson  C13S042153 ";"CNS-PAP-0103";"Paper ream 40 Sheets 10x15 Photo  225 g/m² Epson  C13S042153 ";"CNS-PAP-0103";"Format : 10x15 / Quantité : 40 feuilles / Poids : 225 g/m²";"Format : 10x15 / Quantity : 40 Sheets / Weight : 225 g/m²";"CNS";"CNS";"PAP";"PAP";1;"buy";"false";"U";"storable";"391.8";"EUR";"315.048";"EUR";"2013-01-01";;3
104;"Ramette 20 Feuilles A4 Photo 260 g/m² Canon PP-201 2311B019";"CNS-PAP-0104";"Paper ream 20 Sheets A4 Photo 260 g/m² Canon PP-201 2311B019";"CNS-PAP-0104";"Format : A4 / Quantité : 20 feuilles / Poids : 260 g/m²";"Format : A4 / Quantity : 20 Sheets / Weight : 260 g/m²";"CNS";"CNS";"PAP";"PAP";1;"buy";"false";"U";"storable";"391.9";"EUR";"316.048";"EUR";"2013-01-01";;3
