"importId";"inseeCode";"department.code";"canton.code";"artmin";"name";"zip";"nbInhCommune"
"7700";"21403";"21";"2119";;"MENESSAIRE";"21430";"69"
"7701";"21404";"21";"2136";;"MENETREUX-LE-PITOIS";"21150";"464"
"7702";"21405";"21";"2106";;"MERCEUIL";"21190";"846"
"7703";"21406";"21";"2135";;"MESMONT";"21540";"211"
"7704";"21407";"21";"2115";;"MESSANGES";"21220";"249"
"7705";"21408";"21";"2143";;"MESSIGNY-ET-VANTOUX";"21380";"1567"
"7706";"21409";"21";"2124";;"MEUILLEY";"21700";"475"
"7707";"21410";"21";"2101";;"MEULSON";"21510";"40"
"7708";"21411";"21";"2106";;"MEURSANGES";"21200";"488"
"7709";"21412";"21";"2105";;"MEURSAULT";"21190";"1592"
"7710";"21413";"21";"2133";;"MILLERY";"21140";"385"
"7711";"21414";"21";"2102";;"MIMEURE";"21230";"295"
"7712";"21415";"21";"2101";;"MINOT";"21510";"252"
"7713";"21416";"21";"2120";;"MIREBEAU-SUR-BEZE";"21310";"1974"
"7714";"21417";"21";"2127";;"MISSERY";"21210";"110"
"7715";"21418";"21";"2101";;"MOITRON";"21510";"65"
"7716";"21419";"21";"2118";;"MOLESME";"21330";"232"
"7717";"21420";"21";"2123";;"MOLINOT";"21340";"155"
"7718";"21421";"21";"2117";;"MOLOY";"21120";"233"
"7719";"21422";"21";"2131";;"MOLPHEY";"21210";"148"
"7720";"21423";"21";"2106";;"MONTAGNY-LES-BEAUNE";"21200";"683"
"7721";"21424";"21";"2129";;"MONTAGNY-LES-SEURRE";"21250";"113"
"7722";"21425";"21";"2121";;"MONTBARD";"21500";"5718"
"7723";"21426";"21";"2133";;"MONTBERTHAULT";"21460";"255"
"7724";"21427";"21";"2107";;"MONTCEAU-ET-ECHARNANT";"21360";"158"
"7725";"21428";"21";"2105";;"MONTHELIE";"21190";"174"
"7726";"21429";"21";"2121";;"MONTIGNY-MONTFORT";"21500";"301"
"7727";"21430";"21";"2127";;"MONTIGNY-SAINT-BARTHELEMY";"21390";"85"
"7728";"21431";"21";"2133";;"MONTIGNY-SUR-ARMANCON";"21140";"144"
"7729";"21432";"21";"2122";;"MONTIGNY-SUR-AUBE";"21520";"325"
"7730";"21433";"21";"2113";;"MONTIGNY-MORNAY-VILLENEUVE-SUR-VINGEANNE";"21610";"380"
"7731";"21434";"21";"2131";;"MONTLAY-EN-AUXOIS";"21210";"160"
"7732";"21435";"21";"2108";;"MONTLIOT-ET-COURCELLES";"21400";"293"
"7733";"21436";"21";"2134";;"MONTMAIN";"21250";"108"
"7734";"21437";"21";"2125";;"MONTMANCON";"21270";"229"
"7735";"21438";"21";"2128";;"MONTMOYEN";"21290";"87"
"7736";"21439";"21";"2135";;"MONTOILLOT";"21540";"72"
"7737";"21440";"21";"2129";;"MONTOT";"21170";"204"
"7738";"21441";"21";"2126";;"MONT-SAINT-JEAN";"21320";"249"
"7739";"21442";"21";"2115";;"MOREY-SAINT-DENIS";"21220";"713"
"7740";"21444";"21";"2108";;"MOSSON";"21400";"93"
"7741";"21445";"21";"2131";"(LA)";"MOTTE-TERNANT";"21210";"170"
"7742";"21446";"21";"2121";;"MOUTIERS-SAINT-JEAN";"21500";"261"
"7743";"21447";"21";"2102";;"MUSIGNY";"21230";"90"
"7744";"21448";"21";"2136";;"MUSSY-LA-FOSSE";"21150";"79"
"7745";"21449";"21";"2127";;"NAN-SOUS-THIL";"21390";"187"
"7746";"21450";"21";"2105";;"NANTOUX";"21190";"195"
"7747";"21451";"21";"2118";;"NESLE-ET-MASSOULT";"21330";"87"
"7748";"21452";"21";"2138";;"NEUILLY-LES-DIJON";"21800";"1920"
"7749";"21454";"21";"2118";;"NICEY";"21330";"135"
"7750";"21455";"21";"2108";;"NOD-SUR-SEINE";"21400";"262"
"7751";"21456";"21";"2121";;"NOGENT-LES-MONTBARD";"21500";"143"
"7752";"21457";"21";"2127";;"NOIDAN";"21390";"92"
"7753";"21458";"21";"2115";;"NOIRON-SOUS-GEVREY";"21910";"1059"
"7754";"21459";"21";"2120";;"NOIRON-SUR-BEZE";"21310";"218"
"7755";"21460";"21";"2108";;"NOIRON-SUR-SEINE";"21400";"82"
"7756";"21461";"21";"2123";;"NOLAY";"21340";"1535"
"7757";"21462";"21";"2143";;"NORGES-LA-VILLE";"21490";"911"
"7758";"21463";"21";"2127";;"NORMIER";"21390";"58"
"7759";"21464";"21";"2124";;"NUITS-SAINT-GEORGES";"21700";"5729"
"7760";"21465";"21";"2108";;"OBTREE";"21400";"73"
"7761";"21466";"21";"2104";;"OIGNY";"21450";"37"
"7762";"21467";"21";"2120";;"OISILLY";"21310";"140"
"7763";"21468";"21";"2113";;"ORAIN";"21610";"94"
"7764";"21469";"21";"2109";;"ORGEUX";"21490";"475"
"7765";"21470";"21";"2101";;"ORIGNY";"21510";"35"
"7766";"21471";"21";"2104";;"ORRET";"21450";"24"
"7767";"21472";"21";"2132";;"ORVILLE";"21260";"196"
"7768";"21473";"21";"2138";;"OUGES";"21600";"1193"
"7769";"21474";"21";"2134";;"PAGNY-LA-VILLE";"21250";"425"
"7770";"21475";"21";"2134";;"PAGNY-LE-CHATEAU";"21250";"505"
"7771";"21476";"21";"2107";;"PAINBLANC";"21360";"162"
"7772";"21477";"21";"2130";;"PANGES";"21540";"79"
"7773";"21478";"21";"2139";;"PASQUES";"21370";"301"
"7774";"21479";"21";"2130";;"PELLEREY";"21440";"93"
"7775";"21480";"21";"2105";;"PERNAND-VERGELESSES";"21420";"277"
"7776";"21481";"21";"2138";;"PERRIGNY-LES-DIJON";"21160";"1498"
"7777";"21482";"21";"2125";;"PERRIGNY-SUR-L'OGNON";"21270";"664"
"7778";"21483";"21";"2117";;"PICHANGES";"21120";"257"
"7779";"21484";"21";"2118";;"PLANAY";"21500";"82"
"7780";"21485";"21";"2143";;"PLOMBIERES-LES-DIJON";"21370";"2968"
"7781";"21486";"21";"2114";;"PLUVAULT";"21110";"537"
"7782";"21487";"21";"2114";;"PLUVET";"21110";"416"
"7783";"21488";"21";"2118";;"POINCON-LES-LARREY";"21330";"208"
"7784";"21489";"21";"2130";;"POISEUL-LA-GRANGE";"21440";"76"
"7785";"21490";"21";"2104";;"POISEUL-LA-VILLE-ET-LAPERRIERE";"21450";"173"
"7786";"21491";"21";"2117";;"POISEUL-LES-SAULX";"21120";"62"
"7787";"21492";"21";"2105";;"POMMARD";"21630";"548"
"7788";"21493";"21";"2103";;"PONCEY-LES-ATHEE";"21130";"584"
"7789";"21494";"21";"2130";;"PONCEY-SUR-L'IGNON";"21440";"85"
"7790";"21495";"21";"2103";;"PONT";"21130";"90"
"7791";"21496";"21";"2125";;"PONTAILLER-SUR-SAONE";"21270";"1293"
"7792";"21497";"21";"2133";;"PONT-ET-MASSENE";"21140";"210"
"7793";"21498";"21";"2137";;"POSANGES";"21350";"68"
"7794";"21499";"21";"2108";;"POTHIERES";"21400";"190"
"7795";"21500";"21";"2136";;"POUILLENAY";"21150";"565"
"7796";"21501";"21";"2126";;"POUILLY-EN-AUXOIS";"21320";"1687"
"7797";"21502";"21";"2134";;"POUILLY-SUR-SAONE";"21250";"679"
"7798";"21503";"21";"2113";;"POUILLY-SUR-VINGEANNE";"21610";"117"
"7799";"21504";"21";"2135";;"PRALON";"21410";"83"
"7800";"21505";"21";"2127";;"PRECY-SOUS-THIL";"21390";"786"
"7801";"21506";"21";"2124";;"PREMEAUX-PRISSEY";"21700";"431"
"7802";"21507";"21";"2114";;"PREMIERES";"21110";"110"
"7803";"21508";"21";"2139";;"PRENOIS";"21370";"414"
"7804";"21510";"21";"2108";;"PRUSLY-SUR-OURCE";"21400";"180"
"7805";"21511";"21";"2118";;"PUITS";"21400";"146"
"7806";"21512";"21";"2123";;"PULIGNY-MONTRACHET";"21190";"433"
"7807";"21513";"21";"2115";;"QUEMIGNY-POISOT";"21220";"208"
"7808";"21514";"21";"2101";;"QUEMIGNY-SUR-SEINE";"21510";"118"
"7809";"21515";"21";"2110";;"QUETIGNY";"21800";"10107"
"7810";"21516";"21";"2121";;"QUINCEROT";"21500";"113"
"7811";"21517";"21";"2124";;"QUINCEY";"21700";"427"
"7812";"21518";"21";"2121";;"QUINCY-LE-VICOMTE";"21500";"206"
"7813";"21519";"21";"2128";;"RECEY-SUR-OURCE";"21290";"396"
"7814";"21520";"21";"2135";;"REMILLY-EN-MONTAGNE";"21540";"134"
"7815";"21521";"21";"2110";;"REMILLY-SUR-TILLE";"21560";"779"
"7816";"21522";"21";"2120";;"RENEVE";"21310";"442"
"7817";"21523";"21";"2115";;"REULLE-VERGY";"21220";"115"
"7818";"21524";"21";"2122";;"RIEL-LES-EAUX";"21570";"82"
"7819";"21525";"21";"2131";"(LA)";"ROCHE-EN-BRENIL";"21530";"927"
"7820";"21526";"21";"2101";;"ROCHEFORT-SUR-BREVON";"21510";"46"
"7821";"21527";"21";"2123";"(LA)";"ROCHEPOT";"21340";"285"
"7822";"21528";"21";"2136";"(LA)";"ROCHE-VANNEAU";"21150";"151"
"7823";"21529";"21";"2127";;"ROILLY";"21390";"35"
"7824";"21530";"21";"2121";;"ROUGEMONT";"21500";"180"
"7825";"21531";"21";"2131";;"ROUVRAY";"21530";"637"
"7826";"21532";"21";"2114";;"ROUVRES-EN-PLAINE";"21110";"1021"
"7827";"21533";"21";"2126";;"ROUVRES-SOUS-MEILLY";"21320";"106"
"7828";"21534";"21";"2106";;"RUFFEY-LES-BEAUNE";"21200";"753"
"7829";"21535";"21";"2109";;"RUFFEY-LES-ECHIREY";"21490";"1180"
"7830";"21536";"21";"2132";;"SACQUENAY";"21260";"266"
"7831";"21537";"21";"2137";;"SAFFRES";"21350";"127"
"7832";"21538";"21";"2131";;"SAINT-ANDEUX";"21530";"132"
"7833";"21539";"21";"2135";;"SAINT-ANTHOT";"21540";"52"
"7834";"21540";"21";"2109";;"SAINT-APOLLINAIRE";"21850";"6349"
"7835";"21541";"21";"2123";;"SAINT-AUBIN";"21190";"272"
"7836";"21542";"21";"2124";;"SAINT-BERNARD";"21700";"437"
"7837";"21543";"21";"2128";;"SAINT-BROING-LES-MOINES";"21290";"190"
"7838";"21544";"21";"2137";;"SAINTE-COLOMBE";"21350";"69"
"7839";"21545";"21";"2108";;"SAINTE-COLOMBE-SUR-SEINE";"21400";"945"
"7840";"21546";"21";"2131";;"SAINT-DIDIER";"21210";"213"
"7841";"21547";"21";"2133";;"SAINT-EUPHRONE";"21140";"205"
"7842";"21548";"21";"2131";;"SAINT-GERMAIN-DE-MODEON";"21530";"183"
"7843";"21549";"21";"2101";;"SAINT-GERMAIN-LE-ROCHEUX";"21510";"94"
"7844";"21550";"21";"2121";;"SAINT-GERMAIN-LES-SENAILLY";"21500";"96"
"7845";"21552";"21";"2137";;"SAINT-HELIER";"21690";"38"
"7846";"21553";"21";"2135";;"SAINT-JEAN-DE-BOEUF";"21410";"112"
"7847";"21554";"21";"2129";;"SAINT-JEAN-DE-LOSNE";"21170";"1207"
"7848";"21555";"21";"2109";;"SAINT-JULIEN";"21490";"1478"
"7849";"21556";"21";"2125";;"SAINT-LEGER-TRIEY";"21270";"209"
"7850";"21557";"21";"2104";;"SAINT-MARC-SUR-SEINE";"21450";"131"
"7851";"21558";"21";"2106";;"SAINTE-MARIE-LA-BLANCHE";"21200";"834"
"7852";"21559";"21";"2135";;"SAINTE-MARIE-SUR-OUCHE";"21410";"702"
"7853";"21560";"21";"2119";;"SAINT-MARTIN-DE-LA-MER";"21210";"288"
"7854";"21561";"21";"2130";;"SAINT-MARTIN-DU-MONT";"21440";"455"
"7855";"21562";"21";"2113";;"SAINT-MAURICE-SUR-VINGEANNE";"21610";"217"
"7856";"21563";"21";"2137";;"SAINT-MESMIN";"21540";"133"
"7857";"21564";"21";"2124";;"SAINT-NICOLAS-LES-CITEAUX";"21700";"453"
"7858";"21565";"21";"2115";;"SAINT-PHILIBERT";"21220";"446"
"7859";"21566";"21";"2102";;"SAINT-PIERRE-EN-VAUX";"21230";"133"
"7860";"21567";"21";"2102";;"SAINT-PRIX-LES-ARNAY";"21230";"253"
"7861";"21568";"21";"2121";;"SAINT-REMY";"21500";"843"
"7862";"21569";"21";"2123";;"SAINT-ROMAIN";"21190";"253"
"7863";"21570";"21";"2126";;"SAINTE-SABINE";"21320";"196"
"7864";"21571";"21";"2125";;"SAINT-SAUVEUR";"21270";"219"
"7865";"21572";"21";"2129";;"SAINT-SEINE-EN-BACHE";"21130";"286"
"7866";"21573";"21";"2130";;"SAINT-SEINE-L'ABBAYE";"21440";"407"
"7867";"21574";"21";"2113";;"SAINT-SEINE-SUR-VINGEANNE";"21610";"395"
"7868";"21575";"21";"2129";;"SAINT-SYMPHORIEN-SUR-SAONE";"21170";"347"
"7869";"21576";"21";"2137";;"SAINT-THIBAULT";"21350";"158"
"7870";"21577";"21";"2129";;"SAINT-USAGE";"21170";"1163"
"7871";"21578";"21";"2135";;"SAINT-VICTOR-SUR-OUCHE";"21410";"242"
"7872";"21579";"21";"2116";;"SALIVES";"21580";"286"
"7873";"21580";"21";"2136";;"SALMAISE";"21690";"148"
"7874";"21581";"21";"2129";;"SAMEREY";"21170";"135"
"7875";"21582";"21";"2123";;"SANTENAY";"21590";"842"
"7876";"21583";"21";"2123";;"SANTOSSE";"21340";"49"
"7877";"21584";"21";"2131";;"SAULIEU";"21210";"2697"
"7878";"21585";"21";"2115";;"SAULON-LA-CHAPELLE";"21910";"1073"
"7879";"21586";"21";"2115";;"SAULON-LA-RUE";"21910";"601"
"7880";"21587";"21";"2117";;"SAULX-LE-DUC";"21120";"268"
"7881";"21588";"21";"2107";;"SAUSSEY";"21360";"88"
"7882";"21589";"21";"2130";;"SAUSSY";"21380";"99"
"7883";"21590";"21";"2105";;"SAVIGNY-LES-BEAUNE";"21420";"1411"
"7884";"21591";"21";"2143";;"SAVIGNY-LE-SEC";"21380";"839"
"7885";"21592";"21";"2135";;"SAVIGNY-SOUS-MALAIN";"21540";"204"
"7886";"21593";"21";"2119";;"SAVILLY";"21430";"77"
"7887";"21594";"21";"2118";;"SAVOISY";"21500";"223"
"7888";"21595";"21";"2120";;"SAVOLLES";"21310";"162"
"7889";"21596";"21";"2115";;"SAVOUGES";"21910";"385"
"7890";"21597";"21";"2115";;"SEGROIS";"21220";"50"
"7891";"21598";"21";"2121";;"SEIGNY";"21150";"167"
"7892";"21599";"21";"2132";;"SELONGEY";"21260";"2460"
"7893";"21600";"21";"2126";;"SEMAREY";"21320";"116"
"7894";"21601";"21";"2115";;"SEMEZANGES";"21220";"112"
"7895";"21602";"21";"2104";;"SEMOND";"21450";"32"
"7896";"21603";"21";"2133";;"SEMUR-EN-AUXOIS";"21140";"4636"
"7897";"21604";"21";"2121";;"SENAILLY";"21500";"147"
"7898";"21605";"21";"2110";;"SENNECEY-LES-DIJON";"21800";"2257"
"7899";"21606";"21";"2106";;"LADOIX-SERRIGNY";"21550";"1807"
"7900";"21607";"21";"2134";;"SEURRE";"21250";"2483"
"7901";"21608";"21";"2131";;"SINCEY-LES-ROUVRAY";"21530";"120"
"7902";"21609";"21";"2103";;"SOIRANS";"21110";"472"
"7903";"21610";"21";"2125";;"SOISSONS-SUR-NACEY";"21270";"324"
"7904";"21611";"21";"2135";;"SOMBERNON";"21540";"1001"
"7905";"21612";"21";"2133";;"SOUHEY";"21140";"97"
"7906";"21613";"21";"2137";;"SOUSSEY-SUR-BRIONNE";"21350";"138"
"7907";"21614";"21";"2117";;"SPOY";"21120";"304"
"7908";"21615";"21";"2119";;"SUSSEY";"21430";"247"
"7909";"21616";"21";"2106";;"TAILLY";"21190";"201"
"7910";"21617";"21";"2143";;"TALANT";"21240";"11907"
"7911";"21618";"21";"2125";;"TALMAY";"21270";"521"
"7912";"21619";"21";"2120";;"TANAY";"21310";"236"
"7913";"21620";"21";"2117";;"TARSUL";"21120";"172"
"7914";"21621";"21";"2114";;"TART-L'ABBAYE";"21110";"243"
"7915";"21622";"21";"2114";;"TART-LE-BAS";"21110";"234"
"7916";"21623";"21";"2114";;"TART-LE-HAUT";"21110";"1414"
"7917";"21624";"21";"2125";;"TELLECEY";"21270";"128"
"7918";"21625";"21";"2115";;"TERNANT";"21220";"113"
"7919";"21626";"21";"2128";;"TERREFONDREE";"21290";"63"
"7920";"21627";"21";"2136";;"THENISSEY";"21150";"127"
"7921";"21628";"21";"2122";;"THOIRES";"21570";"79"
"7922";"21629";"21";"2131";;"THOISY-LA-BERCHERE";"21210";"308"
"7923";"21630";"21";"2126";;"THOISY-LE-DESERT";"21320";"206"
"7924";"21631";"21";"2107";;"THOMIREY";"21360";"60"
"7925";"21632";"21";"2114";;"THOREY-EN-PLAINE";"21110";"1015"
"7926";"21633";"21";"2137";;"THOREY-SOUS-CHARNY";"21350";"193"
"7927";"21634";"21";"2107";;"THOREY-SUR-OUCHE";"21360";"153"
"7928";"21635";"21";"2127";;"THOSTE";"21460";"126"
"7929";"21636";"21";"2123";;"THURY";"21340";"301"
"7930";"21637";"21";"2134";;"TICHEY";"21250";"208"
"7931";"21638";"21";"2117";;"TIL-CHATEL";"21120";"1001"
"7932";"21639";"21";"2103";;"TILLENAY";"21130";"706"
"7933";"21640";"21";"2133";;"TORCY-ET-POULIGNY";"21460";"155"
"7934";"21641";"21";"2121";;"TOUILLON";"21500";"430"
"7935";"21642";"21";"2133";;"TOUTRY";"21460";"489"
"7936";"21643";"21";"2103";;"TRECLUN";"21130";"359"
"7937";"21644";"21";"2120";;"TROCHERES";"21310";"188"
"7938";"21645";"21";"2129";;"TROUHANS";"21170";"663"
"7939";"21646";"21";"2130";;"TROUHAUT";"21440";"102"
"7940";"21647";"21";"2134";;"TRUGNY";"21250";"114"
"7941";"21648";"21";"2130";;"TURCEY";"21540";"184"
"7942";"21649";"21";"2137";;"UNCEY-LE-FRANC";"21350";"51"
"7943";"21650";"21";"2115";;"URCY";"21220";"154"
"7944";"21651";"21";"2130";;"VAL-SUZON";"21121";"232"
"7945";"21652";"21";"2126";;"VANDENESSE-EN-AUXOIS";"21320";"288"
"7946";"21653";"21";"2108";;"VANNAIRE";"21400";"64"
"7947";"21655";"21";"2108";;"VANVEY";"21400";"261"
"7948";"21656";"21";"2114";;"VARANGES";"21110";"797"
"7949";"21657";"21";"2109";;"VAROIS-ET-CHAIGNOT";"21490";"2055"
"7950";"21658";"21";"2123";;"VAUCHIGNON";"21340";"40"
"7951";"21659";"21";"2130";;"VAUX-SAULES";"21440";"183"
"7952";"21660";"21";"2107";;"VEILLY";"21360";"61"
"7953";"21661";"21";"2139";;"VELARS-SUR-OUCHE";"21370";"1761"
"7954";"21662";"21";"2137";;"VELOGNY";"21350";"40"
"7955";"21663";"21";"2136";;"VENAREY-LES-LAUMES";"21150";"3062"
"7956";"21664";"21";"2118";;"VERDONNET";"21330";"88"
"7957";"21665";"21";"2132";;"VERNOIS-LES-VESVRES";"21260";"192"
"7958";"21666";"21";"2117";;"VERNOT";"21120";"77"
"7959";"21667";"21";"2132";;"VERONNES";"21260";"397"
"7960";"21669";"21";"2135";;"VERREY-SOUS-DREE";"21540";"56"
"7961";"21670";"21";"2136";;"VERREY-SOUS-SALMAISE";"21690";"324"
"7962";"21671";"21";"2118";;"VERTAULT";"21330";"55"
"7963";"21672";"21";"2137";;"VESVRES";"21350";"25"
"7964";"21673";"21";"2107";;"VEUVEY-SUR-OUCHE";"21360";"201"
"7965";"21674";"21";"2122";;"VEUXHAULLES-SUR-AUBE";"21520";"239"
"7966";"21675";"21";"2119";;"VIANGES";"21430";"69"
"7967";"21676";"21";"2133";;"VIC-DE-CHASSENAY";"21140";"244"
"7968";"21677";"21";"2107";;"VIC-DES-PRES";"21360";"101"
"7969";"21678";"21";"2127";;"VIC-SOUS-THIL";"21390";"211"
"7970";"21679";"21";"2135";;"VIEILMOULIN";"21540";"103"
"7971";"21680";"21";"2125";;"VIELVERGE";"21270";"497"
"7972";"21681";"21";"2133";;"VIEUX-CHATEAU";"21460";"101"
"7973";"21682";"21";"2120";;"VIEVIGNE";"21310";"215"
"7974";"21683";"21";"2102";;"VIEVY";"21230";"355"
"7975";"21684";"21";"2106";;"VIGNOLES";"21200";"826"
"7976";"21685";"21";"2104";;"VILLAINES-EN-DUESMOIS";"21450";"312"
"7977";"21686";"21";"2121";;"VILLAINES-LES-PREVOTES";"21500";"149"
"7978";"21687";"21";"2131";;"VILLARGOIX";"21210";"180"
"7979";"21688";"21";"2124";;"VILLARS-FONTAINE";"21700";"131"
"7980";"21689";"21";"2133";;"VILLARS-ET-VILLENOTTE";"21140";"167"
"7981";"21690";"21";"2137";;"VILLEBERNY";"21350";"88"
"7982";"21691";"21";"2124";;"VILLEBICHOT";"21700";"378"
"7983";"21692";"21";"2117";;"VILLECOMTE";"21120";"269"
"7984";"21693";"21";"2118";;"VILLEDIEU";"21330";"82"
"7985";"21694";"21";"2137";;"VILLEFERRY";"21350";"31"
"7986";"21695";"21";"2104";"(LA)";"VILLENEUVE-LES-CONVERS";"21450";"41"
"7987";"21696";"21";"2133";;"VILLENEUVE-SOUS-CHARIGNY";"21140";"99"
"7988";"21698";"21";"2124";;"VILLERS-LA-FAYE";"21700";"415"
"7989";"21699";"21";"2103";;"VILLERS-LES-POTS";"21130";"1051"
"7990";"21700";"21";"2108";;"VILLERS-PATRAS";"21400";"97"
"7991";"21701";"21";"2103";;"VILLERS-ROTIN";"21130";"138"
"7992";"21702";"21";"2117";;"VILLEY-SUR-TILLE";"21120";"295"
"7993";"21703";"21";"2119";;"VILLIERS-EN-MORVAN";"21430";"42"
"7994";"21704";"21";"2108";;"VILLIERS-LE-DUC";"21400";"107"
"7995";"21705";"21";"2130";;"VILLOTTE-SAINT-SEINE";"21690";"65"
"7996";"21706";"21";"2108";;"VILLOTTE-SUR-OURCE";"21400";"115"
"7997";"21707";"21";"2137";;"VILLY-EN-AUXOIS";"21350";"245"
"7998";"21708";"21";"2124";;"VILLY-LE-MOUTIER";"21250";"351"
"7999";"21709";"21";"2121";;"VISERNY";"21500";"205"
"8000";"21710";"21";"2137";;"VITTEAUX";"21350";"1143"
"8001";"21711";"21";"2108";;"VIX";"21400";"116"
"8002";"21712";"21";"2105";;"VOLNAY";"21190";"286"
"8003";"21713";"21";"2125";;"VONGES";"21270";"342"
"8004";"21714";"21";"2124";;"VOSNE-ROMANEE";"21700";"429"
"8005";"21715";"21";"2102";;"VOUDENAY";"21230";"193"
"8006";"21716";"21";"2124";;"VOUGEOT";"21640";"196"
"8007";"21717";"21";"2128";;"VOULAINES-LES-TEMPLIERS";"21290";"331"
"8008";"22001";"22";"2248";;"ALLINEUC";"22460";"548"
"8009";"22002";"22";"2218";;"ANDEL";"22400";"1110"
"8010";"22003";"22";"2212";;"AUCALEUC";"22100";"911"
"8011";"22004";"22";"2201";;"BEGARD";"22140";"4728"
"8012";"22005";"22";"2202";;"BELLE-ISLE-EN-TERRE";"22810";"1082"
"8013";"22006";"22";"2242";;"BERHET";"22140";"226"
"8014";"22007";"22";"2213";;"BINIC";"22520";"3691"
"8015";"22008";"22";"2212";;"BOBITAL";"22100";"1043"
"8016";"22009";"22";"2234";"(LE)";"BODEO";"22320";"187"
"8017";"22011";"22";"2207";;"BOQUEHO";"22170";"1061"
"8018";"22012";"22";"2224";"(LA)";"BOUILLIE";"22240";"862"
"8019";"22013";"22";"2203";;"BOURBRIAC";"22390";"2395"
"8020";"22014";"22";"2230";;"BOURSEUL";"22130";"1068"
"8021";"22015";"22";"2226";;"BREHAND";"22510";"1466"
"8022";"22016";"22";"2228";;"ILE-DE-BREHAT";"22870";"439"
"8023";"22018";"22";"2240";;"BRELIDY";"22140";"314"
"8024";"22019";"22";"2235";;"BRINGOLO";"22170";"389"
"8025";"22020";"22";"2204";;"BROONS";"22250";"2942"
"8026";"22021";"22";"2212";;"BRUSVILY";"22100";"1065"
"8027";"22023";"22";"2205";;"BULAT-PESTIVIEN";"22160";"478"
"8028";"22024";"22";"2205";;"CALANHEL";"22160";"260"
"8029";"22025";"22";"2205";;"CALLAC";"22160";"2399"
"8030";"22026";"22";"2212";;"CALORGUEN";"22100";"695"
"8031";"22027";"22";"2208";"(LE)";"CAMBOUT";"22210";"493"
"8032";"22028";"22";"2247";;"CAMLEZ";"22450";"866"
"8033";"22029";"22";"2246";;"CANIHUEL";"22480";"393"
"8034";"22030";"22";"2219";;"CAOUENNEC-LANVEZEAC";"22300";"880"
"8035";"22031";"22";"2205";;"CARNOET";"22160";"770"
"8036";"22032";"22";"2206";;"CAULNES";"22350";"2480"
"8037";"22033";"22";"2227";;"CAUREL";"22530";"394"
"8038";"22034";"22";"2242";;"CAVAN";"22140";"1427"
"8039";"22035";"22";"2214";"(LES)";"CHAMPS-GERAUX";"22630";"1049"
"8040";"22036";"22";"2206";"(LA)";"CHAPELLE-BLANCHE";"22350";"221"
"8041";"22037";"22";"2202";"(LA)";"CHAPELLE-NEUVE";"22160";"430"
"8042";"22038";"22";"2207";;"CHATELAUDREN";"22170";"1090"
"8043";"22039";"22";"2208";"(LA)";"CHEZE";"22210";"635"
"8044";"22040";"22";"2216";;"COADOUT";"22970";"536"
"8045";"22041";"22";"2242";;"COATASCORN";"22140";"259"
"8046";"22042";"22";"2247";;"COATREVEN";"22450";"447"
"8047";"22043";"22";"2208";;"COETLOGON";"22210";"242"
"8048";"22044";"22";"2218";;"COETMIEUX";"22400";"1602"
"8049";"22045";"22";"2207";;"COHINIAC";"22800";"378"
"8050";"22046";"22";"2209";;"COLLINEE";"22330";"950"
"8051";"22047";"22";"2210";;"CORLAY";"22320";"1051"
"8052";"22048";"22";"2230";;"CORSEUL";"22130";"2101"
"8053";"22049";"22";"2230";;"CREHEN";"22130";"1737"
"8054";"22050";"22";"2298";;"DINAN";"22100";"11532"
"8055";"22051";"22";"2217";;"DOLO";"22270";"592"
"8056";"22052";"22";"2205";;"DUAULT";"22160";"352"
"8057";"22053";"22";"2204";;"EREAC";"22250";"643"
"8058";"22054";"22";"2232";;"ERQUY";"22430";"3891"
"8059";"22055";"22";"2213";;"ETABLES-SUR-MER";"22680";"3168"
"8060";"22056";"22";"2214";;"EVRAN";"22630";"1671"
"8061";"22057";"22";"2220";"(LE)";"FAOUET";"22290";"313"
"8062";"22058";"22";"2208";"(LA)";"FERRIERE";"22210";"469"
"8063";"22059";"22";"2241";"(LE)";"FOEIL";"22800";"1478"
"8064";"22060";"22";"2238";;"GAUSSON";"22150";"624"
"8065";"22061";"22";"2243";;"GLOMEL";"22110";"1441"
"8066";"22062";"22";"2225";;"GOMENE";"22230";"611"
"8067";"22063";"22";"2220";;"GOMMENEC'H";"22290";"534"
"8068";"22064";"22";"2215";;"GOUAREC";"22570";"973"
"8069";"22065";"22";"2235";;"GOUDELIN";"22290";"1683"
"8070";"22066";"22";"2209";"(LE)";"GOURAY";"22330";"1194"
"8071";"22067";"22";"2216";;"GRACES";"22200";"2477"
"8072";"22068";"22";"2248";;"GRACE-UZEL";"22460";"416"
"8073";"22069";"22";"2206";;"GUENROC";"22350";"214"
"8074";"22070";"22";"2216";;"GUINGAMP";"22200";"8196"
"8075";"22071";"22";"2206";;"GUITTE";"22350";"640"
"8076";"22072";"22";"2202";;"GURUNHUEL";"22390";"408"
"8077";"22073";"22";"2234";"(LA)";"HARMOYE";"22320";"435"
"8078";"22074";"22";"2210";"(LE)";"HAUT-CORLAY";"22320";"719"
"8079";"22075";"22";"2222";;"HEMONSTOIR";"22600";"678"
"8080";"22076";"22";"2224";;"HENANBIHEN";"22550";"1382"
"8081";"22077";"22";"2224";;"HENANSAL";"22400";"1136"
"8082";"22078";"22";"2242";;"HENGOAT";"22450";"208"
"8083";"22079";"22";"2226";;"HENON";"22150";"2189"
"8084";"22080";"22";"2234";"(L')";"HERMITAGE-LORGE";"22150";"757"
