"code";"wording";"supplementaryUnit";"parentCode"
"1513 19 99";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Coconut (copra) oil and its fractions > Other > Other > Other > Other";"-";"1513 19"
"1513 21";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Crude oil";"";"1513"
"1513 21 10";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Crude oil > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1513 21"
"1513 21 30";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Crude oil > Other > In immediate packings of a net content not exceeding 1 kg";"-";"1513 21"
"1513 21 90";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Crude oil > Other > Other";"-";"1513 21"
"1513 29";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Other";"";"1513"
"1513 29 11";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Other > Solid fractions > In immediate packings of a net content not exceeding 1 kg";"-";"1513 29"
"1513 29 19";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Other > Solid fractions > Other";"-";"1513 29"
"1513 29 30";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Other > Other > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1513 29"
"1513 29 50";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Other > Other > Other > In immediate packings of a net content not exceeding 1 kg";"-";"1513 29"
"1513 29 90";"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified > Palm kernel or babassu oil and fractions thereof > Other > Other > Other > Other";"-";"1513 29"
"1514";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified";"";"15"
"1514 11";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Low-erucic-acid rape or colza oil and its fractions > Crude oil";"";"1514"
"1514 11 10";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Low-erucic-acid rape or colza oil and its fractions > Crude oil > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1514 11"
"1514 11 90";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Low-erucic-acid rape or colza oil and its fractions > Crude oil > Other";"-";"1514 11"
"1514 19";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Low-erucic-acid rape or colza oil and its fractions > Other";"";"1514"
"1514 19 10";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Low-erucic-acid rape or colza oil and its fractions > Other > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1514 19"
"1514 19 90";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Low-erucic-acid rape or colza oil and its fractions > Other > Other";"-";"1514 19"
"1514 91";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Other > Crude oil";"";"1514"
"1514 91 10";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Other > Crude oil > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1514 91"
"1514 91 90";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Other > Crude oil > Other";"-";"1514 91"
"1514 99";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Other > Other";"";"1514"
"1514 99 10";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Other > Other > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1514 99"
"1514 99 90";"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified > Other > Other > Other";"-";"1514 99"
"1515";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified";"";"15"
"1515 11 00";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Linseed oil and its fractions > Crude oil";"-";"1515"
"1515 19";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Linseed oil and its fractions > Other";"";"1515"
"1515 19 10";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Linseed oil and its fractions > Other > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 19"
"1515 19 90";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Linseed oil and its fractions > Other > Other";"-";"1515 19"
"1515 21";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Maize (corn) oil and its fractions > Crude oil";"";"1515"
"1515 21 10";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Maize (corn) oil and its fractions > Crude oil > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 21"
"1515 21 90";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Maize (corn) oil and its fractions > Crude oil > Other";"-";"1515 21"
"1515 29";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Maize (corn) oil and its fractions > Other";"";"1515"
"1515 29 10";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Maize (corn) oil and its fractions > Other > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 29"
"1515 29 90";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Maize (corn) oil and its fractions > Other > Other";"-";"1515 29"
"1515 30";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Castor oil and its fractions";"";"1515"
"1515 30 10";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Castor oil and its fractions > For the production of aminoundecanoic acid for use in the manufacture of synthetic textile fibres or of artificial plastic materials";"-";"1515 30"
"1515 30 90";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Castor oil and its fractions > Other";"-";"1515 30"
"1515 50";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Sesame oil and its fractions";"";"1515"
"1515 50 11";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Sesame oil and its fractions > Crude oil > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 50"
"1515 50 19";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Sesame oil and its fractions > Crude oil > Other";"-";"1515 50"
"1515 50 91";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Sesame oil and its fractions > Other > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 50"
"1515 50 99";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Sesame oil and its fractions > Other > Other";"-";"1515 50"
"1515 90";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other";"";"1515"
"1515 90 11";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Tung oil; jojoba and oiticica oils; myrtle wax and Japan wax; their fractions";"-";"1515 90"
"1515 90 21";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Tobacco-seed oil and its fractions > Crude oil > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 90"
"1515 90 29";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Tobacco-seed oil and its fractions > Crude oil > Other";"-";"1515 90"
"1515 90 31";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Tobacco-seed oil and its fractions > Other > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 90"
"1515 90 39";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Tobacco-seed oil and its fractions > Other > Other";"-";"1515 90"
"1515 90 40";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Other oils and their fractions > Crude oils > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 90"
"1515 90 51";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Other oils and their fractions > Crude oils > Other > Solid, in immediate packings of a net content not exceeding 1 kg";"-";"1515 90"
"1515 90 59";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Other oils and their fractions > Crude oils > Other > Solid, other; fluid";"-";"1515 90"
"1515 90 60";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Other oils and their fractions > Other > For technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1515 90"
"1515 90 91";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Other oils and their fractions > Other > Other > Solid, in immediate packings of a net content not exceeding 1 kg";"-";"1515 90"
"1515 90 99";"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified > Other > Other oils and their fractions > Other > Other > Solid, other; fluid";"-";"1515 90"
"1516";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared";"";"15"
"1516 10";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Animal fats and oils and their fractions";"";"1516"
"1516 10 10";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Animal fats and oils and their fractions > In immediate packings of a net content not exceeding 1 kg";"-";"1516 10"
"1516 10 90";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Animal fats and oils and their fractions > Other";"-";"1516 10"
"1516 20";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Vegetable fats and oils and their fractions";"";"1516"
"1516 20 10";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Vegetable fats and oils and their fractions > Hydrogenated castor oil, so called ‘opal-wax’";"-";"1516 20"
"1516 20 91";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Vegetable fats and oils and their fractions > Other > In immediate packings of a net content not exceeding 1 kg";"-";"1516 20"
"1516 20 95";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Vegetable fats and oils and their fractions > Other > Other > Colza, linseed, rapeseed, sunflower-seed, illipe, karite, makore, touloucouna or babassu oils, for technical or industrial uses other than the manufacture of foodstuffs for human consumption";"-";"1516 20"
"1516 20 96";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Vegetable fats and oils and their fractions > Other > Other > Other > Groundnut, cotton-seed, soya-bean or sunflower-seed oils; other oils containing less than 50 % by weight of free fatty acids and excluding palm kernel, illipe, coconut, colza, rapeseed or copaiba oils";"-";"1516 20"
"1516 20 98";"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared > Vegetable fats and oils and their fractions > Other > Other > Other > Other";"-";"1516 20"
"1517";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516";"";"15"
"1517 10";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 > Margarine, excluding liquid margarine";"";"1517"
"1517 10 10";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 > Margarine, excluding liquid margarine > Containing, by weight, more than 10 % but not more than 15 % of milkfats";"-";"1517 10"
"1517 10 90";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 > Margarine, excluding liquid margarine > Other";"-";"1517 10"
"1517 90";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 > Other";"";"1517"
"1517 90 10";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 > Other > Containing, by weight, more than 10 % but not more than 15 % of milkfats";"-";"1517 90"
"1517 90 91";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 > Other > Other > Fixed vegetable oils, fluid, mixed";"-";"1517 90"
"1517 90 93";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 > Other > Other > Edible mixtures or preparations of a kind used as mould-release preparations";"-";"1517 90"
"1517 90 99";"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516 > Other > Other > Other";"-";"1517 90"
"1518 00";"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included";"";"15"
"1518 00 10";"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included > Linoxyn";"-";"1518 00"
"1518 00 31";"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included > Fixed vegetable oils, fluid, mixed, for technical or industrial uses other than the manufacture of foodstuffs for human consumption > Crude";"-";"1518 00"
"1518 00 39";"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included > Fixed vegetable oils, fluid, mixed, for technical or industrial uses other than the manufacture of foodstuffs for human consumption > Other";"-";"1518 00"
"1518 00 91";"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included > Other > Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516";"-";"1518 00"
"1518 00 95";"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included > Other > Other > Inedible mixtures or preparations of animal or of animal and vegetable fats and oils and their fractions";"-";"1518 00"
"1518 00 99";"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included > Other > Other > Other";"-";"1518 00"
"1520 00 00";"Glycerol, crude; glycerol waters and glycerol lyes";"-";"15"
"1521";"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured";"";"15"
"1521 10 00";"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured > Vegetable waxes";"-";"1521"
"1521 90";"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured > Other";"";"1521"
"1521 90 10";"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured > Other > Spermaceti, whether or not refined or coloured";"-";"1521 90"
"1521 90 91";"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured > Other > Beeswax and other insect waxes, whether or not refined or coloured > Raw";"-";"1521 90"
"1521 90 99";"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured > Other > Beeswax and other insect waxes, whether or not refined or coloured > Other";"-";"1521 90"
"1522 00";"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes";"";"15"
"1522 00 10";"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes > Degras";"-";"1522 00"
"1522 00 31";"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes > Residues resulting from the treatment of fatty substances or animal or vegetable waxes > Containing oil having the characteristics of olive oil > Soapstocks";"-";"1522 00"
"1522 00 39";"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes > Residues resulting from the treatment of fatty substances or animal or vegetable waxes > Containing oil having the characteristics of olive oil > Other";"-";"1522 00"
"1522 00 91";"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes > Residues resulting from the treatment of fatty substances or animal or vegetable waxes > Other > Oil foots and dregs; soapstocks";"-";"1522 00"
"1522 00 99";"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes > Residues resulting from the treatment of fatty substances or animal or vegetable waxes > Other > Other";"-";"1522 00"
"16";"CHAPTER 16 - PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES";"";""
"1601 00";"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products";"";"16"
"1601 00 10";"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products > Of liver";"-";"1601 00"
"1601 00 91";"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products > Other > Sausages, dry or for spreading, uncooked";"-";"1601 00"
"1601 00 99";"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products > Other > Other";"-";"1601 00"
"1602";"Other prepared or preserved meat, meat offal or blood";"";"16"
"1602 10 00";"Other prepared or preserved meat, meat offal or blood > Homogenised preparations";"-";"1602"
"1602 20";"Other prepared or preserved meat, meat offal or blood > Of liver of any animal";"";"1602"
"1602 20 10";"Other prepared or preserved meat, meat offal or blood > Of liver of any animal > Goose or duck liver";"-";"1602 20"
"1602 20 90";"Other prepared or preserved meat, meat offal or blood > Of liver of any animal > Other";"-";"1602 20"
"1602 31";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of turkeys";"";"1602"
"1602 31 11";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of turkeys > Containing 57 % or more by weight of poultry meat or offal > Containing exclusively uncooked turkey meat";"-";"1602 31"
"1602 31 19";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of turkeys > Containing 57 % or more by weight of poultry meat or offal > Other";"-";"1602 31"
"1602 31 80";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of turkeys > Other";"-";"1602 31"
"1602 32";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of fowls of the species Gallus domesticus";"";"1602"
"1602 32 11";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of fowls of the species Gallus domesticus > Containing 57 % or more by weight of poultry meat or offal > Uncooked";"-";"1602 32"
"1602 32 19";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of fowls of the species Gallus domesticus > Containing 57 % or more by weight of poultry meat or offal > Other";"-";"1602 32"
"1602 32 30";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of fowls of the species Gallus domesticus > Containing 25 % or more but less than 57 % by weight of poultry meat or offal";"-";"1602 32"
"1602 32 90";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Of fowls of the species Gallus domesticus > Other";"-";"1602 32"
"1602 39";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Other";"";"1602"
"1602 39 21";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Other > Containing 57 % or more by weight of poultry meat or offal > Uncooked";"-";"1602 39"
"1602 39 29";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Other > Containing 57 % or more by weight of poultry meat or offal > Other";"-";"1602 39"
"1602 39 85";"Other prepared or preserved meat, meat offal or blood > Of poultry of heading 0105 > Other > Other";"-";"1602 39"
"1602 41";"Other prepared or preserved meat, meat offal or blood > Of swine > Hams and cuts thereof";"";"1602"
"1602 41 10";"Other prepared or preserved meat, meat offal or blood > Of swine > Hams and cuts thereof > Of domestic swine";"-";"1602 41"
"1602 41 90";"Other prepared or preserved meat, meat offal or blood > Of swine > Hams and cuts thereof > Other";"-";"1602 41"
"1602 42";"Other prepared or preserved meat, meat offal or blood > Of swine > Shoulders and cuts thereof";"";"1602"
"1602 42 10";"Other prepared or preserved meat, meat offal or blood > Of swine > Shoulders and cuts thereof > Of domestic swine";"-";"1602 42"
"1602 42 90";"Other prepared or preserved meat, meat offal or blood > Of swine > Shoulders and cuts thereof > Other";"-";"1602 42"
"1602 49";"Other prepared or preserved meat, meat offal or blood > Of swine > Other, including mixtures";"";"1602"
"1602 49 11";"Other prepared or preserved meat, meat offal or blood > Of swine > Other, including mixtures > Of domestic swine > Containing by weight 80 % or more of meat or meat offal, of any kind, including fats of any kind or origin > Loins (excluding collars) and cuts thereof, including mixtures of loins or hams";"-";"1602 49"
"1602 49 13";"Other prepared or preserved meat, meat offal or blood > Of swine > Other, including mixtures > Of domestic swine > Containing by weight 80 % or more of meat or meat offal, of any kind, including fats of any kind or origin > Collars and cuts thereof, including mixtures of collars and shoulders";"-";"1602 49"
"1602 49 15";"Other prepared or preserved meat, meat offal or blood > Of swine > Other, including mixtures > Of domestic swine > Containing by weight 80 % or more of meat or meat offal, of any kind, including fats of any kind or origin > Other mixtures containing hams (legs), shoulders, loins or collars, and cuts thereof";"-";"1602 49"
"1602 49 19";"Other prepared or preserved meat, meat offal or blood > Of swine > Other, including mixtures > Of domestic swine > Containing by weight 80 % or more of meat or meat offal, of any kind, including fats of any kind or origin > Other";"-";"1602 49"
"1602 49 30";"Other prepared or preserved meat, meat offal or blood > Of swine > Other, including mixtures > Of domestic swine > Containing by weight 40 % or more but less than 80 % of meat or meat offal, of any kind, including fats of any kind or origin";"-";"1602 49"
"1602 49 50";"Other prepared or preserved meat, meat offal or blood > Of swine > Other, including mixtures > Of domestic swine > Containing by weight less than 40 % of meat or meat offal, of any kind, including fats of any kind or origin";"-";"1602 49"
"1602 49 90";"Other prepared or preserved meat, meat offal or blood > Of swine > Other, including mixtures > Other";"-";"1602 49"
"1602 50";"Other prepared or preserved meat, meat offal or blood > Of bovine animals";"";"1602"
"1602 50 10";"Other prepared or preserved meat, meat offal or blood > Of bovine animals > Uncooked; mixtures of cooked meat or offal and uncooked meat or offal";"-";"1602 50"
"1602 50 31";"Other prepared or preserved meat, meat offal or blood > Of bovine animals > Other > Corned beef, in airtight containers";"-";"1602 50"
"1602 50 95";"Other prepared or preserved meat, meat offal or blood > Of bovine animals > Other > Other";"-";"1602 50"
"1602 90";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal";"";"1602"
"1602 90 10";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal > Preparations of blood of any animal";"-";"1602 90"
"1602 90 31";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal > Other > Of game or rabbit";"-";"1602 90"
"1602 90 51";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal > Other > Other > Containing meat or meat offal of domestic swine";"-";"1602 90"
"1602 90 61";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal > Other > Other > Other > Containing bovine meat or offal > Uncooked; mixtures of cooked meat or offal and uncooked meat or offal";"-";"1602 90"
"1602 90 69";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal > Other > Other > Other > Containing bovine meat or offal > Other";"-";"1602 90"
"1602 90 91";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal > Other > Other > Other > Other > Of sheep";"-";"1602 90"
"1602 90 95";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal > Other > Other > Other > Other > Of goats";"-";"1602 90"
"1602 90 99";"Other prepared or preserved meat, meat offal or blood > Other, including preparations of blood of any animal > Other > Other > Other > Other > Other";"-";"1602 90"
"1603 00";"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates";"";"16"
"1603 00 10";"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates > In immediate packings of a net content of 1 kg or less";"-";"1603 00"
"1603 00 80";"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates > Other";"-";"1603 00"
"1604";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs";"";"16"
"1604 11 00";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs > Fish, whole or in pieces, but not minced > Salmon";"-";"1604"
"1604 12";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs > Fish, whole or in pieces, but not minced > Herring";"";"1604"
"1604 12 10";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs > Fish, whole or in pieces, but not minced > Herring > Fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen";"-";"1604 12"
"1604 12 91";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs > Fish, whole or in pieces, but not minced > Herring > Other > In airtight containers";"-";"1604 12"
"1604 12 99";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs > Fish, whole or in pieces, but not minced > Herring > Other > Other";"-";"1604 12"
"1604 13";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs > Fish, whole or in pieces, but not minced > Sardines, sardinella and brisling or sprats";"";"1604"
"1604 13 11";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs > Fish, whole or in pieces, but not minced > Sardines, sardinella and brisling or sprats > Sardines > In olive oil";"-";"1604 13"
"1604 13 19";"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs > Fish, whole or in pieces, but not minced > Sardines, sardinella and brisling or sprats > Sardines > Other";"-";"1604 13"
