"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"commonPosition";"serviceType.code";"defaultTax.code";"statusSelect";"manageCutOffPeriod";"isRegulatoryAccount";"isRetrievedOnPaymentSession";"vatSystemSelect"
280000;280;"Amortissements des immobilisations incorporelles";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
280100;280000;"Frais d'établissement (même ventilation que celle du compte 201) ";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
280300;280000;"Frais de recherche et de développement ";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
280500;280000;"Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
280700;280000;"Fonds commercial";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
280800;280000;"Autres immobilisations incorporelles";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
281000;280;"Amortissements des immobilisations corporelles";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
281100;281000;"Terrains de gisement";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
281200;281000;"Agencements aménagements de terrains (même ventilation que celle du compte 212)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
281300;281000;"Constructions (même ventilation que celle du compte 213)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
281400;281000;"Constructions sur sol d'autrui (même ventilation que celle du compte 214)";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
281500;281000;"Installations matériel et outillage industriels (même ventilation que celle du compte 215)";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
281800;281000;"Autres immobilisations corporelles (même ventilation que celle du compte 218)";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
282000;280;"Amortissements des immobilisations mises en concession";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
290;"CL2";"Dépréciation des immobilisations";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
290000;290;"Dépréciations des immobilisations incorporelles";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
290500;290000;"Marques, procédés, droits et valeurs similaires";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
290600;290000;"Droit au bail";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
290700;290000;"Fonds commercial";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
290800;290000;"Autres immobilisations incorporelles";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
291000;290;"Dépréciations des immobilisations corporelles (même ventilation que celle du compte 21)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
291100;291000;"Terrains (autres que terrains de gisement)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
292000;290;"Dépréciations des immobilisations mises en concession";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
293000;290;"Dépréciations des immobilisations en cours";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
293100;293000;"Immobilisations corporelles en cours";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
293200;293000;"Immobilisations incorporelles en cours";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
296000;290;"Provisions pour dépréciation des participations et créances rattachées à des participations";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
296100;296000;"Titres de participation";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
296600;296000;"Autres formes de participation";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
296700;296000;"Créances rattachées à des participations (même ventilation que celle du compte 267)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
296800;296000;"Créances rattachées à des sociétés en participation (même ventilation que celle du compte 268)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
297000;290;"Dépréciations des autres immobilisations financières";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
297100;297000;"Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille - droit de propriété (ventilation : 271)";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
297200;297000;"Titres immobilisés - droit de créance (même ventilation que celle du compte 272) ";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
297300;297000;"Titres immobilisés de l'activité de portefeuille";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
297400;297000;"Prêts (même ventilation que celle du compte 274)";"immobilisation";;;;;;2;"NDAS";;1;"false";"false";"false";0
297500;297000;"Dépôts et cautionnements versés (même ventilation que celle du compte 275)";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
297600;297000;"Autres créances immobilisées (même ventilation que celle du compte 276)";"immobilisation";;;;;;1;"NDAS";;1;"false";"false";"false";0
310;"CL3";"Matières premières (et fourniture)";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
311000;310;"Matière (ou groupe) A";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
312000;310;"Matière (ou groupe) B";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
317000;310;"Fournitures A, B, C, ..";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
320;"CL3";"Autres approvisionnements";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
321000;320;"Matières consommables";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
321100;321000;"Matière (ou groupe) C";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
321200;321000;"Matière (ou groupe) D";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
322000;320;"Fournitures consommables";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
322100;322000;"Combustibles";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
322200;322000;"Produits d'entretien";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
322300;322000;"Fournitures d'atelier et d usine";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
322400;322000;"Fournitures de magasin";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
322500;322000;"Fournitures de bureau";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
326000;320;"Emballages";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
326100;326000;"Emballages perdus";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
326500;326000;"Emballages récupérables non identifiables";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
326700;326000;"Emballages à usage mixte";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
330;"CL3";"En-cours de production de biens";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
331000;330;"Produits en cours";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
331100;331000;"Produit en cours P 1";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
331200;331000;"Produit en cours P 2";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
335000;330;"Travaux en cours";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
335100;335000;"Travaux en cours T 1";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
335200;335000;"Travaux en cours T 2";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
340;"CL3";"En-cours de production de services";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
341000;340;"Études en cours";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
341100;341000;"Études en cours E 1";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
341200;341000;"Études en cours E 2";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
345000;340;"Prestations de services en cours";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
345100;345000;"Prestations de services S 1";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
345200;345000;"Prestations de services S 2";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
350;"CL3";"Stocks de produits";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
351000;350;"Produits intermédiaires";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
351100;351000;"Produits intermédiaires (ou groupe) A ";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
351200;351000;"Produits intermédiaires (ou groupe) B";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
355000;350;"Produits finis";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
355100;355000;"Produits finis (ou groupe) A";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
355200;355000;"Produits finis (ou groupe) B";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
358000;350;"Produits résiduels (ou matières de récupération)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
358100;358000;"Déchets";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
358500;358000;"Rebuts";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
358600;358000;"Matières de récupération";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
360;"CL3";"Stocks provenant d'immobilisations";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
370;"CL3";"Stocks de marchandises";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
371000;370;"Marchandises (ou groupe) A";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
372000;370;"Marchandises (ou groupe) B";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
380;"CL3";"Stocks en voie d'acheminement";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
390;"CL3";"Provisions pour dépréciation des stocks et en-cours";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
391000;390;"Provisions pour dépréciation des matières premières (et fournitures)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
391100;391000;"Matières (ou groupe) A";"currentAsset";;;;;;0;"NDAS";;1;"false";"false";"false";0
391200;391000;"Matières (ou groupe) B";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
391700;391000;"Fournitures A, B, C, ..";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
392000;390;"Provisions pour dépréciation des autres approvisionnements";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
392100;392000;"Matières consommables (même ventilation que celle du compte 321)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
392200;392000;"Fournitures consommables (même ventilation que celle du compte 322)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
392600;392000;"Emballages (même ventilation que celle du compte 326)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
393000;390;"Provisions pour dépréciation des en-cours de production de biens";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
393100;393000;"Produits en cours (même ventilation que celle du compte 331)";"currentAsset";;;;;;1;"NDAS";;1;"false";"false";"false";0
393500;393000;"Travaux en cours (même ventilation que celle du compte 335)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
394000;390;"Provisions pour dépréciation des en-cours de production de services";"currentAsset";;;;;;1;"NDAS";;1;"false";"false";"false";0
394100;394000;"Études en cours (même ventilation que celle du compte 341)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
394500;394000;"Prestations de services en cours (même ventilation que celle du compte 345)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
395000;390;"Provisions pour dépréciation des stocks de produits";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
395100;395000;"Produits intermédiaires (même ventilation que celle du compte 351)";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
395500;395000;"Produits finis (même ventilation que celle du compte 355)";"currentAsset";;;;;;0;"NDAS";;1;"false";"false";"false";0
397000;390;"Provisions pour dépréciation des stocks de marchandises";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
397100;397000;"Marchandises (ou groupe) A";"currentAsset";;;;;;0;"NDAS";;1;"false";"false";"false";0
397200;397000;"Marchandises (ou groupe) B";"currentAsset";;;;;;2;"NDAS";;1;"false";"false";"false";0
400;"CL4";"Fournisseurs et comptes rattachés";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
400000;400;"Fournisseurs et comptes rattachés ";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
401;400;"Fournisseurs";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
401100;401;"Fournisseurs - Achats de biens et prestations de services";"payable";"true";"411100|411700|416000";"true";;;1;"DAS2";;1;"false";"false";"true";0
401700;401;"Fournisseurs - Retenues de garantie";"payable";"true";"411100|411700|416000";"true";;;2;"NDAS";;1;"false";"false";"true";0
403000;400;"Fournisseurs - Effets à payer";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
404000;400;"Fournisseurs d'immobilisations";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
404100;404000;"Fournisseurs - Achats d'immobilisations";"payable";"true";;;;;1;"DAS2";;1;"false";"false";"false";0
404700;404000;"Fournisseurs d'immobilisations - Retenues de garantie";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
405000;400;"Fournisseurs d'immobilisations - Effets à payer";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
408000;400;"Fournisseurs - Factures non parvenues";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
408100;408000;"Fournisseurs";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
408400;408000;"Fournisseurs d'immobilisations ";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
408800;408000;"Fournisseurs - Intérêts courus";"payable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
409;400;"Fournisseurs débiteurs";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
409100;409;"Fournisseurs - Avances et acomptes versés sur commandes";"payable";"true";;"true";;;2;"NDAS";;1;"false";"false";"false";0
409600;409;"Fournisseurs - Créances pour emballages et matériel à rendre";"currentAsset";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
409700;409;"Fournisseurs - Autres avoirs";"currentAsset";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
409710;409700;"Fournisseurs d'exploitation";"currentAsset";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
409740;409700;"Fournisseurs d'immobilisations";"currentAsset";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
409800;409;"Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus";"currentAsset";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
410;"CL4";"Clients et comptes rattachés";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
410000;410;"Clients et comptes rattachés ";"receivable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
411;410;"Clients";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
411100;411;"Clients - Ventes de biens ou de prestations de services";"receivable";"true";"401100|401700|416000";"true";;;2;"NDAS";;1;"false";"false";"true";0
411700;411;"Clients - Retenues de garantie";"receivable";"true";"401100|401700|416000";"true";;;2;"NDAS";;1;"false";"false";"true";0
413000;410;"Clients - Effets à recevoir";"receivable";"true";;"true";;;2;"NDAS";;1;"false";"false";"false";0
416000;410;"Clients douteux ou litigieux";"receivable";"true";"401100|401700|411100|411700";"true";;;2;"NDAS";;1;"false";"false";"false";0
418000;410;"Clients - Produits non encore facturés";"receivable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
418100;418000;"Clients - Factures à établir ";"receivable";"true";;;;;1;"NDAS";;1;"false";"false";"false";0
418800;418000;"Clients - Intérêts courus";"receivable";"true";;;;;2;"NDAS";;1;"false";"false";"false";0
419000;410;"Clients créditeurs";"receivable";"true";;"true";;;2;"NDAS";;1;"false";"false";"false";0
419100;419000;"Clients - Avances et acomptes reçus sur commandes";"debt";"true";;"true";;;1;"NDAS";;1;"false";"false";"false";0
419600;419000;"Clients - Dettes pour emballages et matériels consignés ";"debt";"true";;"true";;;2;"NDAS";;1;"false";"false";"false";0
419700;419000;"Clients - Autres avoirs ";"debt";"true";;"true";;;2;"NDAS";;1;"false";"false";"false";0
419800;419000;"Rabais, remises, ristournes à accorder et autres avoirs à établir";"debt";"true";;"true";;;1;"NDAS";;1;"false";"false";"false";0
420;"CL4";"Personnel et comptes rattachés";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
421000;420;"Personnel - Rémunérations dues";"debt";;;;;;1;"NDAS";;1;"false";"false";"false";0
422000;420;"Comités d'entreprise d'établissement ";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
424000;420;"Participation des salariés aux résultats";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
424600;424000;"Réserve spéciale";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
424800;424000;"Comptes courants";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
425000;420;"Personnel - Avances et acomptes";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
426000;420;"Personnel - Dépôts";"debt";;;;;;0;"NDAS";;1;"false";"false";"false";0
427000;420;"Personnel - Oppositions";"debt";;;;;;1;"NDAS";;1;"false";"false";"false";0
428000;420;"Personnel - Charges à payer et produits à recevoir";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
428200;428000;"Dettes provisionnées pour congés à payer";"debt";;;;;;1;"NDAS";;1;"false";"false";"false";0
428400;428000;"Dettes provisionnées pour participation des salariés aux résultats";"debt";;;;;;1;"NDAS";;1;"false";"false";"false";0
428600;428000;"Autres charges à payer";"debt";;;;;;1;"NDAS";;1;"false";"false";"false";0
428700;428000;"Produits à recevoir";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
430;"CL4";"Sécurité Sociale et autres organismes sociaux";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
431000;430;"Sécurité Sociale";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
437000;430;"Autres organismes sociaux";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
438000;430;"Organismes sociaux - Charges à payer et produits à recevoir";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
438200;438000;"Charges sociales sur congés à payer ";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
438600;438000;"Autres charges à payer";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
438700;438000;"Produits à recevoir";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
440;"CL4";"Etat et autres collectivités publiques";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
441000;440;"État - Subventions à recevoir";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
441100;441000;"Subventions d'investissement";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
441700;441000;"Subventions d'exploitation";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
441800;441000;"Subventions d'équilibre";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
441900;441000;"Avances sur subventions";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
442000;440;"État -Impôts et taxes recouvrables sur des tiers ";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
442400;442000;"Obligataires";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
442500;442000;"Associés";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
443000;440;"Opérations particulières avec l'État, les collectivités publiques, les organismes internationaux";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
443100;443000;"Créances sur l'État résultant de la suppression de la règle du décalage d'un mois en matière de TVA";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
443800;443000;"Intérêts courus sur créances figurant au compte 4431";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
444000;440;"État - Impôts sur les bénéfices";"tax";;;;"true";;0;"NDAS";;1;"false";"false";"false";0
445000;440;"État - Taxes sur le chiffre d'affaires";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445200;445000;"TVA due intracommunautaire";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445201;445000;"TVA due intracommunautaire taux normal";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445202;445000;"TVA due intracommunautaire taux réduit";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445203;445000;"TVA due intracommunautaire (autre taux)";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445500;445000;"Taxes sur le chiffre d'affaires à décaisser";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445510;445500;"TVA à décaisser";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445511;445510;"TVA N à décaisser taux normal";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445512;445510;"TVA R1 à décaisser taux intermédiaire";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445513;445510;"TVA R2 à décaisser taux réduit";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445514;445510;"TVA décaissée (autre taux : U...)";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445580;445500;"Taxes assimilées à la TVA";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445600;445000;"Taxes sur le chiffre d'affaires déductibles";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445620;445600;"TVA sur immobilisations";"tax";;;;"true";;0;"NDAS";;1;"false";"false";"false";0
445630;445600;"TVA transférée par d'autres entreprises";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445660;445600;"TVA sur autres biens et services";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445662;445600;"TVA déductible intracommunautaire";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445670;445600;"Crédit de TVA à reporter";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445680;445600;"Taxes assimilées à la TVA";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445700;445000;"Taxes sur le chiffre d'affaires collectées par l'entreprise";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445710;445700;"TVA collectée";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445711;445710;"TVA N collectée taux normal";"tax";;;;"true";;1;"NDAS";;1;"false";"false";"false";0
445712;445710;"TVA R1 collectée taux intermédiaire";"tax";;;;"true";;1;"NDAS";;1;"false";"false";"false";0
445713;445710;"TVA R2 collectée taux réduit";"tax";;;;"true";;0;"NDAS";;1;"false";"false";"false";0
445714;445710;"TVA collectée (autre taux : U...)";"tax";;;;"true";;0;"NDAS";;1;"false";"false";"false";0
445780;445700;"Taxes assimilées à la TVA";"tax";;;;"true";;0;"NDAS";;1;"false";"false";"false";0
445800;445000;"Taxes sur le chiffre d'affaires à régulariser ou en attente";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445810;445800;"Acomptes - Régime simplifié d'imposition";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445820;445800;"Acomptes - Régime du forfait";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445830;445800;"Remboursement de taxes sur le chiffre d'affaires demandé";"tax";;;;"true";;1;"NDAS";;1;"false";"false";"false";0
445840;445800;"TVA récupérée d'avance";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445860;445800;"Taxes sur le chiffre d'affaires sur factures non parvenues";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
445870;445800;"Taxes sur le chiffre d'affaires sur factures à établir";"tax";;;;"true";;1;"NDAS";;1;"false";"false";"false";0
446000;440;"Obligations cautionnées";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
447000;440;"Autres impôts, taxes et versements assimilés";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
448000;440;"État - Charges à payer et produits à recevoir";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
448200;448000;"Charges fiscales sur congés à payer ";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
448600;448000;"Charges à payer";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
448700;448000;"Produits à recevoir";"tax";;;;"true";;0;"NDAS";;1;"false";"false";"false";0
449000;440;"Quotas d'émission à restituer à l'État";"tax";;;;"true";;2;"NDAS";;1;"false";"false";"false";0
450;"CL4";"Groupe et associés";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
451000;450;"Groupe";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
455000;450;"Associés - Comptes courants";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
455100;455000;"Principal";"receivable";;;;;;0;"NDAS";;1;"false";"false";"false";0
455800;455000;"Intérêts courus";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456000;450;"Associés - Opérations sur le capital";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456100;456000;"Associés - Comptes d'apport en société";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456110;456100;"Apports en nature";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456150;456100;"Apports en numéraire";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456200;456000;"Apporteurs - Capital appelé, non versé";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456210;456200;"Actionnaires - Capital souscrit et appelé, non versé";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456250;456200;"Associés - Capital appelé, non versé";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456300;456000;"Associés - Versements reçus sur augmentation de capital";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456400;456000;"Associés - Versements anticipés";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456600;456000;"Actionnaires défaillants";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
456700;456000;"Associés - Capital à rembourser";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
457000;450;"Associés - Dividendes à payer";"debt";;;;;;0;"NDAS";;1;"false";"false";"false";0
458000;450;"Associés - Opérations faites en commun et en GIE";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
458100;458000;"Opérations courantes";"receivable";;;;;;0;"NDAS";;1;"false";"false";"false";0
458800;458000;"Intérêts courus";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
460;"CL4";"Débiteurs divers et créditeurs divers";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
462000;460;"Créances sur cessions d'immobilisations";"receivable";;;;;;0;"NDAS";;1;"false";"false";"false";0
464000;460;"Dettes sur acquisitions de valeurs mobilières de placement";"debt";;;;;;0;"NDAS";;1;"false";"false";"false";0
465000;460;"Créances sur cessions de valeurs mobilières de placement";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
467000;460;"Autres comptes débiteurs ou créditeurs";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
468000;460;"Divers - Charges à payer et produits à recevoir";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
468600;468000;"Charges à payer";"debt";;;;;;2;"NDAS";;1;"false";"false";"false";0
468700;468000;"Produits à recevoir";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
470;"CL4";"Comptes transitoires ou d'attente";"view";;;;;;2;"NDAS";;1;"false";"true";"false";0
471000;470;"Comptes d'attente 1";"receivable";;;;;;0;"NDAS";;1;"false";"false";"false";0
472000;470;"Comptes d'attente 2";"receivable";;;;;;0;"NDAS";;1;"false";"false";"false";0
473000;470;"Comptes d'attente 3";"receivable";;;;;;2;"NDAS";;1;"false";"false";"false";0
