"importId";"department.code";"code";"artmin";"name";"inhabitantsNbr "
633;31;"3110";;"PECHBONNIEU";
634;31;"3111";;"PLAISANCE-DU-TOUCH";
635;31;"3112";;"PORTET-SUR-GARONNE";
636;31;"3113";;"REVEL";
637;31;"3114";;"SAINT-GAUDENS";
638;31;"3115";;"TOULOUSE-1";
639;31;"3116";;"TOULOUSE-2";
640;31;"3117";;"TOULOUSE-3";
641;31;"3118";;"TOULOUSE-4";
642;31;"3119";;"TOULOUSE-5";
643;31;"3120";;"TOULOUSE-6";
644;31;"3121";;"TOULOUSE-7";
645;31;"3122";;"TOULOUSE-8";
646;31;"3123";;"TOULOUSE-9";
647;31;"3124";;"TOULOUSE-10";
648;31;"3125";;"TOULOUSE-11";
649;31;"3126";;"TOURNEFEUILLE";
650;31;"3127";;"VILLEMUR-SUR-TARN";
651;32;"3201";;"ADOUR-GERSOISE";
652;32;"3202";;"ARMAGNAC-TENAREZE";
653;32;"3203";;"ASTARAC-GIMONE";
654;32;"3204";;"AUCH-1";
655;32;"3205";;"AUCH-2";
656;32;"3206";;"AUCH-3";
657;32;"3207";;"BAISE-ARMAGNAC";
658;32;"3208";;"FEZENSAC";
659;32;"3209";;"FLEURANCE-LOMAGNE";
660;32;"3210";;"GASCOGNE-AUSCITAINE";
661;32;"3211";;"GIMONE-ARRATS";
662;32;"3212";;"GRAND-BAS-ARMAGNAC";
663;32;"3213";"(L')";"ISLE-JOURDAIN";
664;32;"3214";;"LECTOURE-LOMAGNE";
665;32;"3215";;"MIRANDE-ASTARAC";
666;32;"3216";;"PARDIAC-RIVIERE-BASSE";
667;32;"3217";;"VAL DE SAVE";
668;33;"3301";;"ANDERNOS-LES-BAINS";
669;33;"3302";;"BORDEAUX-1";
670;33;"3303";;"BORDEAUX-2";
671;33;"3304";;"BORDEAUX-3";
672;33;"3305";;"BORDEAUX-4";
673;33;"3306";;"BORDEAUX-5";
674;33;"3307";"(LE)";"BOUSCAT";
675;33;"3308";"(LA)";"BREDE";
676;33;"3309";;"CENON";
677;33;"3310";"(LES)";"COTEAUX DE DORDOGNE";
678;33;"3311";;"CREON";
679;33;"3312";"(L')";"ENTRE-DEUX-MERS";
680;33;"3313";"(L')";"ESTUAIRE";
681;33;"3314";;"GUJAN-MESTRAS";
682;33;"3315";"(LES)";"LANDES DES GRAVES";
683;33;"3316";"(LE)";"LIBOURNAIS-FRONSADAIS";
684;33;"3317";;"LORMONT";
685;33;"3318";;"MERIGNAC-1";
686;33;"3319";;"MERIGNAC-2";
687;33;"3320";"(LE)";"NORD-GIRONDE";
688;33;"3321";"(LE)";"NORD-LIBOURNAIS";
689;33;"3322";"(LE)";"NORD-MEDOC";
690;33;"3323";;"PESSAC-1";
691;33;"3324";;"PESSAC-2";
692;33;"3325";"(LES)";"PORTES DU MEDOC";
693;33;"3326";"(LA)";"PRESQU'ILE";
694;33;"3327";"(LE)";"REOLAIS ET LES BASTIDES";
695;33;"3328";;"SAINT-MEDARD-EN-JALLES";
696;33;"3329";"(LE)";"SUD-GIRONDE";
697;33;"3330";"(LE)";"SUD-MEDOC";
698;33;"3331";;"TALENCE";
699;33;"3332";"(LA)";"TESTE-DE-BUCH";
700;33;"3333";;"VILLENAVE-D'ORNON";
701;34;"3401";;"AGDE";
702;34;"3402";;"BEZIERS-1";
703;34;"3403";;"BEZIERS-2";
704;34;"3404";;"BEZIERS-3";
705;34;"3405";;"CAZOULS-LES-BEZIERS";
706;34;"3406";;"CLERMONT-L'HERAULT";
707;34;"3407";"(LE)";"CRES";
708;34;"3408";;"FRONTIGNAN";
709;34;"3409";;"GIGNAC";
710;34;"3410";;"LATTES";
711;34;"3411";;"LODEVE";
712;34;"3412";;"LUNEL";
713;34;"3413";;"MAUGUIO";
714;34;"3414";;"MEZE";
715;34;"3415";;"MONTPELLIER-1";
716;34;"3416";;"MONTPELLIER-2";
717;34;"3417";;"MONTPELLIER-3";
718;34;"3418";;"MONTPELLIER-4";
719;34;"3419";;"MONTPELLIER-5";
720;34;"3420";;"MONTPELLIER - CASTELNAU-LE-LEZ";
721;34;"3421";;"PEZENAS";
722;34;"3422";;"PIGNAN";
723;34;"3423";;"SAINT-GELY-DU-FESC";
724;34;"3424";;"SAINT-PONS-DE-THOMIERES";
725;34;"3425";;"SETE";
726;35;"3501";;"ANTRAIN";
727;35;"3502";;"BAIN-DE-BRETAGNE";
728;35;"3503";;"BETTON";
729;35;"3504";;"BRUZ";
730;35;"3505";;"CHATEAUGIRON";
731;35;"3506";;"COMBOURG";
732;35;"3507";;"DOL-DE-BRETAGNE";
733;35;"3508";;"FOUGERES-1";
734;35;"3509";;"FOUGERES-2";
735;35;"3510";"(LA)";"GUERCHE-DE-BRETAGNE";
736;35;"3511";;"GUICHEN";
737;35;"3512";;"JANZE";
738;35;"3513";;"LIFFRE";
739;35;"3514";;"MELESSE";
740;35;"3515";;"MONTAUBAN-DE-BRETAGNE";
741;35;"3516";;"MONTFORT-SUR-MEU";
742;35;"3517";;"REDON";
743;35;"3518";;"RENNES-1";
744;35;"3519";;"RENNES-2";
745;35;"3520";;"RENNES-3";
746;35;"3521";;"RENNES-4";
747;35;"3522";;"RENNES-5";
748;35;"3523";;"RENNES-6";
749;35;"3524";"(LE)";"RHEU";
750;35;"3525";;"SAINT-MALO-1";
751;35;"3526";;"SAINT-MALO-2";
752;35;"3527";;"VITRE";
753;36;"3601";;"ARDENTES";
754;36;"3602";;"ARGENTON-SUR-CREUSE";
755;36;"3603";"(LE)";"BLANC";
756;36;"3604";;"BUZANCAIS";
757;36;"3605";;"CHATEAUROUX-1";
758;36;"3606";;"CHATEAUROUX-2";
759;36;"3607";;"CHATEAUROUX-3";
760;36;"3608";"(LA)";"CHATRE";
761;36;"3609";;"ISSOUDUN";
762;36;"3610";;"LEVROUX";
763;36;"3611";;"NEUVY-SAINT-SEPULCHRE";
764;36;"3612";;"SAINT-GAULTIER";
765;36;"3613";;"VALENCAY";
766;37;"3701";;"AMBOISE";
767;37;"3702";;"BALLAN-MIRE";
768;37;"3703";;"BLERE";
769;37;"3704";;"CHATEAU-RENAULT";
770;37;"3705";;"CHINON";
771;37;"3706";;"DESCARTES";
772;37;"3707";;"JOUE-LES-TOURS";
773;37;"3708";;"LANGEAIS";
774;37;"3709";;"LOCHES";
775;37;"3710";;"MONTLOUIS-SUR-LOIRE";
776;37;"3711";;"MONTS";
777;37;"3712";;"SAINT-CYR-SUR-LOIRE";
778;37;"3713";;"SAINTE-MAURE-DE-TOURAINE";
779;37;"3714";;"SAINT-PIERRE-DES-CORPS";
780;37;"3715";;"TOURS-1";
781;37;"3716";;"TOURS-2";
782;37;"3717";;"TOURS-3";
783;37;"3718";;"TOURS-4";
784;37;"3719";;"VOUVRAY";
785;38;"3801";;"BIEVRE";
786;38;"3802";;"BOURGOIN-JALLIEU";
787;38;"3803";;"CHARTREUSE-GUIERS";
788;38;"3804";;"CHARVIEU-CHAVAGNEUX";
789;38;"3805";;"ECHIROLLES";
790;38;"3806";;"FONTAINE-SEYSSINET";
791;38;"3807";;"FONTAINE-VERCORS";
792;38;"3808";"(LE)";"GRAND-LEMPS";
793;38;"3809";;"GRENOBLE-1";
794;38;"3810";;"GRENOBLE-2";
795;38;"3811";;"GRENOBLE-3";
796;38;"3812";;"GRENOBLE-4";
797;38;"3813";"(LE)";"HAUT-GRESIVAUDAN";
798;38;"3814";"(L')";"ISLE-D'ABEAU";
799;38;"3815";;"MATHEYSINE-TRIEVES";
800;38;"3816";;"MEYLAN";
801;38;"3817";;"MORESTEL";
802;38;"3818";"(LE)";"MOYEN GRESIVAUDAN";
803;38;"3819";;"OISANS-ROMANCHE";
804;38;"3820";"(LE)";"PONT-DE-CLAIX";
805;38;"3821";;"ROUSSILLON";
806;38;"3822";;"SAINT-MARTIN-D'HERES";
807;38;"3823";"(LE)";"SUD GRESIVAUDAN";
808;38;"3824";"(LA)";"TOUR-DU-PIN";
809;38;"3825";;"TULLINS";
810;38;"3826";"(LA)";"VERPILLIERE";
811;38;"3827";;"VIENNE-1";
812;38;"3828";;"VIENNE-2";
813;38;"3829";;"VOIRON";
814;39;"3901";;"ARBOIS";
815;39;"3902";;"AUTHUME";
816;39;"3903";;"BLETTERANS";
817;39;"3904";;"CHAMPAGNOLE";
818;39;"3905";;"DOLE-1";
819;39;"3906";;"DOLE-2";
820;39;"3907";;"LONS-LE-SAUNIER-1";
821;39;"3908";;"LONS-LE-SAUNIER-2";
822;39;"3909";;"MOIRANS-EN-MONTAGNE";
823;39;"3910";;"MONT-SOUS-VAUDREY";
824;39;"3911";;"MOREZ";
825;39;"3912";;"POLIGNY";
826;39;"3913";;"SAINT-AMOUR";
827;39;"3914";;"SAINT-CLAUDE";
828;39;"3915";;"SAINT-LAURENT-EN-GRANDVAUX";
829;39;"3916";;"SAINT-LUPICIN";
830;39;"3917";;"TAVAUX";
831;40;"4001";;"ADOUR ARMAGNAC";
832;40;"4002";;"CHALOSSE TURSAN";
833;40;"4003";;"COTE D'ARGENT";
834;40;"4004";;"COTEAU DE CHALOSSE";
835;40;"4005";;"DAX-1";
836;40;"4006";;"DAX-2";
837;40;"4007";;"GRANDS LACS";
838;40;"4008";;"HAUTE LANDE ARMAGNAC";
839;40;"4009";;"MARENSIN SUD";
840;40;"4010";;"MONT-DE-MARSAN-1";
841;40;"4011";;"MONT-DE-MARSAN-2";
842;40;"4012";;"ORTHE ET ARRIGANS";
843;40;"4013";;"PAYS MORCENAIS TARUSATE";
844;40;"4014";;"PAYS TYROSSAIS";
845;40;"4015";;"SEIGNANX";
846;41;"4101";"(LA)";"BEAUCE";
847;41;"4102";;"BLOIS-1";
848;41;"4103";;"BLOIS-2";
849;41;"4104";;"BLOIS-3";
850;41;"4105";;"CHAMBORD";
851;41;"4106";;"MONTOIRE-SUR-LE-LOIR";
852;41;"4107";;"MONTRICHARD";
853;41;"4108";;"ONZAIN";
854;41;"4109";"(LE)";"PERCHE";
855;41;"4110";;"ROMORANTIN-LANTHENAY";
856;41;"4111";;"SAINT-AIGNAN";
857;41;"4112";;"SELLES-SUR-CHER";
858;41;"4113";"(LA)";"SOLOGNE";
859;41;"4114";;"VENDOME";
860;41;"4115";;"VINEUIL";
861;42;"4201";;"ANDREZIEUX-BOUTHEON";
862;42;"4202";;"BOEN-SUR-LIGNON";
863;42;"4203";;"CHARLIEU";
864;42;"4204";"(LE)";"COTEAU";
865;42;"4205";;"FEURS";
866;42;"4206";;"FIRMINY";
867;42;"4207";;"MONTBRISON";
868;42;"4208";"(LE)";"PILAT";
869;42;"4209";;"RENAISON";
870;42;"4210";;"RIVE-DE-GIER";
871;42;"4211";;"ROANNE-1";
872;42;"4212";;"ROANNE-2";
873;42;"4213";;"SAINT-CHAMOND";
874;42;"4214";;"SAINT-ETIENNE-1";
875;42;"4215";;"SAINT-ETIENNE-2";
876;42;"4216";;"SAINT-ETIENNE-3";
877;42;"4217";;"SAINT-ETIENNE-4";
878;42;"4218";;"SAINT-ETIENNE-5";
879;42;"4219";;"SAINT-ETIENNE-6";
880;42;"4220";;"SAINT-JUST-SAINT-RAMBERT";
881;42;"4221";;"SORBIERS";
882;43;"4301";;"AUREC-SUR-LOIRE";
883;43;"4302";;"BAS-EN-BASSET";
884;43;"4303";;"BOUTIERES";
885;43;"4304";;"BRIOUDE";
886;43;"4305";"(LES)";"DEUX RIVIERES ET VALLEES";
887;43;"4306";;"EMBLAVEZ-ET-MEYGAL";
888;43;"4307";;"GORGES DE L'ALLIER-GEVAUDAN";
889;43;"4308";;"MEZENC";
890;43;"4309";;"MONISTROL-SUR-LOIRE";
891;43;"4310";;"PAYS DE LAFAYETTE";
892;43;"4311";;"PLATEAU DU HAUT-VELAY GRANITIQUE";
893;43;"4312";"(LE)";"PUY-EN-VELAY-1";
894;43;"4313";"(LE)";"PUY-EN-VELAY-2";
895;43;"4314";"(LE)";"PUY-EN-VELAY-3";
896;43;"4315";"(LE)";"PUY-EN-VELAY-4";
897;43;"4316";;"SAINT-PAULIEN";
898;43;"4317";;"SAINTE-FLORINE";
899;43;"4318";;"VELAY VOLCANIQUE";
900;43;"4319";;"YSSINGEAUX";
901;44;"4401";;"ANCENIS";
902;44;"4402";"(LA)";"BAULE-ESCOUBLAC";
903;44;"4403";;"BLAIN";
904;44;"4404";;"CARQUEFOU";
905;44;"4405";"(LA)";"CHAPELLE-SUR-ERDRE";
906;44;"4406";;"CHATEAUBRIANT";
907;44;"4407";;"CLISSON";
908;44;"4408";;"GUEMENE-PENFAO";
909;44;"4409";;"GUERANDE";
910;44;"4410";;"MACHECOUL";
911;44;"4411";;"NANTES-1";
912;44;"4412";;"NANTES-2";
913;44;"4413";;"NANTES-3";
914;44;"4414";;"NANTES-4";
915;44;"4415";;"NANTES-5";
916;44;"4416";;"NANTES-6";
917;44;"4417";;"NANTES-7";
918;44;"4418";;"NORT-SUR-ERDRE";
919;44;"4419";;"PONTCHATEAU";
920;44;"4420";;"PORNIC";
921;44;"4421";;"REZE-1";
922;44;"4422";;"REZE-2";
923;44;"4423";;"SAINT-BREVIN-LES-PINS";
924;44;"4424";;"SAINT-HERBLAIN-1";
925;44;"4425";;"SAINT-HERBLAIN-2";
926;44;"4426";;"SAINT-NAZAIRE-1";
927;44;"4427";;"SAINT-NAZAIRE-2";
928;44;"4428";;"SAINT-PHILBERT-DE-GRAND-LIEU";
929;44;"4429";;"SAINT-SEBASTIEN-SUR-LOIRE";
930;44;"4430";;"VALLET";
931;44;"4431";;"VERTOU";
932;45;"4501";;"BEAUGENCY";
933;45;"4502";;"CHALETTE-SUR-LOING";
934;45;"4503";;"CHATEAUNEUF-SUR-LOIRE";
935;45;"4504";;"COURTENAY";
936;45;"4505";"(LA)";"FERTE-SAINT-AUBIN";
937;45;"4506";;"FLEURY-LES-AUBRAIS";
938;45;"4507";;"GIEN";
939;45;"4508";;"LORRIS";
940;45;"4509";;"MALESHERBES";
941;45;"4510";;"MEUNG-SUR-LOIRE";
942;45;"4511";;"MONTARGIS";
943;45;"4512";;"OLIVET";
944;45;"4513";;"ORLEANS-1";
945;45;"4514";;"ORLEANS-2";
946;45;"4515";;"ORLEANS-3";
947;45;"4516";;"ORLEANS-4";
948;45;"4517";;"PITHIVIERS";
949;45;"4518";;"SAINT-JEAN-DE-BRAYE";
950;45;"4519";;"SAINT-JEAN-DE-LA-RUELLE";
951;45;"4520";;"SAINT-JEAN-LE-BLANC";
952;45;"4521";;"SULLY-SUR-LOIRE";
953;46;"4601";;"CAHORS-1";
954;46;"4602";;"CAHORS-2";
955;46;"4603";;"CAHORS-3";
956;46;"4604";;"CAUSSE ET BOURIANE";
957;46;"4605";;"CAUSSE ET VALLEES";
958;46;"4606";;"CERE ET SEGALA";
959;46;"4607";;"FIGEAC-1";
960;46;"4608";;"FIGEAC-2";
961;46;"4609";;"GOURDON";
962;46;"4610";;"GRAMAT";
963;46;"4611";;"LACAPELLE-MARIVAL";
964;46;"4612";;"LUZECH";
965;46;"4613";;"MARCHES DU SUD-QUERCY";
966;46;"4614";;"MARTEL";
967;46;"4615";;"PUY-L'EVEQUE";
968;46;"4616";;"SAINT-CERE";
969;46;"4617";;"SOUILLAC";
970;47;"4701";;"AGEN-1";
971;47;"4702";;"AGEN-2";
972;47;"4703";;"AGEN-3";
973;47;"4704";;"AGEN-4";
974;47;"4705";"(L')";"ALBRET";
975;47;"4706";"(LE)";"CONFLUENT";
976;47;"4707";"(LES)";"COTEAUX DE GUYENNE";
977;47;"4708";"(LES)";"FORETS DE GASCOGNE";
978;47;"4709";"(LE)";"FUMELOIS";
979;47;"4710";"(LE)";"HAUT AGENAIS PERIGORD";
980;47;"4711";;"LAVARDAC";
981;47;"4712";"(LE)";"LIVRADAIS";
982;47;"4713";;"MARMANDE-1";
983;47;"4714";;"MARMANDE-2";
984;47;"4715";"(L')";"OUEST AGENAIS";
985;47;"4716";"(LE)";"PAYS DE SERRES";
986;47;"4717";"(LE)";"SUD-EST AGENAIS";
987;47;"4718";;"TONNEINS";
988;47;"4719";"(LE)";"VAL DU DROPT";
989;47;"4720";;"VILLENEUVE-SUR-LOT-1";
990;47;"4721";;"VILLENEUVE-SUR-LOT-2";
991;48;"4801";;"AUMONT-AUBRAC";
992;48;"4802";"(LA)";"CANOURGUE";
993;48;"4803";;"CHIRAC";
994;48;"4804";"(LE)";"COLLET-DE-DEZE";
995;48;"4805";;"FLORAC";
996;48;"4806";;"GRANDRIEU";
997;48;"4807";;"LANGOGNE";
998;48;"4808";;"MARVEJOLS";
999;48;"4809";;"MENDE-1";
1000;48;"4810";;"MENDE-2";
1001;48;"4811";;"SAINT-ALBAN-SUR-LIMAGNOLE";
1002;48;"4812";;"SAINT-CHELY-D'APCHER";
1003;48;"4813";;"SAINT-ETIENNE-DU-VALDONNEZ";
1004;49;"4901";;"ANGERS-1";
1005;49;"4902";;"ANGERS-2";
1006;49;"4903";;"ANGERS-3";
1007;49;"4904";;"ANGERS-4";
1008;49;"4905";;"ANGERS-5";
1009;49;"4906";;"ANGERS-6";
1010;49;"4907";;"ANGERS-7";
1011;49;"4908";;"BEAUFORT-EN-VALLEE";
1012;49;"4909";;"BEAUPREAU";
1013;49;"4910";;"CHALONNES-SUR-LOIRE";
1014;49;"4911";;"CHEMILLE-MELAY";
1015;49;"4912";;"CHOLET-1";
1016;49;"4913";;"CHOLET-2";
1017;49;"4914";;"DOUE-LA-FONTAINE";
1018;49;"4915";;"LONGUE-JUMELLES";
1019;49;"4916";"(LA)";"POMMERAYE";
1020;49;"4917";"(LES)";"PONTS-DE-CE";
1021;49;"4918";;"SAINT-MACAIRE-EN-MAUGES";
1022;49;"4919";;"SAUMUR";
1023;49;"4920";;"SEGRE";
1024;49;"4921";;"TIERCE";
1025;50;"5001";;"AGON-COUTAINVILLE";
1026;50;"5002";;"AVRANCHES";
1027;50;"5003";;"BREHAL";
1028;50;"5004";;"BRICQUEBEC";
1029;50;"5005";;"CARENTAN";
1030;50;"5006";;"CHERBOURG-OCTEVILLE-1";
1031;50;"5007";;"CHERBOURG-OCTEVILLE-2";
1032;50;"5008";;"CHERBOURG-OCTEVILLE-3";
1033;50;"5009";;"CONDE-SUR-VIRE";
1034;50;"5010";;"COUTANCES";
1035;50;"5011";;"CREANCES";
1036;50;"5012";;"EQUEURDREVILLE-HAINNEVILLE";
1037;50;"5013";;"GRANVILLE";
1038;50;"5014";"(LA)";"HAGUE";
1039;50;"5015";;"ISIGNY-LE-BUAT";
1040;50;"5016";"(LE)";"MORTAINAIS";
1041;50;"5017";"(LES)";"PIEUX";
1042;50;"5018";;"PONT-HEBERT";
1043;50;"5019";;"PONTORSON";
1044;50;"5020";;"QUETTREVILLE-SUR-SIENNE";
1045;50;"5021";;"SAINT-HILAIRE-DU-HARCOUET";
1046;50;"5022";;"SAINT-LO-1";
1047;50;"5023";;"SAINT-LO-2";
1048;50;"5024";;"TOURLAVILLE";
1049;50;"5025";;"VALOGNES";
1050;50;"5026";;"VAL-DE-SAIRE";
1051;50;"5027";;"VILLEDIEU-LES-POELES";
1052;51;"5101";;"ARGONNE SUIPPE ET VESLE";
1053;51;"5102";;"BOURGOGNE";
1054;51;"5103";;"CHALONS-EN-CHAMPAGNE-1";
1055;51;"5104";;"CHALONS-EN-CHAMPAGNE-2";
1056;51;"5105";;"CHALONS-EN-CHAMPAGNE-3";
1057;51;"5106";;"DORMANS-PAYSAGES DE CHAMPAGNE";
1058;51;"5107";;"EPERNAY-1";
1059;51;"5108";;"EPERNAY-2";
1060;51;"5109";;"FISMES-MONTAGNE DE REIMS";
1061;51;"5110";;"MOURMELON-VESLE ET MONTS DE CHAMPAGNE";
1062;51;"5111";;"REIMS-1";
1063;51;"5112";;"REIMS-2";
1064;51;"5113";;"REIMS-3";
1065;51;"5114";;"REIMS-4";
1066;51;"5115";;"REIMS-5";
1067;51;"5116";;"REIMS-6";
1068;51;"5117";;"REIMS-7";
1069;51;"5118";;"REIMS-8";
1070;51;"5119";;"REIMS-9";
1071;51;"5120";;"SERMAIZE-LES-BAINS";
1072;51;"5121";;"SEZANNE-BRIE ET CHAMPAGNE";
1073;51;"5122";;"VERTUS-PLAINE CHAMPENOISE";
1074;51;"5123";;"VITRY-LE-FRANCOIS-CHAMPAGNE ET DER";
1075;52;"5201";;"BOLOGNE";
1076;52;"5202";;"BOURBONNE-LES-BAINS";
1077;52;"5203";;"CHALINDREY";
1078;52;"5204";;"CHATEAUVILLAIN";
1079;52;"5205";;"CHAUMONT-1";
1080;52;"5206";;"CHAUMONT-2";
1081;52;"5207";;"CHAUMONT-3";
1082;52;"5208";;"EURVILLE-BIENVILLE";
1083;52;"5209";;"JOINVILLE";
1084;52;"5210";;"LANGRES";
1085;52;"5211";;"NOGENT";
1086;52;"5212";;"POISSONS";
1087;52;"5213";;"SAINT-DIZIER-1";
1088;52;"5214";;"SAINT-DIZIER-2";
1089;52;"5215";;"SAINT-DIZIER-3";
1090;52;"5216";;"VILLEGUSIEN-LE-LAC";
1091;52;"5217";;"WASSY";
1092;53;"5301";;"AZE";
1093;53;"5302";;"BONCHAMP-LES-LAVAL";
1094;53;"5303";;"CHATEAU-GONTIER";
1095;53;"5304";;"COSSE-LE-VIVIEN";
1096;53;"5305";;"ERNEE";
1097;53;"5306";;"EVRON";
1098;53;"5307";;"GORRON";
1099;53;"5308";"(L')";"HUISSERIE";
1100;53;"5309";;"LASSAY-LES-CHATEAUX";
1101;53;"5310";;"LAVAL-1";
1102;53;"5311";;"LAVAL-2";
1103;53;"5312";;"LAVAL-3";
1104;53;"5313";;"LOIRON";
1105;53;"5314";;"MAYENNE";
1106;53;"5315";;"MESLAY-DU-MAINE";
1107;53;"5316";;"SAINT-BERTHEVIN";
1108;53;"5317";;"VILLAINES-LA-JUHEL";
1109;54;"5401";;"BACCARAT";
1110;54;"5402";;"ENTRE SEILLE ET MEURTHE";
1111;54;"5403";;"GRAND COURONNE";
1112;54;"5404";;"JARNY";
1113;54;"5405";;"JARVILLE-LA-MALGRANGE";
1114;54;"5406";;"LAXOU";
1115;54;"5407";;"LONGWY";
1116;54;"5408";;"LUNEVILLE-1";
1117;54;"5409";;"LUNEVILLE-2";
1118;54;"5410";;"MEINE AU SAINTOIS";
1119;54;"5411";;"MONT-SAINT-MARTIN";
1120;54;"5412";;"NANCY-1";
1121;54;"5413";;"NANCY-2";
1122;54;"5414";;"NANCY-3";
1123;54;"5415";;"NEUVES-MAISONS";
1124;54;"5416";"(LE)";"NORD-TOULOIS";
1125;54;"5417";;"PAYS DE BRIEY";
1126;54;"5418";;"PONT-A-MOUSSON";
1127;54;"5419";;"SAINT-MAX";
1128;54;"5420";;"TOUL";
1129;54;"5421";;"VAL DE LORRAINE SUD";
1130;54;"5422";;"VANDŒUVRE-LES-NANCY";
1131;54;"5423";;"VILLERUPT";
1132;55;"5501";;"ANCERVILLE";
1133;55;"5502";;"BAR-LE-DUC-1";
1134;55;"5503";;"BAR-LE-DUC-2";
1135;55;"5504";;"BELLEVILLE-SUR-MEUSE";
1136;55;"5505";;"BOULIGNY";
1137;55;"5506";;"CLERMONT-EN-ARGONNE";
1138;55;"5507";;"COMMERCY";
1139;55;"5508";;"DIEUE-SUR-MEUSE";
1140;55;"5509";;"ETAIN";
1141;55;"5510";;"LIGNY-EN-BARROIS";
1142;55;"5511";;"MONTMEDY";
1143;55;"5512";;"REVIGNY-SUR-ORNAIN";
1144;55;"5513";;"SAINT-MIHIEL";
1145;55;"5514";;"STENAY";
1146;55;"5515";;"VAUCOULEURS";
1147;55;"5516";;"VERDUN-1";
1148;55;"5517";;"VERDUN-2";
1149;56;"5601";;"AURAY";
1150;56;"5602";;"GOURIN";
1151;56;"5603";;"GRAND-CHAMP";
1152;56;"5604";;"GUER";
1153;56;"5605";;"GUIDEL";
1154;56;"5606";;"HENNEBONT";
1155;56;"5607";;"LANESTER";
1156;56;"5608";;"LORIENT-1";
1157;56;"5609";;"LORIENT-2";
1158;56;"5610";;"MOREAC";
1159;56;"5611";;"MUZILLAC";
1160;56;"5612";;"PLOEMEUR";
1161;56;"5613";;"PLOERMEL";
1162;56;"5614";;"PLUVIGNER";
1163;56;"5615";;"PONTIVY";
1164;56;"5616";;"QUESTEMBERT";
1165;56;"5617";;"QUIBERON";
1166;56;"5618";;"SENE";
1167;56;"5619";;"VANNES-1";
1168;56;"5620";;"VANNES-2";
1169;56;"5621";;"VANNES-3";
1170;57;"5701";;"ALGRANGE";
1171;57;"5702";;"BITCHE";
1172;57;"5703";;"BOULAY-MOSELLE";
1173;57;"5704";;"BOUZONVILLE";
1174;57;"5705";"(LES)";"COTEAUX DE MOSELLE";
1175;57;"5706";;"FAMECK";
1176;57;"5707";;"FAULQUEMONT";
1177;57;"5708";;"FORBACH";
1178;57;"5709";;"FREYMING-MERLEBACH";
1179;57;"5710";;"HAYANGE";
1180;57;"5711";;"METZ-1";
1181;57;"5712";;"METZ-2";
1182;57;"5713";;"METZ-3";
1183;57;"5714";;"METZERVISSE";
1184;57;"5715";;"MONTIGNY-LES-METZ";
1185;57;"5716";"(LE)";"PAYS MESSIN";
1186;57;"5717";;"PHALSBOURG";
1187;57;"5718";;"ROMBAS";
1188;57;"5719";;"SAINT-AVOLD";
1189;57;"5720";;"SARRALBE";
1190;57;"5721";;"SARREBOURG";
1191;57;"5722";;"SARREGUEMINES";
1192;57;"5723";"(LE)";"SAULNOIS";
1193;57;"5724";"(LE)";"SILLON MOSELLAN";
1194;57;"5725";;"STIRING-WENDEL";
1195;57;"5726";;"THIONVILLE";
1196;57;"5727";;"YUTZ";
1197;58;"5801";"(LA)";"CHARITE-SUR-LOIRE";
1198;58;"5802";;"CHATEAU-CHINON";
1199;58;"5803";;"CLAMECY";
1200;58;"5804";;"CORBIGNY";
1201;58;"5805";;"COSNE-COURS-SUR-LOIRE";
1202;58;"5806";;"DECIZE";
1203;58;"5807";;"FOURCHAMBAULT";
1204;58;"5808";;"GUERIGNY";
1205;58;"5809";;"IMPHY";
1206;58;"5810";;"LUZY";
1207;58;"5811";;"NEVERS-1";
1208;58;"5812";;"NEVERS-2";
1209;58;"5813";;"NEVERS-3";
1210;58;"5814";;"NEVERS-4";
1211;58;"5815";;"POUILLY-SUR-LOIRE";
1212;58;"5816";;"SAINT-PIERRE-LE-MOUTIER";
1213;58;"5817";;"VARENNES-VAUZELLES";
1214;59;"5901";;"ANICHE";
1215;59;"5902";;"ANNﾌULLIN";
1216;59;"5903";;"ANZIN";
1217;59;"5904";;"ARMENTIERES";
1218;59;"5905";;"AULNOYE-AYMERIES";
1219;59;"5906";;"AULNOY-LEZ-VALENCIENNES";
1220;59;"5907";;"AVESNES-SUR-HELPE";
1221;59;"5908";;"BAILLEUL";
1222;59;"5909";;"CAMBRAI";
1223;59;"5910";"(LE)";"CATEAU-CAMBRESIS";
1224;59;"5911";;"CAUDRY";
1225;59;"5912";;"COUDEKERQUE-BRANCHE";
1226;59;"5913";;"CROIX";
1227;59;"5914";;"DENAIN";
1228;59;"5915";;"DOUAI";
1229;59;"5916";;"DUNKERQUE-1";
1230;59;"5917";;"DUNKERQUE-2";
1231;59;"5918";;"FACHES-THUMESNIL";
1232;59;"5919";;"FOURMIES";
1233;59;"5920";;"GRANDE-SYNTHE";
1234;59;"5921";;"HAZEBROUCK";
1235;59;"5922";;"LAMBERSART";
1236;59;"5923";;"LILLE-1";
1237;59;"5924";;"LILLE-2";
1238;59;"5925";;"LILLE-3";
1239;59;"5926";;"LILLE-4";
1240;59;"5927";;"LILLE-5";
1241;59;"5928";;"LILLE-6";
1242;59;"5929";;"MARLY";
1243;59;"5930";;"MAUBEUGE";
1244;59;"5931";;"ORCHIES";
1245;59;"5932";;"ROUBAIX-1";
1246;59;"5933";;"ROUBAIX-2";
